"","GO.ID","Term","Annotated","Significant","Expected","Rank in p.value_classic","p.value_elim","p.value_classic","genes"
"99","GO:0005794","Golgi apparatus",1353,4,2.85,108,0.3166,0.3166,"Cd74,Crhr2,Lyz2,Snca"
"100","GO:0030135","coated vesicle",183,1,0.38,109,0.32128,0.32128,"Lyz2"
"101","GO:0031966","mitochondrial membrane",562,2,1.18,110,0.33214,0.33214,"Lyrm7,Snca"
"102","GO:0098793","presynapse",569,2,1.2,111,0.33758,0.33758,"Crhr2,Snca"
"103","GO:0098858","actin-based cell projection",201,1,0.42,112,0.34682,0.34682,"Lyz2"
"104","GO:0030426","growth cone",204,1,0.43,113,0.35099,0.35099,"Snca"
"105","GO:0098805","whole membrane",1089,5,2.29,40,0.35862,0.07547,"Fcer1g,Laptm5,Ncdn,Ptgs2,Snca"
"106","GO:0034703","cation channel complex",210,1,0.44,114,0.35924,0.35924,"Scn2b"
"107","GO:0030427","site of polarized growth",211,1,0.44,115,0.36061,0.36061,"Snca"
"108","GO:0043233","organelle lumen",4127,10,8.68,116,0.36299,0.36299,"Ctss,Ipo11,Lyrm7,Lyz2,Mllt1,Nhp2,Parp1,Pole4,Snca,Spata2"
"109","GO:0031974","membrane-enclosed lumen",4127,10,8.68,117,0.36299,0.36299,"Ctss,Ipo11,Lyrm7,Lyz2,Mllt1,Nhp2,Parp1,Pole4,Snca,Spata2"
"110","GO:0070013","intracellular organelle lumen",4127,10,8.68,118,0.36299,0.36299,"Ctss,Ipo11,Lyrm7,Lyz2,Mllt1,Nhp2,Parp1,Pole4,Snca,Spata2"
"111","GO:0010008","endosome membrane",217,1,0.46,119,0.36874,0.36874,"Ncdn"
"112","GO:0005740","mitochondrial envelope",610,2,1.28,120,0.36922,0.36922,"Lyrm7,Snca"
"113","GO:0005840","ribosome",221,1,0.46,121,0.37411,0.37411,"Snca"
"114","GO:0042995","cell projection",2356,6,4.96,122,0.37528,0.37528,"Crhr2,Lyz2,Ncdn,Ptgs2,Snca,Tac1"
"115","GO:0098796","membrane protein complex",1053,3,2.22,123,0.38325,0.38325,"Cd74,Fcer1g,Scn2b"
"116","GO:0008021","synaptic vesicle",230,1,0.48,124,0.38602,0.38602,"Snca"
"117","GO:0061695","transferase complex, transferring phosphorus-containing groups",233,1,0.49,125,0.38995,0.38995,"Pole4"
"118","GO:0070382","exocytic vesicle",250,1,0.53,126,0.41172,0.41172,"Snca"
"119","GO:0030425","dendrite",675,2,1.42,127,0.41822,0.41822,"Crhr2,Ncdn"
"120","GO:0097447","dendritic tree",678,2,1.43,128,0.42045,0.42045,"Crhr2,Ncdn"
"121","GO:0034702","ion channel complex",273,1,0.57,129,0.43998,0.43998,"Scn2b"
"122","GO:0005769","early endosome",274,1,0.58,130,0.44118,0.44118,"Ctss"
"123","GO:0005938","cell cortex",275,1,0.58,131,0.44237,0.44237,"Snca"
"124","GO:0098791","Golgi apparatus subcompartment",278,1,0.58,132,0.44594,0.44594,"Lyz2"
"125","GO:1902495","transmembrane transporter complex",284,1,0.6,133,0.45302,0.45302,"Scn2b"
"126","GO:1990351","transporter complex",291,1,0.61,134,0.46117,0.46117,"Scn2b"
"127","GO:0012505","endomembrane system",3518,11,7.4,52,0.46238,0.10192,"Cd74,Crhr2,Ctss,Fndc4,Hsd17b7,Ipo11,Lyz2,Ncdn,Parp1,Ptgs2,Snca"
"128","GO:0031984","organelle subcompartment",303,1,0.64,135,0.47486,0.47486,"Lyz2"
"129","GO:0005739","mitochondrion",1678,4,3.53,136,0.47609,0.47609,"Ado,Lyrm7,Parp1,Snca"
"130","GO:0030659","cytoplasmic vesicle membrane",311,1,0.65,137,0.4838,0.4838,"Snca"
"131","GO:0012506","vesicle membrane",334,1,0.7,138,0.50869,0.50869,"Snca"
"132","GO:0043235","receptor complex",357,1,0.75,139,0.53242,0.53242,"Cd74"
"133","GO:0032991","protein-containing complex",4722,12,9.93,103,0.56069,0.27165,"C1qa,C1qb,C1qc,Cd74,Fcer1g,Mllt1,Nhp2,Parp1,Pole4,Ptgs2,Scn2b,Snca"
"134","GO:0031090","organelle membrane",1998,6,4.2,98,0.56464,0.23803,"Hsd17b7,Laptm5,Lyrm7,Ncdn,Ptgs2,Snca"
"135","GO:0005743","mitochondrial inner membrane",394,1,0.83,140,0.56827,0.56827,"Snca"
"136","GO:0005667","transcription regulator complex",416,1,0.88,141,0.5883,0.5883,"Parp1"
"137","GO:0098588","bounding membrane of organelle",1043,4,2.19,79,0.61277,0.17384,"Laptm5,Ncdn,Ptgs2,Snca"
"138","GO:0015629","actin cytoskeleton",467,1,0.98,142,0.63134,0.63134,"Snca"
"139","GO:0042175","nuclear outer membrane-endoplasmic reticulum membrane network",538,3,1.13,56,0.65098,0.10277,"Hsd17b7,Ptgs2,Snca"
"140","GO:0005789","endoplasmic reticulum membrane",515,1,1.08,143,0.66783,0.66783,"Hsd17b7"
"141","GO:0005694","chromosome",1209,2,2.54,145,0.73369,0.73369,"Parp1,Pole4"
"142","GO:0048471","perinuclear region of cytoplasm",639,1,1.34,146,0.74663,0.74663,"Snca"
"143","GO:0016604","nuclear body",665,1,1.4,147,0.76068,0.76068,"Parp1"
"144","GO:1990904","ribonucleoprotein complex",666,1,1.4,148,0.76121,0.76121,"Nhp2"
"145","GO:1902494","catalytic complex",1297,2,2.73,149,0.76951,0.76951,"Nhp2,Pole4"
"146","GO:1990234","transferase complex",729,1,1.53,150,0.79212,0.79212,"Pole4"
"147","GO:0005654","nucleoplasm",3117,5,6.56,152,0.81233,0.81233,"Ipo11,Mllt1,Parp1,Pole4,Spata2"
"148","GO:0000228","nuclear chromosome",782,1,1.64,153,0.81509,0.81509,"Pole4"
"149","GO:0099512","supramolecular fiber",818,1,1.72,154,0.82926,0.82926,"Snca"
"150","GO:0031981","nuclear lumen",3737,6,7.86,155,0.83137,0.83137,"Ipo11,Mllt1,Nhp2,Parp1,Pole4,Spata2"
"151","GO:0099081","supramolecular polymer",824,1,1.73,156,0.83152,0.83152,"Snca"
"152","GO:0043227","membrane-bounded organelle",10054,20,21.15,144,0.87696,0.72327,"Ado,Cd74,Crhr2,Ctss,Fndc4,Hsd17b7,Ipo11,Laptm5,Lyrm7,Lyz2,Mllt1,Mpeg1,Ncdn,Nhp2,Parp1,Pole4,Ptgs2,Snca,Spata2,Tnmd"
"153","GO:0043232","intracellular non-membrane-bounded organelle",4056,6,8.53,158,0.8888,0.8888,"Mllt1,Nhp2,Parp1,Pole4,Snca,Spata2"
"154","GO:0043228","non-membrane-bounded organelle",4074,6,8.57,159,0.89151,0.89151,"Mllt1,Nhp2,Parp1,Pole4,Snca,Spata2"
"155","GO:0099080","supramolecular complex",1108,1,2.33,160,0.91082,0.91082,"Snca"
"156","GO:0098590","plasma membrane region",1138,1,2.39,162,0.91667,0.91667,"Ptgs2"
"157","GO:0043231","intracellular membrane-bounded organelle",9432,18,19.84,151,0.92633,0.79328,"Ado,Cd74,Crhr2,Ctss,Fndc4,Hsd17b7,Ipo11,Laptm5,Lyrm7,Lyz2,Mllt1,Nhp2,Parp1,Pole4,Ptgs2,Snca,Spata2,Tnmd"
"158","GO:0005829","cytosol",3301,4,6.94,165,0.9376,0.9376,"Ipo11,Mllt1,Ncdn,Snca"
"159","GO:0043229","intracellular organelle",10841,20,22.8,157,0.95888,0.88497,"Ado,Cd74,Crhr2,Ctss,Fndc4,Hsd17b7,Ipo11,Laptm5,Lyrm7,Lyz2,Mllt1,Mpeg1,Ncdn,Nhp2,Parp1,Pole4,Ptgs2,Snca,Spata2,Tnmd"
"160","GO:0005634","nucleus",6335,10,13.33,161,0.96907,0.91299,"Cd74,Ipo11,Mllt1,Nhp2,Parp1,Pole4,Ptgs2,Snca,Spata2,Tnmd"
"161","GO:0005737","cytoplasm",9830,17,20.68,164,0.9729,0.92777,"Ado,Cd74,Crhr2,Ctss,Fndc4,Hsd17b7,Ipo11,Laptm5,Lyrm7,Lyz2,Mllt1,Mpeg1,Ncdn,Parp1,Ptgs2,Snca,Spata2"
"162","GO:0043226","organelle",11139,20,23.43,163,0.97527,0.92484,"Ado,Cd74,Crhr2,Ctss,Fndc4,Hsd17b7,Ipo11,Laptm5,Lyrm7,Lyz2,Mllt1,Mpeg1,Ncdn,Nhp2,Parp1,Pole4,Ptgs2,Snca,Spata2,Tnmd"
"163","GO:0005856","cytoskeleton",1990,1,4.19,166,0.98858,0.98858,"Snca"
"164","GO:0005622","intracellular",12251,20,25.77,167,0.99794,0.99149,"Ado,Cd74,Crhr2,Ctss,Fndc4,Hsd17b7,Ipo11,Laptm5,Lyrm7,Lyz2,Mllt1,Mpeg1,Ncdn,Nhp2,Parp1,Pole4,Ptgs2,Snca,Spata2,Tnmd"
"165","GO:0031965","nuclear membrane",228,2,0.48,46,1,0.08281,"Ptgs2,Snca"
"166","GO:0031968","organelle outer membrane",174,2,0.37,24,1,0.05163,"Ptgs2,Snca"
"167","GO:0019867","outer membrane",174,2,0.37,25,1,0.05163,"Ptgs2,Snca"
"168","GO:0005575","cellular_component",16163,34,34,168,1,1,"AI837181,Ado,Alkal2,C1qa,C1qb,C1qc,C3ar1,Cd74,Crhr2,Ctss,Fcer1g,Fndc4,Hsd17b7,Iglon5,Ipo11,Laptm5,Lyrm7,Lyz2,Mllt1,Mpeg1,Ncdn,Nhp2,Parp1,Pole4,Ptgs2,Scn2b,Sema7a,Smim12,Snca,Spata2,Tac1,Tnmd,Trem2,Wfdc17"
"169","GO:0000109","nucleotide-excision repair complex",13,0,0.03,169,1,1,""
"170","GO:0000118","histone deacetylase complex",74,0,0.16,170,1,1,""
"171","GO:0000124","SAGA complex",11,0,0.02,171,1,1,""
"172","GO:0000138","Golgi trans cisterna",11,0,0.02,172,1,1,""
"173","GO:0000139","Golgi membrane",246,0,0.52,173,1,1,""
"174","GO:0000145","exocyst",17,0,0.04,174,1,1,""
"175","GO:0000151","ubiquitin ligase complex",274,0,0.58,175,1,1,""
"176","GO:0000152","nuclear ubiquitin ligase complex",41,0,0.09,176,1,1,""
"177","GO:0000153","cytoplasmic ubiquitin ligase complex",14,0,0.03,177,1,1,""
"178","GO:0000159","protein phosphatase type 2A complex",18,0,0.04,178,1,1,""
"179","GO:0000164","protein phosphatase type 1 complex",13,0,0.03,179,1,1,""
"180","GO:0000176","nuclear exosome (RNase complex)",14,0,0.03,180,1,1,""
"181","GO:0000177","cytoplasmic exosome (RNase complex)",13,0,0.03,181,1,1,""
"182","GO:0000178","exosome (RNase complex)",23,0,0.05,182,1,1,""
"183","GO:0000235","astral microtubule",11,0,0.02,183,1,1,""
"184","GO:0000242","pericentriolar material",22,0,0.05,184,1,1,""
"185","GO:0000307","cyclin-dependent protein kinase holoenzyme complex",41,0,0.09,185,1,1,""
"186","GO:0000313","organellar ribosome",91,0,0.19,186,1,1,""
"187","GO:0000314","organellar small ribosomal subunit",30,0,0.06,187,1,1,""
"188","GO:0000315","organellar large ribosomal subunit",59,0,0.12,188,1,1,""
"189","GO:0000346","transcription export complex",10,0,0.02,189,1,1,""
"190","GO:0000407","phagophore assembly site",27,0,0.06,190,1,1,""
"191","GO:0000421","autophagosome membrane",21,0,0.04,191,1,1,""
"192","GO:0000428","DNA-directed RNA polymerase complex",95,0,0.2,192,1,1,""
"193","GO:0000439","transcription factor TFIIH core complex",10,0,0.02,193,1,1,""
"194","GO:0000502","proteasome complex",62,0,0.13,194,1,1,""
"195","GO:0000775","chromosome, centromeric region",188,0,0.4,195,1,1,""
"196","GO:0000776","kinetochore",129,0,0.27,196,1,1,""
"197","GO:0000777","condensed chromosome kinetochore",35,0,0.07,197,1,1,""
"198","GO:0000778","condensed nuclear chromosome kinetochore",18,0,0.04,198,1,1,""
"199","GO:0000779","condensed chromosome, centromeric region",53,0,0.11,199,1,1,""
"200","GO:0000780","condensed nuclear chromosome, centromeric region",32,0,0.07,200,1,1,""
