"","GO.ID","Term","Annotated","Significant","Expected","Rank in p.value_classic","p.value_elim","p.value_classic","genes"
"22","GO:0098588","bounding membrane of organelle",1043,28,16.65,60,0.00486,0.00486,"Acsl4,Cat,Cnr1,Fig4,Gad1,Gad2,Lamp5,Laptm5,Naa60,Ncdn,Oca2,Pld4,Ptgs2,Rab3c,Rragd,Sacm1l,Sec61a1,Slc25a46,Slc6a9,Snap91,Snca,Steap2,Tex264,Tfrc,Tm6sf1,Vat1,Vps26a,Zdhhc9"
"23","GO:0048787","presynaptic active zone membrane",45,4,0.72,62,0.00566,0.00566,"Cntnap1,Grm7,Kcnma1,Snap91"
"24","GO:0098982","GABA-ergic synapse",102,6,1.63,63,0.00587,0.00587,"Cnr1,Gabra1,Glrb,Grm7,Igsf9b,Slc6a1"
"25","GO:0060077","inhibitory synapse",24,3,0.38,64,0.00635,0.00635,"Gad1,Gad2,Igsf9b"
"26","GO:0098936","intrinsic component of postsynaptic membrane",172,8,2.75,65,0.00646,0.00646,"Gabra1,Grin2a,Grin3a,Htr3a,Rgs7bp,Slc6a1,Slc6a8,Slc6a9"
"27","GO:0048471","perinuclear region of cytoplasm",639,19,10.2,66,0.00702,0.00702,"Ankrd13c,Aqp11,Cpd,Cx3cr1,Cybb,Epha5,Gad2,Jcad,Kcnma1,Nf2,Ntm,Pde4a,Ppib,Rab3c,Slc5a3,Snca,Stat1,Tfrc,Tnks2"
"28","GO:0005768","endosome",842,28,13.44,41,0.00769,0.00019,"Ackr1,Apoe,Arrb1,Atp1a2,Clcn6,Cptp,Ctss,Dner,Fig4,Gpnmb,Lamp5,Ncdn,Nf2,Oca2,Pld4,Praf2,Rab3c,Rnd2,Rragd,Slc31a1,Slc6a9,Snap91,Steap2,Tfrc,Tmem230,Tmem9b,Tpp1,Vps26a"
"29","GO:0034706","sodium channel complex",26,3,0.42,68,0.00797,0.00797,"Grik1,Scn2b,Scn7a"
"30","GO:1902495","transmembrane transporter complex",284,17,4.53,17,0.00806,3.3e-06,"Atp1a2,Gabra1,Glrb,Grik1,Grin2a,Grin3a,Hcn1,Htr3a,Kcnab2,Kcnc2,Kcnj3,Kcnma1,Kcns3,Lrrc8a,Sacm1l,Scn2b,Scn7a"
"31","GO:0031967","organelle envelope",986,26,15.74,69,0.00824,0.00824,"Acsl4,Apoe,Cat,Cnr1,Crls1,Cybb,Diablo,Ghitm,Ipo11,Lyrm7,Ndufb2,Parp1,Ppif,Prkg2,Ptgs2,Rab5if,Rac2,Sh3bgrl2,Slc25a10,Slc25a15,Slc25a25,Slc25a46,Snca,Srgap2,Tnks2,Vat1"
"32","GO:0031225","anchored component of membrane",147,7,2.35,71,0.00936,0.00936,"Gad2,Mmp19,Ntm,Rab3c,Rgmb,Rgs7bp,Sema7a"
"33","GO:0031143","pseudopodium",10,2,0.16,72,0.0105,0.0105,"Arrb1,Raf1"
"34","GO:0009897","external side of plasma membrane",307,11,4.9,73,0.01056,0.01056,"Adgre1,Apoe,Cx3cr1,Epha5,Fcgr3,Glrb,Ide,Kcnj3,Kcnma1,Sema7a,Tfrc"
"35","GO:0098552","side of membrane",481,15,7.68,74,0.0106,0.0106,"Adgre1,Apoe,Cx3cr1,Diablo,Epha5,Fcgr3,Glrb,Ide,Kcnab2,Kcnj3,Kcnma1,Rgs2,Sema7a,Tfrc,Yes1"
"36","GO:0008328","ionotropic glutamate receptor complex",54,4,0.86,75,0.01074,0.01074,"Grik1,Grin2a,Grin3a,Sacm1l"
"37","GO:0005938","cell cortex",275,10,4.39,77,0.01314,0.01314,"Gad1,Grm7,Inpp5d,Nf2,Ocm,Prkcb,Rac2,Rnd2,Shroom2,Snca"
"38","GO:0030133","transport vesicle",322,11,5.14,79,0.01465,0.01465,"Erg28,Gad2,Grin2a,Igf1,Lyz2,Rab3c,Slc6a9,Snap91,Snca,Steap2,Tmem230"
"39","GO:0017146","NMDA selective glutamate receptor complex",12,2,0.19,80,0.01507,0.01507,"Grin2a,Grin3a"
"40","GO:0099055","integral component of postsynaptic membrane",163,7,2.6,82,0.01584,0.01584,"Gabra1,Grin2a,Grin3a,Htr3a,Slc6a1,Slc6a8,Slc6a9"
"41","GO:0031091","platelet alpha granule",13,2,0.21,85,0.01763,0.01763,"Igf1,Snca"
"42","GO:0034702","ion channel complex",273,16,4.36,23,0.0184,8.4e-06,"Gabra1,Glrb,Grik1,Grin2a,Grin3a,Hcn1,Htr3a,Kcnab2,Kcnc2,Kcnj3,Kcnma1,Kcns3,Lrrc8a,Sacm1l,Scn2b,Scn7a"
"43","GO:0005740","mitochondrial envelope",610,17,9.74,86,0.01875,0.01875,"Acsl4,Cat,Cnr1,Crls1,Diablo,Ghitm,Lyrm7,Ndufb2,Ppif,Rab5if,Slc25a10,Slc25a15,Slc25a25,Slc25a46,Snca,Srgap2,Vat1"
"44","GO:0030665","clathrin-coated vesicle membrane",36,3,0.57,87,0.01948,0.01948,"Gad1,Gad2,Snap91"
"45","GO:0099572","postsynaptic specialization",427,13,6.82,88,0.01998,0.01998,"Arrb1,Dlgap1,Gabra1,Grik1,Grin2a,Grin3a,Igsf9b,Kcnab2,Rgs7bp,Slc6a9,Snap91,Srgap2,Yes1"
"46","GO:0034361","very-low-density lipoprotein particle",14,2,0.22,89,0.02035,0.02035,"Apoe,Lpl"
"47","GO:0034385","triglyceride-rich plasma lipoprotein particle",14,2,0.22,90,0.02035,0.02035,"Apoe,Lpl"
"48","GO:0030136","clathrin-coated vesicle",102,5,1.63,91,0.02376,0.02376,"Gad1,Gad2,Lyz2,Snap91,Steap2"
"49","GO:0005905","clathrin-coated pit",69,4,1.1,92,0.02443,0.02443,"Ap1s3,Arrb1,Snap91,Tfrc"
"50","GO:0001518","voltage-gated sodium channel complex",16,2,0.26,93,0.02629,0.02629,"Scn2b,Scn7a"
"51","GO:0005640","nuclear outer membrane",16,2,0.26,94,0.02629,0.02629,"Ptgs2,Snca"
"52","GO:0055037","recycling endosome",146,6,2.33,95,0.0298,0.0298,"Fig4,Lamp5,Slc31a1,Tfrc,Tmem230,Tpp1"
"53","GO:0098978","glutamatergic synapse",502,14,8.01,96,0.03111,0.03111,"Apoe,Cnr1,Cplx1,Dlgap1,Grik1,Grin2a,Grin3a,Grm7,Htr3a,Kcnma1,Ppm1h,Rgs7bp,Slc6a8,Yes1"
"54","GO:0098797","plasma membrane protein complex",505,22,8.06,26,0.03224,2.1e-05,"Atp1a2,Cybb,Diablo,Glrb,Grik1,Grin2a,Grin3a,Hcn1,Htr3a,Igf1,Irs1,Itgb2,Kcnab2,Kcnc2,Kcnj3,Kcnma1,Kcns3,Sacm1l,Scn2b,Scn7a,Snap91,Tfrc"
"55","GO:0005697","telomerase holoenzyme complex",18,2,0.29,97,0.03282,0.03282,"Lsm11,Nhp2"
"56","GO:0044327","dendritic spine head",18,2,0.29,98,0.03282,0.03282,"Rgs7bp,Srgap2"
"57","GO:0016323","basolateral plasma membrane",233,8,3.72,99,0.0338,0.0338,"Arrb1,Cnnm2,Hcn1,Ide,Kcnc2,Slc12a6,Slc6a9,Tfrc"
"58","GO:0031966","mitochondrial membrane",562,15,8.97,100,0.0365,0.0365,"Acsl4,Cnr1,Crls1,Ghitm,Lyrm7,Ndufb2,Ppif,Rab5if,Slc25a10,Slc25a15,Slc25a25,Slc25a46,Snca,Srgap2,Vat1"
"59","GO:0030863","cortical cytoskeleton",116,5,1.85,101,0.03835,0.03835,"Inpp5d,Nf2,Ocm,Prkcb,Shroom2"
"60","GO:0098984","neuron to neuron synapse",423,12,6.75,102,0.03947,0.03947,"Arrb1,Dlgap1,Grik1,Grin2a,Grin3a,Grm7,Igsf9b,Kcnab2,Rgs7bp,Slc6a9,Snap91,Srgap2"
"61","GO:0005739","mitochondrion",1678,36,26.78,103,0.04062,0.04062,"Acsl4,Ado,Casp9,Cat,Cnr1,Crls1,Cybb,Dbt,Diablo,Dnlz,Gad1,Ghitm,Ide,Kcnma1,Kyat3,Lyrm7,Mrpl37,Mrps25,Ndufb2,Parp1,Pdhx,Ppif,Rab5if,Raf1,Slc25a10,Slc25a15,Slc25a25,Slc25a46,Snca,Sncb,Srgap2,Tfrc,Tpp1,Vat1,mt-Rnr1,mt-Rnr2"
"62","GO:0044304","main axon",82,4,1.31,104,0.04219,0.04219,"Cntnap1,Kcnab2,Kcnc2,Robo2"
"63","GO:0030673","axolemma",21,2,0.34,105,0.04367,0.04367,"Kcnc2,Robo2"
"64","GO:0097447","dendritic tree",678,25,10.82,32,0.04465,9e-05,"Apoe,Aqp11,Arrb1,Atp1a2,Cplx1,Cx3cr1,Cybb,Dner,Epha5,Grik1,Grin2a,Grm7,Hcn1,Igsf9b,Kcnc2,Kcnma1,Ncdn,Pnoc,Rgs7bp,Sema3a,Slc38a2,Srgap2,Stat1,Tnn,Uhmk1"
"65","GO:0030864","cortical actin cytoskeleton",85,4,1.36,107,0.04709,0.04709,"Nf2,Ocm,Prkcb,Shroom2"
"66","GO:0031907","microbody lumen",22,2,0.35,108,0.04754,0.04754,"Ide,Tysnd1"
"67","GO:0005782","peroxisomal matrix",22,2,0.35,109,0.04754,0.04754,"Ide,Tysnd1"
"68","GO:0070382","exocytic vesicle",250,8,3.99,110,0.04778,0.04778,"Gad2,Grin2a,Igf1,Rab3c,Slc6a9,Snap91,Snca,Tmem230"
"69","GO:0044853","plasma membrane raft",124,5,1.98,111,0.04869,0.04869,"Atp1a2,Irs1,Itgb2,Kcnma1,Ptgs2"
"70","GO:0005773","vacuole",488,13,7.79,112,0.05001,0.05001,"Apoe,Cat,Ctss,Lamp5,Laptm5,Oca2,Rragd,Tex264,Tm6sf1,Tmem9b,Tpp1,Ubqln4,Vps26a"
"71","GO:0005774","vacuolar membrane",170,6,2.71,113,0.05536,0.05536,"Lamp5,Laptm5,Oca2,Rragd,Tex264,Tm6sf1"
"72","GO:0005759","mitochondrial matrix",258,8,4.12,114,0.0555,0.0555,"Dbt,Lyrm7,Mrpl37,Mrps25,Ppif,Snca,mt-Rnr1,mt-Rnr2"
"73","GO:1990777","lipoprotein particle",24,2,0.38,115,0.05564,0.05564,"Apoe,Lpl"
"74","GO:0034358","plasma lipoprotein particle",24,2,0.38,116,0.05564,0.05564,"Apoe,Lpl"
"75","GO:0099523","presynaptic cytosol",24,2,0.38,117,0.05564,0.05564,"Prkcb,Sncb"
"76","GO:0032279","asymmetric synapse",399,11,6.37,118,0.05595,0.05595,"Arrb1,Dlgap1,Grik1,Grin2a,Grin3a,Grm7,Kcnab2,Rgs7bp,Slc6a9,Snap91,Srgap2"
"77","GO:0042579","microbody",130,5,2.08,119,0.05743,0.05743,"Acsl4,Cat,Fndc5,Ide,Tysnd1"
"78","GO:0005777","peroxisome",130,5,2.08,120,0.05743,0.05743,"Acsl4,Cat,Fndc5,Ide,Tysnd1"
"79","GO:0000313","organellar ribosome",91,4,1.45,121,0.05782,0.05782,"Mrpl37,Mrps25,mt-Rnr1,mt-Rnr2"
"80","GO:0005761","mitochondrial ribosome",91,4,1.45,122,0.05782,0.05782,"Mrpl37,Mrps25,mt-Rnr1,mt-Rnr2"
"81","GO:0010008","endosome membrane",217,7,3.46,123,0.05973,0.05973,"Fig4,Lamp5,Ncdn,Oca2,Snap91,Tfrc,Vps26a"
"82","GO:0031968","organelle outer membrane",174,6,2.78,124,0.06061,0.06061,"Acsl4,Cnr1,Ptgs2,Slc25a46,Snca,Vat1"
"83","GO:0019867","outer membrane",174,6,2.78,125,0.06061,0.06061,"Acsl4,Cnr1,Ptgs2,Slc25a46,Snca,Vat1"
"84","GO:0000323","lytic vacuole",406,11,6.48,126,0.06176,0.06176,"Apoe,Cat,Ctss,Lamp5,Laptm5,Oca2,Rragd,Tm6sf1,Tmem9b,Tpp1,Vps26a"
"85","GO:0005764","lysosome",406,11,6.48,127,0.06176,0.06176,"Apoe,Cat,Ctss,Lamp5,Laptm5,Oca2,Rragd,Tm6sf1,Tmem9b,Tpp1,Vps26a"
"86","GO:0030659","cytoplasmic vesicle membrane",311,9,4.96,128,0.06236,0.06236,"Gad1,Gad2,Lamp5,Oca2,Rab3c,Sec61a1,Slc6a9,Snap91,Snca"
"87","GO:0099059","integral component of presynaptic active zone membrane",26,2,0.42,129,0.06419,0.06419,"Grm7,Kcnma1"
"88","GO:0042734","presynaptic membrane",194,14,3.1,16,0.0652,2.9e-06,"Cnr1,Cntnap1,Grik1,Grin2a,Grm7,Htr3a,Kcnc2,Kcnj3,Kcnma1,Kctd12,Rgs7bp,Slc6a1,Slc6a9,Snap91"
"89","GO:0005901","caveola",96,4,1.53,130,0.06767,0.06767,"Atp1a2,Irs1,Kcnma1,Ptgs2"
"90","GO:0032994","protein-lipid complex",27,2,0.43,131,0.06861,0.06861,"Apoe,Lpl"
"91","GO:0044305","calyx of Held",28,2,0.45,132,0.07314,0.07314,"Cplx1,Prkcb"
"92","GO:0030140","trans-Golgi network transport vesicle",28,2,0.45,133,0.07314,0.07314,"Lyz2,Steap2"
"93","GO:0008021","synaptic vesicle",230,7,3.67,134,0.07624,0.07624,"Gad2,Grin2a,Rab3c,Slc6a9,Snap91,Snca,Tmem230"
"94","GO:0043005","neuron projection",1445,52,23.07,6,0.08224,1.8e-08,"Apoe,Aqp11,Arrb1,Atf4,Atp1a2,Casp1,Cnr1,Cntnap1,Cplx1,Cx3cr1,Cybb,Dner,Epha5,Gabra1,Gad1,Gad2,Glrb,Grik1,Grin2a,Grin3a,Grm7,Hcn1,Htr3a,Igsf9b,Kcnab2,Kcnc2,Kcnma1,Lamp5,Ncdn,Nf2,Nog,Ntm,Ocm,Opn3,Pnoc,Prkcb,Ptgs2,Rgs2,Rgs7bp,Robo2,Scn7a,Sema3a,Slc12a6,Slc38a2,Slc6a1,Snap91,Snca,Sncb,Srgap2,Stat1,Tnn,Uhmk1"
"95","GO:0000314","organellar small ribosomal subunit",30,2,0.48,135,0.08246,0.08246,"Mrps25,mt-Rnr1"
"96","GO:0005763","mitochondrial small ribosomal subunit",30,2,0.48,136,0.08246,0.08246,"Mrps25,mt-Rnr1"
"97","GO:0098590","plasma membrane region",1138,41,18.17,12,0.08335,7.4e-07,"Ap1s3,Arrb1,Atf4,Atp1a2,Cnnm2,Cnr1,Cntnap1,Dlgap1,Gabra1,Glrb,Grik1,Grin2a,Grin3a,Grm7,Hcn1,Htr3a,Ide,Igsf9b,Irs1,Itgb2,Jcad,Kcnc2,Kcnj3,Kcnma1,Kctd12,Lamp5,Nf2,Plek,Prkcb,Ptgs2,Rgs7bp,Robo2,Shroom2,Slc12a6,Slc6a1,Slc6a8,Slc6a9,Slco1a5,Snap91,Srgap2,Tfrc"
"98","GO:0098945","intrinsic component of presynaptic active zone membrane",31,2,0.49,137,0.08725,0.08725,"Grm7,Kcnma1"
"99","GO:0098948","intrinsic component of postsynaptic specialization membrane",105,4,1.68,138,0.08743,0.08743,"Gabra1,Grin2a,Grin3a,Rgs7bp"
"100","GO:0012506","vesicle membrane",334,9,5.33,139,0.08802,0.08802,"Gad1,Gad2,Lamp5,Oca2,Rab3c,Sec61a1,Slc6a9,Snap91,Snca"
"101","GO:0019866","organelle inner membrane",435,11,6.94,140,0.08998,0.08998,"Crls1,Ghitm,Ndufb2,Ppif,Ptgs2,Rab5if,Slc25a10,Slc25a15,Slc25a25,Snca,Srgap2"
"102","GO:0034703","cation channel complex",210,13,3.35,29,0.09176,3.4e-05,"Grik1,Grin2a,Grin3a,Hcn1,Htr3a,Kcnab2,Kcnc2,Kcnj3,Kcnma1,Kcns3,Sacm1l,Scn2b,Scn7a"
"103","GO:0043198","dendritic shaft",69,3,1.1,141,0.098,0.098,"Grm7,Hcn1,Rgs7bp"
"104","GO:0014069","postsynaptic density",394,10,6.29,142,0.10091,0.10091,"Arrb1,Dlgap1,Grik1,Grin2a,Grin3a,Kcnab2,Rgs7bp,Slc6a9,Snap91,Srgap2"
"105","GO:0005635","nuclear envelope",394,10,6.29,143,0.10091,0.10091,"Apoe,Cybb,Ipo11,Parp1,Prkg2,Ptgs2,Rac2,Sh3bgrl2,Snca,Tnks2"
"106","GO:0005743","mitochondrial inner membrane",394,10,6.29,144,0.10091,0.10091,"Crls1,Ghitm,Ndufb2,Ppif,Rab5if,Slc25a10,Slc25a15,Slc25a25,Snca,Srgap2"
"107","GO:0032809","neuronal cell body membrane",34,2,0.54,145,0.10209,0.10209,"Cx3cr1,Kcnc2"
"108","GO:0043235","receptor complex",357,13,5.7,61,0.10288,0.00497,"Diablo,Epha5,Gabra1,Grik1,Grin2a,Grin3a,Grm7,Htr3a,Irs1,Itgb2,Kctd12,Sacm1l,Tfrc"
"109","GO:0031012","extracellular matrix",447,11,7.14,146,0.10364,0.10364,"Adamts15,Adamts8,Angpt1,Apoe,Fgf9,Igf1,Mmp19,Ndnf,Sema3c,Slit2,Tnn"
"110","GO:0016234","inclusion body",71,3,1.13,147,0.10453,0.10453,"Atf4,Snca,Sncb"
"111","GO:0098802","plasma membrane signaling receptor complex",171,9,2.73,52,0.1075,0.00173,"Diablo,Grik1,Grin2a,Grin3a,Htr3a,Irs1,Itgb2,Sacm1l,Tfrc"
"112","GO:0005741","mitochondrial outer membrane",158,5,2.52,148,0.10918,0.10918,"Acsl4,Cnr1,Slc25a46,Snca,Vat1"
"113","GO:0099501","exocytic vesicle membrane",114,4,1.82,149,0.10965,0.10965,"Gad2,Rab3c,Slc6a9,Snca"
"114","GO:0030672","synaptic vesicle membrane",114,4,1.82,150,0.10965,0.10965,"Gad2,Rab3c,Slc6a9,Snca"
"115","GO:0030662","coated vesicle membrane",74,3,1.18,151,0.11463,0.11463,"Gad1,Gad2,Snap91"
"116","GO:0005581","collagen trimer",74,3,1.18,152,0.11463,0.11463,"C1qa,C1qb,C1qc"
"117","GO:0099091","postsynaptic specialization, intracellular component",37,2,0.59,153,0.11756,0.11756,"Dlgap1,Yes1"
"118","GO:0032154","cleavage furrow",37,2,0.59,154,0.11756,0.11756,"Htr3a,Nf2"
"119","GO:0044298","cell body membrane",37,2,0.59,155,0.11756,0.11756,"Cx3cr1,Kcnc2"
"120","GO:0099146","intrinsic component of postsynaptic density membrane",76,3,1.21,156,0.12156,0.12156,"Grin2a,Grin3a,Rgs7bp"
"121","GO:0034707","chloride channel complex",38,2,0.61,157,0.12285,0.12285,"Gabra1,Glrb"
"122","GO:0005758","mitochondrial intermembrane space",77,3,1.23,158,0.12509,0.12509,"Cat,Diablo,Snca"
"123","GO:0045121","membrane raft",363,9,5.79,159,0.12814,0.12814,"Angpt1,Atp1a2,Cnr1,Irs1,Itgb2,Kcnma1,Nf2,Ptgs2,Tpp1"
"124","GO:0030666","endocytic vesicle membrane",39,2,0.62,160,0.12819,0.12819,"Sec61a1,Snap91"
"125","GO:0098852","lytic vacuole membrane",121,4,1.93,161,0.12851,0.12851,"Lamp5,Laptm5,Oca2,Tm6sf1"
"126","GO:0005765","lysosomal membrane",121,4,1.93,162,0.12851,0.12851,"Lamp5,Laptm5,Oca2,Tm6sf1"
"127","GO:0098857","membrane microdomain",364,9,5.81,163,0.12967,0.12967,"Angpt1,Atp1a2,Cnr1,Irs1,Itgb2,Kcnma1,Nf2,Ptgs2,Tpp1"
