"","GO.ID","Term","Annotated","Significant","Expected","Rank in p.value_classic","p.value_elim","p.value_classic","genes"
"62","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process",113,4,0.91,155,0.0131,0.0131,"Arrb1,Casp9,Ngfr,Snca"
"63","GO:0043549","regulation of kinase activity",720,12,5.79,156,0.0132,0.01324,"Adam9,Angpt1,Aplp2,Arrb1,Cnppd1,Dbndd2,Epha3,Irs1,Map3k1,Mllt1,Raf1,Snca"
"64","GO:0070848","response to growth factor",570,12,4.58,25,0.0133,0.00216,"Adam9,Angpt1,Ccbe1,Dync1li2,Jcad,Map3k1,Ngfr,Nrep,Parp1,Prkcb,Raf1,Tnmd"
"65","GO:0051882","mitochondrial depolarization",22,2,0.18,157,0.0133,0.01334,"Ngfr,Parp1"
"66","GO:0043524","negative regulation of neuron apoptotic process",176,5,1.42,160,0.0139,0.01388,"Angpt1,Arrb1,Ngfr,Nr4a3,Snca"
"67","GO:0014065","phosphatidylinositol 3-kinase signaling",115,4,0.92,161,0.0139,0.0139,"Angpt1,Cat,Irs1,Pik3cb"
"68","GO:0032288","myelin assembly",23,2,0.18,165,0.0145,0.01454,"Cntnap1,Fig4"
"69","GO:0010829","negative regulation of glucose transmembrane transport",23,2,0.18,166,0.0145,0.01454,"Pid1,Prkcb"
"70","GO:0042069","regulation of catecholamine metabolic process",23,2,0.18,167,0.0145,0.01454,"Gpr37,Snca"
"71","GO:0043410","positive regulation of MAPK cascade",475,9,3.82,168,0.0146,0.01456,"Adam9,Angpt1,Arrb1,Gpr37,Jcad,Map3k1,Ngfr,Raf1,Sema7a"
"72","GO:0042542","response to hydrogen peroxide",117,4,0.94,170,0.0147,0.01473,"Adam9,Cat,Gpr37,Nr4a3"
"73","GO:2000756","regulation of peptidyl-lysine acetylation",64,3,0.51,171,0.0148,0.01482,"Arrb1,Piwil2,Snca"
"74","GO:0045862","positive regulation of proteolysis",321,7,2.58,173,0.0151,0.01511,"Adam9,Arrb1,Atxn3,Casp9,Ccbe1,Ngfr,Snca"
"75","GO:0099601","regulation of neurotransmitter receptor activity",65,3,0.52,175,0.0154,0.01545,"Cacng7,Grin2a,Slc6a9"
"76","GO:0051641","cellular localization",2569,32,20.66,82,0.0156,0.00642,"Angpt1,Arrb1,Btbd9,Cacng7,Cntnap1,Cry2,Dync1li2,Epha3,Gpm6b,Grin2a,Ipo11,Irs1,Itga4,Ngfr,Nr4a3,Parp1,Pid1,Prkcb,Rab18,Raf1,Reps2,Sec61a1,Slc5a3,Slc6a9,Snca,Stxbp6,Tmem230,Tpp1,Uhmk1,Usp6nl,Zdhhc4,Zdhhc9"
"77","GO:1902652","secondary alcohol metabolic process",119,4,0.96,176,0.0156,0.01558,"Aplp2,Cat,Dhcr24,Hsd17b7"
"78","GO:0072337","modified amino acid transport",24,2,0.19,178,0.0158,0.01578,"Slc38a2,Slc6a8"
"79","GO:0035384","thioester biosynthetic process",24,2,0.19,179,0.0158,0.01578,"Acsl4,Snca"
"80","GO:1903206","negative regulation of hydrogen peroxide-induced cell death",24,2,0.19,180,0.0158,0.01578,"Gpr37,Nr4a3"
"81","GO:0071616","acyl-CoA biosynthetic process",24,2,0.19,181,0.0158,0.01578,"Acsl4,Snca"
"82","GO:1901032","negative regulation of response to reactive oxygen species",24,2,0.19,182,0.0158,0.01578,"Gpr37,Nr4a3"
"83","GO:0010469","regulation of signaling receptor activity",120,4,0.96,183,0.016,0.01602,"Aplp2,Cacng7,Grin2a,Slc6a9"
"84","GO:0006638","neutral lipid metabolic process",120,4,0.96,184,0.016,0.01602,"Acsl4,Cat,Nr1h2,Snca"
"85","GO:0034613","cellular protein localization",1695,22,13.63,185,0.0161,0.01606,"Angpt1,Cacng7,Cntnap1,Cry2,Epha3,Gpm6b,Grin2a,Ipo11,Irs1,Itga4,Ngfr,Parp1,Pid1,Rab18,Sec61a1,Slc5a3,Stxbp6,Tpp1,Uhmk1,Usp6nl,Zdhhc4,Zdhhc9"
"86","GO:0019217","regulation of fatty acid metabolic process",85,5,0.68,5,0.0161,0.00061,"Acsl4,Irs1,Nr1h2,Nr4a3,Snca"
"87","GO:0014823","response to activity",25,2,0.2,192,0.0171,0.01706,"Cry2,Fndc5"
"88","GO:0016049","cell growth",488,9,3.92,196,0.0171,0.01707,"Acsl4,Cacng7,Cth,Itga4,Sec61a1,Sema7a,Socs2,Tnn,Zmat3"
"89","GO:0070727","cellular macromolecule localization",1705,22,13.71,197,0.0171,0.01709,"Angpt1,Cacng7,Cntnap1,Cry2,Epha3,Gpm6b,Grin2a,Ipo11,Irs1,Itga4,Ngfr,Parp1,Pid1,Rab18,Sec61a1,Slc5a3,Stxbp6,Tpp1,Uhmk1,Usp6nl,Zdhhc4,Zdhhc9"
"90","GO:1901216","positive regulation of neuron death",123,4,0.99,199,0.0174,0.01739,"Casp9,Ngfr,Parp1,Snca"
"91","GO:0006919","activation of cysteine-type endopeptidase activity involved in apoptotic process",68,3,0.55,200,0.0174,0.01742,"Casp9,Ngfr,Snca"
"92","GO:0048168","regulation of neuronal synaptic plasticity",68,3,0.55,201,0.0174,0.01742,"Grin2a,Ncdn,Snca"
"93","GO:0048812","neuron projection morphogenesis",660,11,5.31,202,0.0174,0.01743,"Bhlhe22,Cacng7,Cntnap1,Epha3,Itga4,Ngfr,Nr4a3,Sema7a,Slc25a46,Srgap2,Tnn"
"94","GO:0003333","amino acid transmembrane transport",69,3,0.55,203,0.0181,0.0181,"Slc25a15,Slc38a2,Slc6a9"
"95","GO:0061564","axon development",493,9,3.96,205,0.0181,0.01811,"Bhlhe22,Epha3,Itga4,Ngfr,Nr4a3,Nrep,Sema7a,Slc25a46,Tnn"
"96","GO:0035025","positive regulation of Rho protein signal transduction",26,2,0.21,206,0.0184,0.01838,"Arrb1,Ngfr"
"97","GO:0010942","positive regulation of cell death",667,11,5.36,207,0.0187,0.0187,"Arrb1,Casp9,Cdk19,Grin2a,Itga4,Ngfr,Nr4a3,Parp1,Pik3cb,Snca,Zmat3"
"98","GO:0007422","peripheral nervous system development",70,3,0.56,210,0.0188,0.01881,"Cntnap1,Slc25a46,Slc5a3"
"99","GO:0000302","response to reactive oxygen species",191,5,1.54,212,0.0191,0.0191,"Adam9,Cat,Gpr37,Nr4a3,Parp1"
"100","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process",191,5,1.54,213,0.0191,0.0191,"Arrb1,Casp9,Dhcr24,Ngfr,Snca"
"101","GO:0031623","receptor internalization",127,4,1.02,216,0.0193,0.01932,"Angpt1,Arrb1,Cacng7,Snca"
"102","GO:2000310","regulation of NMDA receptor activity",27,2,0.22,218,0.0198,0.01975,"Grin2a,Slc6a9"
"103","GO:0120039","plasma membrane bounded cell projection morphogenesis",674,11,5.42,219,0.02,0.02003,"Bhlhe22,Cacng7,Cntnap1,Epha3,Itga4,Ngfr,Nr4a3,Sema7a,Slc25a46,Srgap2,Tnn"
"104","GO:0002718","regulation of cytokine production involved in immune response",72,3,0.58,222,0.0203,0.02026,"Angpt1,Nr4a3,Sema7a"
"105","GO:0002793","positive regulation of peptide secretion",194,5,1.56,224,0.0203,0.02028,"Acsl4,Adam9,Arrb1,Irs1,Nr1h2"
"106","GO:2001056","positive regulation of cysteine-type endopeptidase activity",129,4,1.04,225,0.0203,0.02033,"Arrb1,Casp9,Ngfr,Snca"
"107","GO:0048583","regulation of response to stimulus",3384,42,27.21,10,0.0204,0.00156,"Adam9,Angpt1,Aplp2,Arrb1,Atxn3,Bmt2,Cacng7,Casp9,Cat,Ccbe1,Cdk19,Cry2,Cth,Fndc4,Gpr37,Grin2a,Igsf9b,Irs1,Jcad,Kctd12,Kmt5a,Map3k1,Ngfr,Nr1h2,Nr4a3,Nrep,Parp1,Pde4a,Pid1,Prkcb,Raf1,Rragd,Rspo2,Sema7a,Slc38a2,Slc6a9,Snca,Socs2,Spata2,Sppl2b,Tnmd,Tnn"
"108","GO:0021675","nerve development",73,3,0.59,229,0.021,0.021,"Itga4,Ngfr,Slc25a46"
"109","GO:0048858","cell projection morphogenesis",679,11,5.46,230,0.021,0.02102,"Bhlhe22,Cacng7,Cntnap1,Epha3,Itga4,Ngfr,Nr4a3,Sema7a,Slc25a46,Srgap2,Tnn"
"110","GO:1903579","negative regulation of ATP metabolic process",28,2,0.23,231,0.0212,0.02116,"Parp1,Pid1"
"111","GO:0010035","response to inorganic substance",424,8,3.41,233,0.0213,0.02126,"Adam9,Cat,Gpr37,Grin2a,Nr4a3,Parp1,Slc38a2,Snca"
"112","GO:0035725","sodium ion transmembrane transport",131,4,1.05,234,0.0214,0.02137,"Scn2b,Scn7a,Slc6a8,Slc6a9"
"113","GO:0001508","action potential",131,4,1.05,235,0.0214,0.02137,"Cntnap1,Grin2a,Scn2b,Scn7a"
"114","GO:1903201","regulation of oxidative stress-induced cell death",74,3,0.6,237,0.0218,0.02176,"Gpr37,Nr4a3,Parp1"
"115","GO:0009411","response to UV",133,4,1.07,238,0.0225,0.02245,"Casp9,Cat,Hus1,Parp1"
"116","GO:1901983","regulation of protein acetylation",75,3,0.6,239,0.0225,0.02254,"Arrb1,Piwil2,Snca"
"117","GO:0006066","alcohol metabolic process",275,6,2.21,242,0.0238,0.02377,"Aplp2,Cat,Dhcr24,Hsd17b7,Slc5a3,Snca"
"118","GO:0043065","positive regulation of apoptotic process",604,10,4.86,243,0.0239,0.02391,"Arrb1,Casp9,Cdk19,Grin2a,Itga4,Ngfr,Nr4a3,Pik3cb,Snca,Zmat3"
"119","GO:0086010","membrane depolarization during action potential",30,2,0.24,244,0.0241,0.0241,"Scn2b,Scn7a"
"120","GO:0061082","myeloid leukocyte cytokine production",30,2,0.24,245,0.0241,0.0241,"Nr4a3,Sema7a"
"121","GO:1902533","positive regulation of intracellular signal transduction",877,13,7.05,248,0.0242,0.02421,"Adam9,Angpt1,Arrb1,Cat,Cth,Gpr37,Jcad,Map3k1,Ngfr,Prkcb,Raf1,Rragd,Sema7a"
"122","GO:0034504","protein localization to nucleus",278,6,2.24,249,0.0249,0.0249,"Angpt1,Cry2,Ipo11,Irs1,Ngfr,Parp1"
"123","GO:0051881","regulation of mitochondrial membrane potential",78,3,0.63,251,0.025,0.02496,"Ngfr,Parp1,Pid1"
"124","GO:0043068","positive regulation of programmed cell death",609,10,4.9,252,0.0251,0.02513,"Arrb1,Casp9,Cdk19,Grin2a,Itga4,Ngfr,Nr4a3,Pik3cb,Snca,Zmat3"
"125","GO:0016573","histone acetylation",138,4,1.11,253,0.0253,0.02529,"Arrb1,Naa60,Piwil2,Snca"
"126","GO:0035637","multicellular organismal signaling",138,4,1.11,254,0.0253,0.02529,"Cacng7,Cntnap1,Scn2b,Scn7a"
"127","GO:0045333","cellular respiration",138,4,1.11,255,0.0253,0.02529,"Cat,Lyrm7,Nr4a3,Snca"
"128","GO:2000108","positive regulation of leukocyte apoptotic process",31,2,0.25,256,0.0256,0.02563,"Nr4a3,Pik3cb"
"129","GO:0002092","positive regulation of receptor internalization",31,2,0.25,257,0.0256,0.02563,"Angpt1,Arrb1"
"130","GO:0071398","cellular response to fatty acid",31,2,0.25,258,0.0256,0.02563,"Irs1,Pid1"
"131","GO:0032292","peripheral nervous system axon ensheathment",31,2,0.25,259,0.0256,0.02563,"Cntnap1,Slc25a46"
"132","GO:0035066","positive regulation of histone acetylation",31,2,0.25,260,0.0256,0.02563,"Arrb1,Piwil2"
"133","GO:0022011","myelination in peripheral nervous system",31,2,0.25,261,0.0256,0.02563,"Cntnap1,Slc25a46"
"134","GO:0030431","sleep",31,2,0.25,262,0.0256,0.02563,"Btbd9,Grin2a"
"135","GO:0031646","positive regulation of nervous system process",79,3,0.64,263,0.0258,0.0258,"Grin2a,Igsf9b,Ngfr"
"136","GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process",79,3,0.64,264,0.0258,0.0258,"Arrb1,Dhcr24,Snca"
"137","GO:0044093","positive regulation of molecular function",1374,18,11.05,265,0.0266,0.02664,"Adam9,Angpt1,Arrb1,Casp9,Cat,Cth,Epha3,Irs1,Map3k1,Ngfr,Nr1h2,Parp1,Prkcb,Raf1,Slc5a3,Snca,Srgap2,Usp6nl"
"138","GO:0010634","positive regulation of epithelial cell migration",141,4,1.13,267,0.0271,0.02709,"Adam9,Angpt1,Ccbe1,Jcad"
"139","GO:1903205","regulation of hydrogen peroxide-induced cell death",32,2,0.26,268,0.0272,0.02719,"Gpr37,Nr4a3"
"140","GO:0070536","protein K63-linked deubiquitination",32,2,0.26,269,0.0272,0.02719,"Atxn3,Spata2"
"141","GO:0031338","regulation of vesicle fusion",32,2,0.26,270,0.0272,0.02719,"Snca,Stxbp6"
"142","GO:0000186","activation of MAPKK activity",32,2,0.26,271,0.0272,0.02719,"Adam9,Raf1"
"143","GO:0099560","synaptic membrane adhesion",32,2,0.26,272,0.0272,0.02719,"Epha3,Igsf9b"
"144","GO:0015804","neutral amino acid transport",32,2,0.26,273,0.0272,0.02719,"Slc38a2,Slc6a9"
"145","GO:0048384","retinoic acid receptor signaling pathway",32,2,0.26,274,0.0272,0.02719,"Esrrg,Nr1h2"
"146","GO:0042552","myelination",143,4,1.15,279,0.0283,0.02833,"Cntnap1,Fig4,Ngfr,Slc25a46"
"147","GO:0010563","negative regulation of phosphorus metabolic process",534,9,4.29,281,0.0285,0.02849,"Angpt1,Arrb1,Cry2,Dbndd2,Mllt1,Parp1,Pcdh11x,Pid1,Snca"
"148","GO:0045936","negative regulation of phosphate metabolic process",534,9,4.29,282,0.0285,0.02849,"Angpt1,Arrb1,Cry2,Dbndd2,Mllt1,Parp1,Pcdh11x,Pid1,Snca"
"149","GO:0040007","growth",993,14,7.99,284,0.0286,0.02863,"Acsl4,Cacng7,Cth,Itga4,Parp1,Ppib,Prkcb,Ptgfrn,Rspo2,Sec61a1,Sema7a,Socs2,Tnn,Zmat3"
"150","GO:1903203","regulation of oxidative stress-induced neuron death",33,2,0.27,286,0.0288,0.0288,"Nr4a3,Parp1"
"151","GO:0018345","protein palmitoylation",33,2,0.27,287,0.0288,0.0288,"Zdhhc4,Zdhhc9"
"152","GO:2000116","regulation of cysteine-type endopeptidase activity",213,5,1.71,288,0.0289,0.02887,"Arrb1,Casp9,Dhcr24,Ngfr,Snca"
"153","GO:0018393","internal peptidyl-lysine acetylation",144,4,1.16,289,0.029,0.02897,"Arrb1,Naa60,Piwil2,Snca"
"154","GO:0006475","internal protein amino acid acetylation",144,4,1.16,290,0.029,0.02897,"Arrb1,Naa60,Piwil2,Snca"
"155","GO:0007272","ensheathment of neurons",145,4,1.17,292,0.0296,0.02961,"Cntnap1,Fig4,Ngfr,Slc25a46"
"156","GO:0008366","axon ensheathment",145,4,1.17,293,0.0296,0.02961,"Cntnap1,Fig4,Ngfr,Slc25a46"
"157","GO:0007409","axonogenesis",453,8,3.64,295,0.03,0.02996,"Bhlhe22,Epha3,Itga4,Ngfr,Nr4a3,Sema7a,Slc25a46,Tnn"
"158","GO:0019226","transmission of nerve impulse",84,3,0.68,296,0.0302,0.0302,"Cacng7,Cntnap1,Scn7a"
"159","GO:2000117","negative regulation of cysteine-type endopeptidase activity",84,3,0.68,297,0.0302,0.0302,"Arrb1,Dhcr24,Snca"
"160","GO:0010950","positive regulation of endopeptidase activity",146,4,1.17,298,0.0303,0.03026,"Arrb1,Casp9,Ngfr,Snca"
"161","GO:0034030","ribonucleoside bisphosphate biosynthetic process",34,2,0.27,300,0.0304,0.03044,"Acsl4,Snca"
"162","GO:0034033","purine nucleoside bisphosphate biosynthetic process",34,2,0.27,301,0.0304,0.03044,"Acsl4,Snca"
"163","GO:0033866","nucleoside bisphosphate biosynthetic process",34,2,0.27,302,0.0304,0.03044,"Acsl4,Snca"
"164","GO:0014044","Schwann cell development",34,2,0.27,303,0.0304,0.03044,"Cntnap1,Slc25a46"
"165","GO:2000758","positive regulation of peptidyl-lysine acetylation",34,2,0.27,304,0.0304,0.03044,"Arrb1,Piwil2"
"166","GO:0036475","neuron death in response to oxidative stress",34,2,0.27,305,0.0304,0.03044,"Nr4a3,Parp1"
"167","GO:0015031","protein transport",1600,20,12.87,307,0.0307,0.03073,"Acsl4,Adam9,Angpt1,Arrb1,Cacng7,Cry2,Gpm6b,Ipo11,Irs1,Ngfr,Nr1h2,Praf2,Rab18,Raf1,Sec61a1,Uhmk1,Usp6nl,Zdhhc4,Zdhhc9,Zmat3"
"168","GO:0048015","phosphatidylinositol-mediated signaling",147,4,1.18,309,0.0309,0.03092,"Angpt1,Cat,Irs1,Pik3cb"
"169","GO:0045859","regulation of protein kinase activity",631,10,5.07,310,0.031,0.03104,"Adam9,Angpt1,Aplp2,Arrb1,Cnppd1,Dbndd2,Map3k1,Mllt1,Raf1,Snca"
"170","GO:0072657","protein localization to membrane",545,9,4.38,311,0.0319,0.03187,"Cacng7,Epha3,Grin2a,Itga4,Pid1,Sec61a1,Slc5a3,Zdhhc4,Zdhhc9"
"171","GO:0033238","regulation of cellular amine metabolic process",35,2,0.28,314,0.0321,0.03212,"Gpr37,Snca"
"172","GO:0051968","positive regulation of synaptic transmission, glutamatergic",35,2,0.28,315,0.0321,0.03212,"Cacng7,Ngfr"
"173","GO:0071705","nitrogen compound transport",1948,27,15.66,34,0.0322,0.00309,"Acsl4,Adam9,Angpt1,Arrb1,Cacng7,Cry2,Gpm6b,Ipo11,Irs1,Ngfr,Nr1h2,Praf2,Prkcb,Rab18,Raf1,Sec61a1,Slc25a15,Slc38a2,Slc44a2,Slc6a8,Slc6a9,Snca,Uhmk1,Usp6nl,Zdhhc4,Zdhhc9,Zmat3"
"174","GO:0032147","activation of protein kinase activity",220,5,1.77,318,0.0325,0.03253,"Adam9,Angpt1,Arrb1,Map3k1,Raf1"
"175","GO:0007626","locomotory behavior",238,7,1.91,35,0.0329,0.00313,"Aplp2,Btbd9,Fig4,Gpr37,Grin2a,Slc25a46,Snca"
"176","GO:0048017","inositol lipid-mediated signaling",150,4,1.21,320,0.0329,0.03295,"Angpt1,Cat,Irs1,Pik3cb"
"177","GO:0060079","excitatory postsynaptic potential",87,3,0.7,322,0.033,0.03303,"Grin2a,Ngfr,Snca"
"178","GO:0015980","energy derivation by oxidation of organic compounds",221,5,1.78,323,0.0331,0.03308,"Cat,Irs1,Lyrm7,Nr4a3,Snca"
