"","GO.ID","Term","Annotated","Significant","Expected","Rank in p.value_classic","p.value_elim","p.value_classic","genes"
"22","GO:0038024","cargo receptor activity",67,1,0.05,24,0.0495,0.0495,"Cd5l"
"23","GO:0005518","collagen binding",67,1,0.05,25,0.0495,0.0495,"Ctss"
"24","GO:0097110","scaffold protein binding",69,1,0.05,26,0.051,0.051,"Trem2"
"25","GO:0008233","peptidase activity",494,2,0.37,27,0.052,0.052,"Cd5l,Ctss"
"26","GO:0004197","cysteine-type endopeptidase activity",75,1,0.06,28,0.0553,0.0553,"Ctss"
"27","GO:0048306","calcium-dependent protein binding",77,1,0.06,29,0.0567,0.0567,"Anxa1"
"28","GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds",78,1,0.06,30,0.0575,0.0575,"Lyz2"
"29","GO:0005509","calcium ion binding",541,2,0.41,31,0.0611,0.0611,"Anxa1,Tgm2"
"30","GO:0003727","single-stranded RNA binding",84,1,0.06,32,0.0618,0.0618,"Anxa1"
"31","GO:0016787","hydrolase activity",2106,4,1.59,33,0.0637,0.0637,"Anxa1,Cd5l,Ctss,Lyz2"
"32","GO:0008094","DNA-dependent ATPase activity",89,1,0.07,34,0.0653,0.0653,"Anxa1"
"33","GO:1990782","protein tyrosine kinase binding",98,1,0.07,35,0.0717,0.0717,"Trem2"
"34","GO:0004252","serine-type endopeptidase activity",102,1,0.08,36,0.0745,0.0745,"Cd5l"
"35","GO:0003697","single-stranded DNA binding",104,1,0.08,37,0.0759,0.0759,"Anxa1"
"36","GO:0016798","hydrolase activity, acting on glycosyl bonds",112,1,0.08,38,0.0816,0.0816,"Lyz2"
"37","GO:0008236","serine-type peptidase activity",120,1,0.09,39,0.0871,0.0871,"Cd5l"
"38","GO:0017171","serine hydrolase activity",124,1,0.09,40,0.0899,0.0899,"Cd5l"
"39","GO:0008289","lipid binding",677,2,0.51,41,0.0905,0.0905,"Anxa1,Trem2"
"40","GO:0008234","cysteine-type peptidase activity",135,1,0.1,42,0.0975,0.0975,"Ctss"
"41","GO:0004386","helicase activity",144,1,0.11,43,0.1037,0.1037,"Anxa1"
"42","GO:0140097","catalytic activity, acting on DNA",176,1,0.13,44,0.1254,0.1254,"Anxa1"
"43","GO:0005539","glycosaminoglycan binding",185,1,0.14,45,0.1314,0.1314,"Trem2"
"44","GO:0003824","catalytic activity",4925,6,3.73,46,0.1352,0.1352,"Anxa1,Cd5l,Ctss,Lyz2,Tgm2,Vat1"
"45","GO:0016746","transferase activity, transferring acyl groups",228,1,0.17,47,0.1596,0.1596,"Tgm2"
"46","GO:0140096","catalytic activity, acting on a protein",1912,3,1.45,48,0.1683,0.1683,"Cd5l,Ctss,Tgm2"
"47","GO:0097367","carbohydrate derivative binding",1955,3,1.48,49,0.1766,0.1766,"Ctss,Tgm2,Trem2"
"48","GO:0042277","peptide binding",264,1,0.2,50,0.1825,0.1825,"Trem2"
"49","GO:0046872","metal ion binding",3182,4,2.41,52,0.207,0.207,"Anxa1,Tgm2,Tyrobp,Vat1"
"50","GO:0005515","protein binding",8084,8,6.12,53,0.2131,0.2131,"Anxa1,C1qa,C1qb,Ctss,Lyz2,Tgm2,Trem2,Tyrobp"
"51","GO:0005525","GTP binding",317,1,0.24,54,0.2152,0.2152,"Tgm2"
"52","GO:0032550","purine ribonucleoside binding",324,1,0.25,55,0.2195,0.2195,"Tgm2"
"53","GO:0043169","cation binding",3263,4,2.47,56,0.2208,0.2208,"Anxa1,Tgm2,Tyrobp,Vat1"
"54","GO:0032549","ribonucleoside binding",327,1,0.25,57,0.2213,0.2213,"Tgm2"
"55","GO:0001883","purine nucleoside binding",328,1,0.25,58,0.2219,0.2219,"Tgm2"
"56","GO:0033218","amide binding",331,1,0.25,59,0.2237,0.2237,"Trem2"
"57","GO:0001882","nucleoside binding",337,1,0.25,60,0.2273,0.2273,"Tgm2"
"58","GO:0019001","guanyl nucleotide binding",338,1,0.26,61,0.2279,0.2279,"Tgm2"
"59","GO:0032561","guanyl ribonucleotide binding",338,1,0.26,62,0.2279,0.2279,"Tgm2"
"60","GO:0016887","ATPase activity",380,1,0.29,63,0.2526,0.2526,"Anxa1"
"61","GO:0043168","anion binding",2496,3,1.89,65,0.2898,0.2898,"Anxa1,Tgm2,Trem2"
"62","GO:0043167","ion binding",4987,5,3.77,66,0.3153,0.3153,"Anxa1,Tgm2,Trem2,Tyrobp,Vat1"
"63","GO:0005198","structural molecule activity",508,1,0.38,67,0.3235,0.3235,"Mybpc1"
"64","GO:0004888","transmembrane signaling receptor activity",616,1,0.47,68,0.3785,0.3785,"Trem2"
"65","GO:0008270","zinc ion binding",618,1,0.47,69,0.3794,0.3794,"Vat1"
"66","GO:0016491","oxidoreductase activity",629,1,0.48,70,0.3848,0.3848,"Vat1"
"67","GO:0017111","nucleoside-triphosphatase activity",690,1,0.52,71,0.4137,0.4137,"Anxa1"
"68","GO:0019901","protein kinase binding",704,1,0.53,72,0.4202,0.4202,"Trem2"
"69","GO:0016462","pyrophosphatase activity",740,1,0.56,73,0.4365,0.4365,"Anxa1"
"70","GO:0016817","hydrolase activity, acting on acid anhydrides",743,1,0.56,74,0.4378,0.4378,"Anxa1"
"71","GO:0016818","hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",743,1,0.56,75,0.4378,0.4378,"Anxa1"
"72","GO:0019904","protein domain specific binding",756,1,0.57,76,0.4436,0.4436,"Tgm2"
"73","GO:0060089","molecular transducer activity",764,1,0.58,77,0.4471,0.4471,"Trem2"
"74","GO:0038023","signaling receptor activity",764,1,0.58,78,0.4471,0.4471,"Trem2"
"75","GO:0019900","kinase binding",785,1,0.59,79,0.4563,0.4563,"Trem2"
"76","GO:0046914","transition metal ion binding",827,1,0.63,80,0.4742,0.4742,"Vat1"
"77","GO:0022857","transmembrane transporter activity",872,1,0.66,82,0.4928,0.4928,"Ucp2"
"78","GO:0005215","transporter activity",976,1,0.74,83,0.5335,0.5335,"Ucp2"
"79","GO:0003723","RNA binding",1048,1,0.79,85,0.5599,0.5599,"Anxa1"
"80","GO:0044877","protein-containing complex binding",1352,2,1.02,64,0.6222,0.2728,"Ctss,Trem2"
"81","GO:0005102","signaling receptor binding",1362,1,1.03,86,0.6597,0.6597,"Tyrobp"
"82","GO:0005488","binding",11331,9,8.57,84,0.6866,0.5374,"Anxa1,C1qa,C1qb,Ctss,Lyz2,Tgm2,Trem2,Tyrobp,Vat1"
"83","GO:0035639","purine ribonucleoside triphosphate binding",1602,1,1.21,87,0.7215,0.7215,"Tgm2"
"84","GO:0032555","purine ribonucleotide binding",1665,1,1.26,88,0.7359,0.7359,"Tgm2"
"85","GO:0017076","purine nucleotide binding",1677,1,1.27,89,0.7386,0.7386,"Tgm2"
"86","GO:0032553","ribonucleotide binding",1681,1,1.27,90,0.7394,0.7394,"Tgm2"
"87","GO:1901265","nucleoside phosphate binding",1888,1,1.43,91,0.7816,0.7816,"Tgm2"
"88","GO:0000166","nucleotide binding",1888,1,1.43,92,0.7816,0.7816,"Tgm2"
"89","GO:0003677","DNA binding",1987,1,1.5,93,0.7995,0.7995,"Anxa1"
"90","GO:0016740","transferase activity",2009,1,1.52,94,0.8033,0.8033,"Tgm2"
"91","GO:0036094","small molecule binding",2207,1,1.67,95,0.8345,0.8345,"Tgm2"
"92","GO:0019899","enzyme binding",2214,1,1.68,96,0.8355,0.8355,"Trem2"
"93","GO:1901363","heterocyclic compound binding",4695,2,3.55,97,0.9788,0.9105,"Anxa1,Tgm2"
"94","GO:0097159","organic cyclic compound binding",4763,2,3.6,98,0.9802,0.9154,"Anxa1,Tgm2"
"95","GO:0071813","lipoprotein particle binding",25,1,0.02,11,1,0.0188,"Trem2"
"96","GO:0071814","protein-lipid complex binding",25,1,0.02,12,1,0.0188,"Trem2"
"97","GO:0003674","molecular_function",15860,12,12,101,1,1,"Anxa1,C1qa,C1qb,Cd5l,Ctss,Lyz2,Mybpc1,Tgm2,Trem2,Tyrobp,Ucp2,Vat1"
"98","GO:0098772","molecular function regulator",2953,1,2.23,99,1,0.9157,"Anxa1"
"99","GO:0003676","nucleic acid binding",2982,1,2.26,100,1,0.9179,"Anxa1"
"100","GO:0030234","enzyme regulator activity",852,1,0.64,81,1,0.4846,"Anxa1"
"101","GO:0004857","enzyme inhibitor activity",283,1,0.21,51,1,0.1944,"Anxa1"
"102","GO:0000014","single-stranded DNA endodeoxyribonuclease activity",11,0,0.01,102,1,1,""
"103","GO:0000030","mannosyltransferase activity",26,0,0.02,103,1,1,""
"104","GO:0000049","tRNA binding",63,0,0.05,104,1,1,""
"105","GO:0000062","fatty-acyl-CoA binding",23,0,0.02,105,1,1,""
"106","GO:0000146","microfilament motor activity",24,0,0.02,106,1,1,""
"107","GO:0000149","SNARE binding",116,0,0.09,107,1,1,""
"108","GO:0000175","3'-5'-exoribonuclease activity",30,0,0.02,108,1,1,""
"109","GO:0000217","DNA secondary structure binding",34,0,0.03,109,1,1,""
"110","GO:0000287","magnesium ion binding",183,0,0.14,110,1,1,""
"111","GO:0000295","adenine nucleotide transmembrane transporter activity",11,0,0.01,111,1,1,""
"112","GO:0000339","RNA cap binding",15,0,0.01,112,1,1,""
"113","GO:0000340","RNA 7-methylguanosine cap binding",12,0,0.01,113,1,1,""
"114","GO:0000400","four-way junction DNA binding",17,0,0.01,114,1,1,""
"115","GO:0000774","adenyl-nucleotide exchange factor activity",10,0,0.01,115,1,1,""
"116","GO:0000900","translation repressor activity, mRNA regulatory element binding",13,0,0.01,116,1,1,""
"117","GO:0000976","transcription regulatory region sequence-specific DNA binding",1222,0,0.92,117,1,1,""
"118","GO:0000977","RNA polymerase II transcription regulatory region sequence-specific DNA binding",1135,0,0.86,118,1,1,""
"119","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding",915,0,0.69,119,1,1,""
"120","GO:0000979","RNA polymerase II core promoter sequence-specific DNA binding",21,0,0.02,120,1,1,""
"121","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific",1053,0,0.8,121,1,1,""
"122","GO:0000987","cis-regulatory region sequence-specific DNA binding",937,0,0.71,122,1,1,""
"123","GO:0000993","RNA polymerase II complex binding",39,0,0.03,123,1,1,""
"124","GO:0001046","core promoter sequence-specific DNA binding",47,0,0.04,124,1,1,""
"125","GO:0001067","regulatory region nucleic acid binding",1226,0,0.93,125,1,1,""
"126","GO:0001085","RNA polymerase II transcription factor binding",62,0,0.05,126,1,1,""
"127","GO:0001091","RNA polymerase II general transcription initiation factor binding",20,0,0.02,127,1,1,""
"128","GO:0001094","TFIID-class transcription factor complex binding",10,0,0.01,128,1,1,""
"129","GO:0001098","basal transcription machinery binding",59,0,0.04,129,1,1,""
"130","GO:0001099","basal RNA polymerase II transcription machinery binding",59,0,0.04,130,1,1,""
"131","GO:0001102","RNA polymerase II activating transcription factor binding",46,0,0.03,131,1,1,""
"132","GO:0001103","RNA polymerase II repressing transcription factor binding",35,0,0.03,132,1,1,""
"133","GO:0001161","intronic transcription regulatory region sequence-specific DNA binding",17,0,0.01,133,1,1,""
"134","GO:0001162","RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding",13,0,0.01,134,1,1,""
"135","GO:0001216","DNA-binding transcription activator activity",460,0,0.35,135,1,1,""
"136","GO:0001217","DNA-binding transcription repressor activity",309,0,0.23,136,1,1,""
"137","GO:0001221","transcription cofactor binding",55,0,0.04,137,1,1,""
"138","GO:0001222","transcription corepressor binding",18,0,0.01,138,1,1,""
"139","GO:0001223","transcription coactivator binding",28,0,0.02,139,1,1,""
"140","GO:0001224","RNA polymerase II transcription cofactor binding",11,0,0.01,140,1,1,""
"141","GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific",308,0,0.23,141,1,1,""
"142","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific",457,0,0.35,142,1,1,""
"143","GO:0001614","purinergic nucleotide receptor activity",14,0,0.01,143,1,1,""
"144","GO:0001618","virus receptor activity",13,0,0.01,144,1,1,""
"145","GO:0001637","G protein-coupled chemoattractant receptor activity",12,0,0.01,145,1,1,""
"146","GO:0001653","peptide receptor activity",107,0,0.08,146,1,1,""
"147","GO:0001664","G protein-coupled receptor binding",247,0,0.19,147,1,1,""
"148","GO:0001671","ATPase activator activity",24,0,0.02,148,1,1,""
"149","GO:0001784","phosphotyrosine residue binding",44,0,0.03,149,1,1,""
"150","GO:0001786","phosphatidylserine binding",51,0,0.04,150,1,1,""
"151","GO:0001846","opsonin binding",12,0,0.01,151,1,1,""
"152","GO:0001848","complement binding",18,0,0.01,152,1,1,""
"153","GO:0001965","G-protein alpha-subunit binding",36,0,0.03,153,1,1,""
"154","GO:0001972","retinoic acid binding",10,0,0.01,154,1,1,""
"155","GO:0002020","protease binding",129,0,0.1,155,1,1,""
"156","GO:0002039","p53 binding",69,0,0.05,156,1,1,""
"157","GO:0002161","aminoacyl-tRNA editing activity",13,0,0.01,157,1,1,""
"158","GO:0003682","chromatin binding",588,0,0.44,158,1,1,""
"159","GO:0003684","damaged DNA binding",53,0,0.04,159,1,1,""
"160","GO:0003688","DNA replication origin binding",22,0,0.02,160,1,1,""
"161","GO:0003690","double-stranded DNA binding",1358,0,1.03,161,1,1,""
"162","GO:0003700","DNA-binding transcription factor activity",1144,0,0.87,162,1,1,""
"163","GO:0003707","steroid hormone receptor activity",47,0,0.04,163,1,1,""
"164","GO:0003712","transcription coregulator activity",421,0,0.32,164,1,1,""
"165","GO:0003713","transcription coactivator activity",226,0,0.17,165,1,1,""
"166","GO:0003714","transcription corepressor activity",163,0,0.12,166,1,1,""
"167","GO:0003724","RNA helicase activity",30,0,0.02,167,1,1,""
"168","GO:0003725","double-stranded RNA binding",79,0,0.06,168,1,1,""
"169","GO:0003729","mRNA binding",287,0,0.22,169,1,1,""
"170","GO:0003730","mRNA 3'-UTR binding",87,0,0.07,170,1,1,""
"171","GO:0003735","structural constituent of ribosome",152,0,0.12,171,1,1,""
"172","GO:0003743","translation initiation factor activity",46,0,0.03,172,1,1,""
"173","GO:0003746","translation elongation factor activity",17,0,0.01,173,1,1,""
"174","GO:0003755","peptidyl-prolyl cis-trans isomerase activity",33,0,0.02,174,1,1,""
"175","GO:0003756","protein disulfide isomerase activity",14,0,0.01,175,1,1,""
"176","GO:0003774","motor activity",121,0,0.09,176,1,1,""
"177","GO:0003777","microtubule motor activity",68,0,0.05,177,1,1,""
"178","GO:0003779","actin binding",405,0,0.31,178,1,1,""
"179","GO:0003785","actin monomer binding",23,0,0.02,179,1,1,""
"180","GO:0003823","antigen binding",45,0,0.03,180,1,1,""
"181","GO:0003841","1-acylglycerol-3-phosphate O-acyltransferase activity",11,0,0.01,181,1,1,""
"182","GO:0003887","DNA-directed DNA polymerase activity",24,0,0.02,182,1,1,""
"183","GO:0003899","DNA-directed 5'-3' RNA polymerase activity",36,0,0.03,183,1,1,""
"184","GO:0003906","DNA-(apurinic or apyrimidinic site) endonuclease activity",13,0,0.01,184,1,1,""
"185","GO:0003924","GTPase activity",264,0,0.2,185,1,1,""
"186","GO:0003950","NAD+ ADP-ribosyltransferase activity",18,0,0.01,186,1,1,""
"187","GO:0003951","NAD+ kinase activity",12,0,0.01,187,1,1,""
"188","GO:0003953","NAD+ nucleosidase activity",13,0,0.01,188,1,1,""
"189","GO:0003954","NADH dehydrogenase activity",21,0,0.02,189,1,1,""
"190","GO:0003995","acyl-CoA dehydrogenase activity",10,0,0.01,190,1,1,""
"191","GO:0004016","adenylate cyclase activity",12,0,0.01,191,1,1,""
"192","GO:0004017","adenylate kinase activity",11,0,0.01,192,1,1,""
"193","GO:0004029","aldehyde dehydrogenase (NAD+) activity",17,0,0.01,193,1,1,""
"194","GO:0004030","aldehyde dehydrogenase [NAD(P)+] activity",18,0,0.01,194,1,1,""
"195","GO:0004032","alditol:NADP+ 1-oxidoreductase activity",11,0,0.01,195,1,1,""
"196","GO:0004033","aldo-keto reductase (NADP) activity",22,0,0.02,196,1,1,""
"197","GO:0004089","carbonate dehydratase activity",14,0,0.01,197,1,1,""
"198","GO:0004112","cyclic-nucleotide phosphodiesterase activity",25,0,0.02,198,1,1,""
"199","GO:0004114","3',5'-cyclic-nucleotide phosphodiesterase activity",23,0,0.02,199,1,1,""
"200","GO:0004115","3',5'-cyclic-AMP phosphodiesterase activity",12,0,0.01,200,1,1,""
