"","GO.ID","Term","Annotated","Significant","Expected","Rank in p.value_classic","p.value_elim","p.value_classic","genes"
"29","GO:0042423","catecholamine biosynthetic process",25,2,0.05,129,0.00112,0.00112,"Crhr2,Snca"
"30","GO:0015874","norepinephrine transport",25,2,0.05,130,0.00112,0.00112,"Crhr2,Snca"
"31","GO:0019731","antibacterial humoral response",25,2,0.05,131,0.00112,0.00112,"Tac1,Wfdc17"
"32","GO:0010575","positive regulation of vascular endothelial growth factor production",25,2,0.05,132,0.00112,0.00112,"C3ar1,Ptgs2"
"33","GO:0044062","regulation of excretion",28,2,0.06,140,0.00141,0.00141,"Crhr2,Tac1"
"34","GO:1905523","positive regulation of macrophage migration",30,2,0.06,146,0.00162,0.00162,"C3ar1,Trem2"
"35","GO:0032733","positive regulation of interleukin-10 production",31,2,0.06,149,0.00173,0.00173,"Fcer1g,Trem2"
"36","GO:1904646","cellular response to amyloid-beta",34,2,0.07,163,0.00208,0.00208,"Parp1,Trem2"
"37","GO:0050808","synapse organization",466,5,0.93,166,0.00213,0.00213,"C1qa,C1qb,C1qc,Snca,Trem2"
"38","GO:0045765","regulation of angiogenesis",283,4,0.56,171,0.00231,0.00231,"C3ar1,Crhr2,Ptgs2,Tnmd"
"39","GO:0051953","negative regulation of amine transport",36,2,0.07,173,0.00233,0.00233,"Crhr2,Snca"
"40","GO:0002696","positive regulation of leukocyte activation",288,4,0.57,177,0.00246,0.00246,"Cd74,Fcer1g,Tac1,Trem2"
"41","GO:0050727","regulation of inflammatory response",312,9,0.62,2,0.00269,6.7e-09,"Ctss,Fcer1g,Fndc4,Ptgs2,Sema7a,Snca,Spata2,Tac1,Trem2"
"42","GO:1903829","positive regulation of cellular protein localization",308,4,0.61,198,0.00314,0.00314,"Fcer1g,Parp1,Ptgs2,Trem2"
"43","GO:0001961","positive regulation of cytokine-mediated signaling pathway",44,2,0.09,206,0.00346,0.00346,"Cd74,Trem2"
"44","GO:0003254","regulation of membrane depolarization",44,2,0.09,207,0.00346,0.00346,"Parp1,Scn2b"
"45","GO:0043030","regulation of macrophage activation",45,2,0.09,212,0.00362,0.00362,"Snca,Trem2"
"46","GO:2001242","regulation of intrinsic apoptotic signaling pathway",158,3,0.32,217,0.00377,0.00377,"Cd74,Parp1,Ptgs2"
"47","GO:0051930","regulation of sensory perception of pain",48,2,0.1,226,0.00411,0.00411,"Ctss,Tac1"
"48","GO:2000107","negative regulation of leukocyte apoptotic process",50,2,0.1,231,0.00445,0.00445,"Cd74,Fcer1g"
"49","GO:0044060","regulation of endocrine process",50,2,0.1,232,0.00445,0.00445,"Crhr2,Tac1"
"50","GO:0051606","detection of stimulus",175,3,0.35,239,0.00502,0.00502,"Parp1,Tac1,Trem2"
"51","GO:0060986","endocrine hormone secretion",55,2,0.11,243,0.00536,0.00536,"Crhr2,Tac1"
"52","GO:0002495","antigen processing and presentation of peptide antigen via MHC class II",17,4,0.03,5,0.00542,3e-08,"Cd74,Ctss,Fcer1g,Trem2"
"53","GO:0051926","negative regulation of calcium ion transport",57,2,0.11,252,0.00575,0.00575,"Crhr2,Ptgs2"
"54","GO:0002763","positive regulation of myeloid leukocyte differentiation",58,2,0.12,257,0.00594,0.00594,"Cd74,Trem2"
"55","GO:0042742","defense response to bacterium",169,6,0.34,21,0.00613,9e-07,"Fcer1g,Lyz2,Mpeg1,Tac1,Trem2,Wfdc17"
"56","GO:0006911","phagocytosis, engulfment",60,2,0.12,260,0.00635,0.00635,"Fcer1g,Trem2"
"57","GO:0050433","regulation of catecholamine secretion",63,2,0.13,266,0.00698,0.00698,"Crhr2,Snca"
"58","GO:0051048","negative regulation of secretion",201,3,0.4,267,0.00736,0.00736,"Cd74,Crhr2,Snca"
"59","GO:0045453","bone resorption",66,2,0.13,270,0.00764,0.00764,"Ctss,Ncdn"
"60","GO:0050766","positive regulation of phagocytosis",67,2,0.13,273,0.00786,0.00786,"Fcer1g,Trem2"
"61","GO:0048168","regulation of neuronal synaptic plasticity",68,2,0.14,278,0.00809,0.00809,"Ncdn,Snca"
"62","GO:0034097","response to cytokine",725,7,1.45,91,0.00811,0.00047,"Cd74,Fcer1g,Laptm5,Ptgs2,Snca,Spata2,Trem2"
"63","GO:0016064","immunoglobulin mediated immune response",103,5,0.21,24,0.00831,1.7e-06,"C1qa,C1qb,C1qc,Cd74,Fcer1g"
"64","GO:0032642","regulation of chemokine production",69,2,0.14,280,0.00832,0.00832,"Cd74,Trem2"
"65","GO:0002275","myeloid cell activation involved in immune response",71,2,0.14,286,0.00879,0.00879,"Fcer1g,Trem2"
"66","GO:0010833","telomere maintenance via telomere lengthening",72,2,0.14,292,0.00903,0.00903,"Nhp2,Parp1"
"67","GO:0010507","negative regulation of autophagy",72,2,0.14,293,0.00903,0.00903,"Snca,Trem2"
"68","GO:2001259","positive regulation of cation channel activity",73,2,0.15,296,0.00928,0.00928,"Ctss,Trem2"
"69","GO:2000573","positive regulation of DNA biosynthetic process",75,2,0.15,302,0.00977,0.00977,"C3ar1,Crhr2"
"70","GO:0032496","response to lipopolysaccharide",226,3,0.45,307,0.01013,0.01013,"Ptgs2,Snca,Trem2"
"71","GO:1903524","positive regulation of blood circulation",77,2,0.15,308,0.01028,0.01028,"Crhr2,Ptgs2"
"72","GO:0002286","T cell activation involved in immune response",78,2,0.16,311,0.01053,0.01053,"Cd74,Fcer1g"
"73","GO:0019233","sensory perception of pain",132,4,0.26,64,0.01078,0.00013,"Crhr2,Ctss,Ptgs2,Tac1"
"74","GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process",79,2,0.16,313,0.01079,0.01079,"Ptgs2,Snca"
"75","GO:0050805","negative regulation of synaptic transmission",80,2,0.16,316,0.01106,0.01106,"Ptgs2,Snca"
"76","GO:0042592","homeostatic process",1704,12,3.4,52,0.01196,5.9e-05,"C3ar1,Cd74,Crhr2,Ctss,Fcer1g,Ncdn,Nhp2,Parp1,Ptgs2,Scn2b,Snca,Tac1"
"77","GO:2000117","negative regulation of cysteine-type endopeptidase activity",84,2,0.17,326,0.01214,0.01214,"Ptgs2,Snca"
"78","GO:1900182","positive regulation of protein localization to nucleus",84,2,0.17,327,0.01214,0.01214,"Parp1,Ptgs2"
"79","GO:0002237","response to molecule of bacterial origin",244,3,0.49,331,0.01245,0.01245,"Ptgs2,Snca,Trem2"
"80","GO:0022600","digestive system process",86,2,0.17,336,0.01269,0.01269,"Crhr2,Tac1"
"81","GO:0007005","mitochondrion organization",462,4,0.92,343,0.0129,0.0129,"Lyrm7,Parp1,Snca,Trem2"
"82","GO:0007229","integrin-mediated signaling pathway",88,2,0.18,344,0.01326,0.01326,"Fcer1g,Sema7a"
"83","GO:0045921","positive regulation of exocytosis",89,2,0.18,346,0.01355,0.01355,"Fcer1g,Snca"
"84","GO:0055114","oxidation-reduction process",725,5,1.45,347,0.01359,0.01359,"Ado,Hsd17b7,Lyrm7,Ptgs2,Snca"
"85","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway",90,2,0.18,350,0.01384,0.01384,"Cd74,Ptgs2"
"86","GO:1902106","negative regulation of leukocyte differentiation",90,2,0.18,351,0.01384,0.01384,"C1qc,Cd74"
"87","GO:0030316","osteoclast differentiation",93,2,0.19,356,0.01473,0.01473,"Fcer1g,Trem2"
"88","GO:0140029","exocytic process",93,2,0.19,357,0.01473,0.01473,"Fcer1g,Snca"
"89","GO:0033138","positive regulation of peptidyl-serine phosphorylation",95,2,0.19,363,0.01534,0.01534,"Ptgs2,Snca"
"90","GO:0007586","digestion",95,2,0.19,364,0.01534,0.01534,"Crhr2,Tac1"
"91","GO:0007204","positive regulation of cytosolic calcium ion concentration",267,3,0.53,369,0.01584,0.01584,"C3ar1,Snca,Tac1"
"92","GO:0001776","leukocyte homeostasis",99,2,0.2,371,0.01658,0.01658,"Cd74,Fcer1g"
"93","GO:0061081","positive regulation of myeloid leukocyte cytokine production involved in immune response",19,3,0.04,31,0.01672,6.8e-06,"Cd74,Fcer1g,Sema7a"
"94","GO:0006837","serotonin transport",25,3,0.05,39,0.01673,1.6e-05,"Crhr2,Fcer1g,Snca"
"95","GO:2000379","positive regulation of reactive oxygen species metabolic process",101,2,0.2,373,0.01722,0.01722,"Ptgs2,Snca"
"96","GO:0034504","protein localization to nucleus",278,3,0.55,375,0.01763,0.01763,"Ipo11,Parp1,Ptgs2"
"97","GO:0070661","leukocyte proliferation",278,3,0.55,376,0.01763,0.01763,"Cd74,Tac1,Trem2"
"98","GO:0002792","negative regulation of peptide secretion",104,2,0.21,379,0.01819,0.01819,"Cd74,Crhr2"
"99","GO:0048661","positive regulation of smooth muscle cell proliferation",106,2,0.21,383,0.01886,0.01886,"C3ar1,Ptgs2"
"100","GO:0016525","negative regulation of angiogenesis",108,2,0.22,388,0.01953,0.01953,"Crhr2,Tnmd"
"101","GO:0032680","regulation of tumor necrosis factor production",108,2,0.22,389,0.01953,0.01953,"Fcer1g,Trem2"
"102","GO:0070493","thrombin-activated receptor signaling pathway",10,1,0.02,392,0.01978,0.01978,"Snca"
"103","GO:0032275","luteinizing hormone secretion",10,1,0.02,393,0.01978,0.01978,"Crhr2"
"104","GO:0071223","cellular response to lipoteichoic acid",10,1,0.02,394,0.01978,0.01978,"Trem2"
"105","GO:0051610","serotonin uptake",10,1,0.02,395,0.01978,0.01978,"Snca"
"106","GO:1905168","positive regulation of double-strand break repair via homologous recombination",10,1,0.02,396,0.01978,0.01978,"Parp1"
"107","GO:0034551","mitochondrial respiratory chain complex III assembly",10,1,0.02,397,0.01978,0.01978,"Lyrm7"
"108","GO:0002468","dendritic cell antigen processing and presentation",10,1,0.02,398,0.01978,0.01978,"Cd74"
"109","GO:0061517","macrophage proliferation",10,1,0.02,399,0.01978,0.01978,"Trem2"
"110","GO:0033148","positive regulation of intracellular estrogen receptor signaling pathway",10,1,0.02,400,0.01978,0.01978,"Parp1"
"111","GO:0048630","skeletal muscle tissue growth",10,1,0.02,401,0.01978,0.01978,"Crhr2"
"112","GO:0031620","regulation of fever generation",10,1,0.02,402,0.01978,0.01978,"Ptgs2"
"113","GO:0061684","chaperone-mediated autophagy",10,1,0.02,403,0.01978,0.01978,"Snca"
"114","GO:0046598","positive regulation of viral entry into host cell",10,1,0.02,404,0.01978,0.01978,"Cd74"
"115","GO:0001878","response to yeast",10,1,0.02,405,0.01978,0.01978,"Tac1"
"116","GO:2000849","regulation of glucocorticoid secretion",10,1,0.02,406,0.01978,0.01978,"Tac1"
"117","GO:0051934","catecholamine uptake involved in synaptic transmission",10,1,0.02,407,0.01978,0.01978,"Snca"
"118","GO:0031118","rRNA pseudouridine synthesis",10,1,0.02,408,0.01978,0.01978,"Nhp2"
"119","GO:0017062","respiratory chain complex III assembly",10,1,0.02,409,0.01978,0.01978,"Lyrm7"
"120","GO:0090269","fibroblast growth factor production",10,1,0.02,410,0.01978,0.01978,"Ptgs2"
"121","GO:0075294","positive regulation by symbiont of entry into host",10,1,0.02,411,0.01978,0.01978,"Cd74"
"122","GO:0090270","regulation of fibroblast growth factor production",10,1,0.02,412,0.01978,0.01978,"Ptgs2"
"123","GO:0002866","positive regulation of acute inflammatory response to antigenic stimulus",10,1,0.02,413,0.01978,0.01978,"Fcer1g"
"124","GO:0106049","regulation of cellular response to osmotic stress",10,1,0.02,414,0.01978,0.01978,"Ptgs2"
"125","GO:1901724","positive regulation of cell proliferation involved in kidney development",10,1,0.02,415,0.01978,0.01978,"C3ar1"
"126","GO:0070391","response to lipoteichoic acid",10,1,0.02,416,0.01978,0.01978,"Trem2"
"127","GO:0051583","dopamine uptake involved in synaptic transmission",10,1,0.02,417,0.01978,0.01978,"Snca"
"128","GO:0099004","calmodulin dependent kinase signaling pathway",10,1,0.02,418,0.01978,0.01978,"Trem2"
"129","GO:0002821","positive regulation of adaptive immune response",109,2,0.22,420,0.01987,0.01987,"Cd74,Fcer1g"
"130","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production",110,2,0.22,423,0.02021,0.02021,"Fcer1g,Trem2"
"131","GO:2000181","negative regulation of blood vessel morphogenesis",112,2,0.22,427,0.02091,0.02091,"Crhr2,Tnmd"
"132","GO:0032640","tumor necrosis factor production",113,2,0.23,429,0.02126,0.02126,"Fcer1g,Trem2"
"133","GO:0010459","negative regulation of heart rate",11,1,0.02,431,0.02173,0.02173,"Tac1"
"134","GO:0014062","regulation of serotonin secretion",11,1,0.02,432,0.02173,0.02173,"Crhr2"
"135","GO:0072124","regulation of glomerular mesangial cell proliferation",11,1,0.02,433,0.02173,0.02173,"C3ar1"
"136","GO:0060732","positive regulation of inositol phosphate biosynthetic process",11,1,0.02,434,0.02173,0.02173,"Snca"
"137","GO:0070213","protein auto-ADP-ribosylation",11,1,0.02,435,0.02173,0.02173,"Parp1"
"138","GO:1904181","positive regulation of membrane depolarization",11,1,0.02,436,0.02173,0.02173,"Parp1"
"139","GO:0042762","regulation of sulfur metabolic process",11,1,0.02,437,0.02173,0.02173,"Snca"
"140","GO:0035933","glucocorticoid secretion",11,1,0.02,438,0.02173,0.02173,"Tac1"
"141","GO:2000833","positive regulation of steroid hormone secretion",11,1,0.02,439,0.02173,0.02173,"Tac1"
"142","GO:2001171","positive regulation of ATP biosynthetic process",11,1,0.02,440,0.02173,0.02173,"Trem2"
"143","GO:0071706","tumor necrosis factor superfamily cytokine production",115,2,0.23,441,0.02197,0.02197,"Fcer1g,Trem2"
"144","GO:0045807","positive regulation of endocytosis",117,2,0.23,443,0.02268,0.02268,"Snca,Trem2"
"145","GO:0062013","positive regulation of small molecule metabolic process",137,4,0.27,65,0.02309,0.00015,"Cd74,Ptgs2,Snca,Trem2"
"146","GO:0062197","cellular response to chemical stress",309,3,0.62,445,0.02325,0.02325,"Parp1,Ptgs2,Snca"
"147","GO:0046165","alcohol biosynthetic process",119,2,0.24,447,0.02341,0.02341,"Hsd17b7,Snca"
"148","GO:0051480","regulation of cytosolic calcium ion concentration",310,3,0.62,448,0.02344,0.02344,"C3ar1,Snca,Tac1"
"149","GO:0018209","peptidyl-serine modification",310,3,0.62,449,0.02344,0.02344,"Parp1,Ptgs2,Snca"
"150","GO:0048585","negative regulation of response to stimulus",1472,7,2.94,450,0.02357,0.02357,"Cd74,Crhr2,Fndc4,Ptgs2,Sema7a,Snca,Tnmd"
"151","GO:0032222","regulation of synaptic transmission, cholinergic",12,1,0.02,451,0.02368,0.02368,"Tac1"
"152","GO:0030948","negative regulation of vascular endothelial growth factor receptor signaling pathway",12,1,0.02,452,0.02368,0.02368,"Tnmd"
"153","GO:0032026","response to magnesium ion",12,1,0.02,453,0.02368,0.02368,"Snca"
"154","GO:0072110","glomerular mesangial cell proliferation",12,1,0.02,454,0.02368,0.02368,"C3ar1"
"155","GO:0031652","positive regulation of heat generation",12,1,0.02,455,0.02368,0.02368,"Ptgs2"
"156","GO:1903977","positive regulation of glial cell migration",12,1,0.02,456,0.02368,0.02368,"Trem2"
"157","GO:0038094","Fc-gamma receptor signaling pathway",12,1,0.02,457,0.02368,0.02368,"Fcer1g"
"158","GO:0048241","epinephrine transport",12,1,0.02,458,0.02368,0.02368,"Crhr2"
"159","GO:0032490","detection of molecule of bacterial origin",12,1,0.02,459,0.02368,0.02368,"Trem2"
"160","GO:2000343","positive regulation of chemokine (C-X-C motif) ligand 2 production",12,1,0.02,460,0.02368,0.02368,"Cd74"
"161","GO:0002883","regulation of hypersensitivity",12,1,0.02,461,0.02368,0.02368,"Fcer1g"
"162","GO:0010959","regulation of metal ion transport",389,5,0.78,120,0.02382,0.00096,"Crhr2,Ptgs2,Scn2b,Snca,Trem2"
"163","GO:0030808","regulation of nucleotide biosynthetic process",30,3,0.06,44,0.02407,2.8e-05,"Parp1,Snca,Trem2"
"164","GO:1900371","regulation of purine nucleotide biosynthetic process",30,3,0.06,45,0.02407,2.8e-05,"Parp1,Snca,Trem2"
"165","GO:0050671","positive regulation of lymphocyte proliferation",121,2,0.24,463,0.02415,0.02415,"Cd74,Tac1"
"166","GO:0060291","long-term synaptic potentiation",123,2,0.25,470,0.0249,0.0249,"Crhr2,Snca"
"167","GO:0032946","positive regulation of mononuclear cell proliferation",123,2,0.25,471,0.0249,0.0249,"Cd74,Tac1"
"168","GO:1901343","negative regulation of vasculature development",123,2,0.25,472,0.0249,0.0249,"Crhr2,Tnmd"
"169","GO:1903707","negative regulation of hemopoiesis",124,2,0.25,476,0.02527,0.02527,"C1qc,Cd74"
"170","GO:0002573","myeloid leukocyte differentiation",190,4,0.38,100,0.02532,0.00053,"C1qc,Cd74,Fcer1g,Trem2"
"171","GO:0032276","regulation of gonadotropin secretion",13,1,0.03,480,0.02563,0.02563,"Crhr2"
"172","GO:0071280","cellular response to copper ion",13,1,0.03,481,0.02563,0.02563,"Snca"
"173","GO:0007183","SMAD protein complex assembly",13,1,0.03,482,0.02563,0.02563,"Parp1"
"174","GO:0002281","macrophage activation involved in immune response",13,1,0.03,483,0.02563,0.02563,"Trem2"
"175","GO:0002283","neutrophil activation involved in immune response",13,1,0.03,484,0.02563,0.02563,"Fcer1g"
"176","GO:0090193","positive regulation of glomerulus development",13,1,0.03,485,0.02563,0.02563,"C3ar1"
"177","GO:0002903","negative regulation of B cell apoptotic process",13,1,0.03,486,0.02563,0.02563,"Cd74"
"178","GO:1903818","positive regulation of voltage-gated potassium channel activity",13,1,0.03,487,0.02563,0.02563,"Trem2"
"179","GO:0048102","autophagic cell death",13,1,0.03,488,0.02563,0.02563,"Trem2"
"180","GO:0001660","fever generation",13,1,0.03,489,0.02563,0.02563,"Ptgs2"
"181","GO:0032494","response to peptidoglycan",13,1,0.03,490,0.02563,0.02563,"Trem2"
"182","GO:0035815","positive regulation of renal sodium excretion",13,1,0.03,491,0.02563,0.02563,"Tac1"
"183","GO:1902165","regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator",13,1,0.03,492,0.02563,0.02563,"Cd74"
"184","GO:0045060","negative thymic T cell selection",13,1,0.03,493,0.02563,0.02563,"Cd74"
"185","GO:0045059","positive thymic T cell selection",13,1,0.03,494,0.02563,0.02563,"Cd74"
"186","GO:0045760","positive regulation of action potential",13,1,0.03,495,0.02563,0.02563,"Tac1"
"187","GO:0002524","hypersensitivity",13,1,0.03,496,0.02563,0.02563,"Fcer1g"
"188","GO:0042640","anagen",13,1,0.03,497,0.02563,0.02563,"Ptgs2"
"189","GO:0031623","receptor internalization",127,2,0.25,500,0.02642,0.02642,"Fcer1g,Snca"
"190","GO:0033135","regulation of peptidyl-serine phosphorylation",129,2,0.26,504,0.02719,0.02719,"Ptgs2,Snca"
"191","GO:0047484","regulation of response to osmotic stress",14,1,0.03,505,0.02758,0.02758,"Ptgs2"
"192","GO:0060295","regulation of cilium movement involved in cell motility",14,1,0.03,506,0.02758,0.02758,"Tac1"
"193","GO:0010310","regulation of hydrogen peroxide metabolic process",14,1,0.03,507,0.02758,0.02758,"Snca"
"194","GO:0010642","negative regulation of platelet-derived growth factor receptor signaling pathway",14,1,0.03,508,0.02758,0.02758,"Snca"
"195","GO:1902019","regulation of cilium-dependent cell motility",14,1,0.03,509,0.02758,0.02758,"Tac1"
"196","GO:2000252","negative regulation of feeding behavior",14,1,0.03,510,0.02758,0.02758,"Crhr2"
"197","GO:0032769","negative regulation of monooxygenase activity",14,1,0.03,511,0.02758,0.02758,"Snca"
"198","GO:0043383","negative T cell selection",14,1,0.03,512,0.02758,0.02758,"Cd74"
"199","GO:0032700","negative regulation of interleukin-17 production",14,1,0.03,513,0.02758,0.02758,"Parp1"
"200","GO:0023035","CD40 signaling pathway",14,1,0.03,514,0.02758,0.02758,"Trem2"
