"","GO.ID","Term","Annotated","Significant","Expected","Rank in p.value_classic","p.value_elim","p.value_classic","genes"
"64","GO:0000783","nuclear telomere cap complex",11,0,0,64,1,1,""
"65","GO:0000784","nuclear chromosome, telomeric region",70,0,0,65,1,1,""
"66","GO:0000785","chromatin",762,0,0.05,66,1,1,""
"67","GO:0000786","nucleosome",17,0,0,67,1,1,""
"68","GO:0000790","nuclear chromatin",598,0,0.04,68,1,1,""
"69","GO:0000791","euchromatin",41,0,0,69,1,1,""
"70","GO:0000792","heterochromatin",89,0,0.01,70,1,1,""
"71","GO:0000793","condensed chromosome",141,0,0.01,71,1,1,""
"72","GO:0000794","condensed nuclear chromosome",92,0,0.01,72,1,1,""
"73","GO:0000795","synaptonemal complex",36,0,0,73,1,1,""
"74","GO:0000800","lateral element",14,0,0,74,1,1,""
"75","GO:0000803","sex chromosome",34,0,0,75,1,1,""
"76","GO:0000812","Swr1 complex",11,0,0,76,1,1,""
"77","GO:0000813","ESCRT I complex",10,0,0,77,1,1,""
"78","GO:0000815","ESCRT III complex",10,0,0,78,1,1,""
"79","GO:0000922","spindle pole",130,0,0.01,79,1,1,""
"80","GO:0000930","gamma-tubulin complex",20,0,0,80,1,1,""
"81","GO:0000932","P-body",73,0,0,81,1,1,""
"82","GO:0000940","condensed chromosome outer kinetochore",15,0,0,82,1,1,""
"83","GO:0000974","Prp19 complex",13,0,0,83,1,1,""
"84","GO:0001518","voltage-gated sodium channel complex",16,0,0,84,1,1,""
"85","GO:0001527","microfibril",11,0,0,85,1,1,""
"86","GO:0001533","cornified envelope",11,0,0,86,1,1,""
"87","GO:0001650","fibrillar center",122,0,0.01,87,1,1,""
"88","GO:0001669","acrosomal vesicle",93,0,0.01,88,1,1,""
"89","GO:0001673","male germ cell nucleus",16,0,0,89,1,1,""
"90","GO:0001725","stress fiber",78,0,0,90,1,1,""
"91","GO:0001726","ruffle",145,0,0.01,91,1,1,""
"92","GO:0001741","XY body",18,0,0,92,1,1,""
"93","GO:0001750","photoreceptor outer segment",68,0,0,93,1,1,""
"94","GO:0001772","immunological synapse",39,0,0,94,1,1,""
"95","GO:0001891","phagocytic cup",22,0,0,95,1,1,""
"96","GO:0001931","uropod",10,0,0,96,1,1,""
"97","GO:0002080","acrosomal membrane",16,0,0,97,1,1,""
"98","GO:0002102","podosome",27,0,0,98,1,1,""
"99","GO:0002177","manchette",11,0,0,99,1,1,""
"100","GO:0002178","palmitoyltransferase complex",10,0,0,100,1,1,""
"101","GO:0002199","zona pellucida receptor complex",12,0,0,101,1,1,""
"102","GO:0005576","extracellular region",1668,0,0.1,102,1,1,""
"103","GO:0005581","collagen trimer",74,0,0,103,1,1,""
"104","GO:0005583","fibrillar collagen trimer",11,0,0,104,1,1,""
"105","GO:0005604","basement membrane",109,0,0.01,105,1,1,""
"106","GO:0005614","interstitial matrix",16,0,0,106,1,1,""
"107","GO:0005615","extracellular space",1059,0,0.07,107,1,1,""
"108","GO:0005634","nucleus",6335,0,0.39,108,1,1,""
"109","GO:0005635","nuclear envelope",394,0,0.02,109,1,1,""
"110","GO:0005637","nuclear inner membrane",42,0,0,110,1,1,""
"111","GO:0005639","integral component of nuclear inner membrane",14,0,0,111,1,1,""
"112","GO:0005640","nuclear outer membrane",16,0,0,112,1,1,""
"113","GO:0005641","nuclear envelope lumen",11,0,0,113,1,1,""
"114","GO:0005643","nuclear pore",60,0,0,114,1,1,""
"115","GO:0005652","nuclear lamina",13,0,0,115,1,1,""
"116","GO:0005654","nucleoplasm",3117,0,0.19,116,1,1,""
"117","GO:0005657","replication fork",67,0,0,117,1,1,""
"118","GO:0005662","DNA replication factor A complex",13,0,0,118,1,1,""
"119","GO:0005665","RNA polymerase II, core complex",14,0,0,119,1,1,""
"120","GO:0005666","RNA polymerase III complex",18,0,0,120,1,1,""
"121","GO:0005667","transcription regulator complex",416,0,0.03,121,1,1,""
"122","GO:0005669","transcription factor TFIID complex",31,0,0,122,1,1,""
"123","GO:0005671","Ada2/Gcn5/Ada3 transcription activator complex",14,0,0,123,1,1,""
"124","GO:0005675","transcription factor TFIIH holo complex",12,0,0,124,1,1,""
"125","GO:0005680","anaphase-promoting complex",21,0,0,125,1,1,""
"126","GO:0005681","spliceosomal complex",185,0,0.01,126,1,1,""
"127","GO:0005682","U5 snRNP",15,0,0,127,1,1,""
"128","GO:0005684","U2-type spliceosomal complex",88,0,0.01,128,1,1,""
"129","GO:0005685","U1 snRNP",18,0,0,129,1,1,""
"130","GO:0005686","U2 snRNP",19,0,0,130,1,1,""
"131","GO:0005687","U4 snRNP",10,0,0,131,1,1,""
"132","GO:0005689","U12-type spliceosomal complex",26,0,0,132,1,1,""
"133","GO:0005694","chromosome",1209,0,0.07,133,1,1,""
"134","GO:0005697","telomerase holoenzyme complex",18,0,0,134,1,1,""
"135","GO:0005719","nuclear euchromatin",30,0,0,135,1,1,""
"136","GO:0005720","nuclear heterochromatin",40,0,0,136,1,1,""
"137","GO:0005721","pericentric heterochromatin",21,0,0,137,1,1,""
"138","GO:0005730","nucleolus",776,0,0.05,138,1,1,""
"139","GO:0005732","small nucleolar ribonucleoprotein complex",24,0,0,139,1,1,""
"140","GO:0005736","RNA polymerase I complex",13,0,0,140,1,1,""
"141","GO:0005739","mitochondrion",1678,0,0.1,141,1,1,""
"142","GO:0005740","mitochondrial envelope",610,0,0.04,142,1,1,""
"143","GO:0005741","mitochondrial outer membrane",158,0,0.01,143,1,1,""
"144","GO:0005743","mitochondrial inner membrane",394,0,0.02,144,1,1,""
"145","GO:0005744","TIM23 mitochondrial import inner membrane translocase complex",11,0,0,145,1,1,""
"146","GO:0005746","mitochondrial respirasome",68,0,0,146,1,1,""
"147","GO:0005747","mitochondrial respiratory chain complex I",42,0,0,147,1,1,""
"148","GO:0005751","mitochondrial respiratory chain complex IV",11,0,0,148,1,1,""
"149","GO:0005753","mitochondrial proton-transporting ATP synthase complex",15,0,0,149,1,1,""
"150","GO:0005758","mitochondrial intermembrane space",77,0,0,150,1,1,""
"151","GO:0005759","mitochondrial matrix",258,0,0.02,151,1,1,""
"152","GO:0005761","mitochondrial ribosome",91,0,0.01,152,1,1,""
"153","GO:0005762","mitochondrial large ribosomal subunit",59,0,0,153,1,1,""
"154","GO:0005763","mitochondrial small ribosomal subunit",30,0,0,154,1,1,""
"155","GO:0005764","lysosome",406,0,0.03,155,1,1,""
"156","GO:0005765","lysosomal membrane",121,0,0.01,156,1,1,""
"157","GO:0005766","primary lysosome",12,0,0,157,1,1,""
"158","GO:0005767","secondary lysosome",15,0,0,158,1,1,""
"159","GO:0005768","endosome",842,0,0.05,159,1,1,""
"160","GO:0005769","early endosome",274,0,0.02,160,1,1,""
"161","GO:0005770","late endosome",205,0,0.01,161,1,1,""
"162","GO:0005771","multivesicular body",46,0,0,162,1,1,""
"163","GO:0005773","vacuole",488,0,0.03,163,1,1,""
"164","GO:0005774","vacuolar membrane",170,0,0.01,164,1,1,""
"165","GO:0005775","vacuolar lumen",11,0,0,165,1,1,""
"166","GO:0005776","autophagosome",69,0,0,166,1,1,""
"167","GO:0005777","peroxisome",130,0,0.01,167,1,1,""
"168","GO:0005778","peroxisomal membrane",43,0,0,168,1,1,""
"169","GO:0005779","integral component of peroxisomal membrane",16,0,0,169,1,1,""
"170","GO:0005782","peroxisomal matrix",22,0,0,170,1,1,""
"171","GO:0005783","endoplasmic reticulum",1465,0,0.09,171,1,1,""
"172","GO:0005788","endoplasmic reticulum lumen",82,0,0.01,172,1,1,""
"173","GO:0005789","endoplasmic reticulum membrane",515,0,0.03,173,1,1,""
"174","GO:0005790","smooth endoplasmic reticulum",35,0,0,174,1,1,""
"175","GO:0005791","rough endoplasmic reticulum",85,0,0.01,175,1,1,""
"176","GO:0005793","endoplasmic reticulum-Golgi intermediate compartment",67,0,0,176,1,1,""
"177","GO:0005794","Golgi apparatus",1353,0,0.08,177,1,1,""
"178","GO:0005795","Golgi stack",83,0,0.01,178,1,1,""
"179","GO:0005796","Golgi lumen",19,0,0,179,1,1,""
"180","GO:0005797","Golgi medial cisterna",23,0,0,180,1,1,""
"181","GO:0005798","Golgi-associated vesicle",132,0,0.01,181,1,1,""
"182","GO:0005801","cis-Golgi network",49,0,0,182,1,1,""
"183","GO:0005802","trans-Golgi network",215,0,0.01,183,1,1,""
"184","GO:0005811","lipid droplet",81,0,0.01,184,1,1,""
"185","GO:0005818","aster",12,0,0,185,1,1,""
"186","GO:0005819","spindle",285,0,0.02,186,1,1,""
"187","GO:0005832","chaperonin-containing T-complex",10,0,0,187,1,1,""
"188","GO:0005834","heterotrimeric G-protein complex",31,0,0,188,1,1,""
"189","GO:0005838","proteasome regulatory particle",23,0,0,189,1,1,""
"190","GO:0005839","proteasome core complex",18,0,0,190,1,1,""
"191","GO:0005840","ribosome",221,0,0.01,191,1,1,""
"192","GO:0005844","polysome",70,0,0,192,1,1,""
"193","GO:0005845","mRNA cap binding complex",10,0,0,193,1,1,""
"194","GO:0005847","mRNA cleavage and polyadenylation specificity factor complex",18,0,0,194,1,1,""
"195","GO:0005849","mRNA cleavage factor complex",22,0,0,195,1,1,""
"196","GO:0005852","eukaryotic translation initiation factor 3 complex",16,0,0,196,1,1,""
"197","GO:0005858","axonemal dynein complex",22,0,0,197,1,1,""
"198","GO:0005865","striated muscle thin filament",22,0,0,198,1,1,""
"199","GO:0005868","cytoplasmic dynein complex",24,0,0,199,1,1,""
"200","GO:0005869","dynactin complex",12,0,0,200,1,1,""
