"","GO.ID","Term","Annotated","Significant","Expected","Rank in p.value_classic","p.value_elim","p.value_classic","genes"
"140","GO:0000781","chromosome, telomeric region",101,0,0.12,140,1,1,""
"141","GO:0000782","telomere cap complex",11,0,0.01,141,1,1,""
"142","GO:0000783","nuclear telomere cap complex",11,0,0.01,142,1,1,""
"143","GO:0000784","nuclear chromosome, telomeric region",70,0,0.09,143,1,1,""
"144","GO:0000786","nucleosome",17,0,0.02,144,1,1,""
"145","GO:0000790","nuclear chromatin",598,0,0.74,145,1,1,""
"146","GO:0000791","euchromatin",41,0,0.05,146,1,1,""
"147","GO:0000792","heterochromatin",89,0,0.11,147,1,1,""
"148","GO:0000793","condensed chromosome",141,0,0.17,148,1,1,""
"149","GO:0000794","condensed nuclear chromosome",92,0,0.11,149,1,1,""
"150","GO:0000795","synaptonemal complex",36,0,0.04,150,1,1,""
"151","GO:0000800","lateral element",14,0,0.02,151,1,1,""
"152","GO:0000803","sex chromosome",34,0,0.04,152,1,1,""
"153","GO:0000812","Swr1 complex",11,0,0.01,153,1,1,""
"154","GO:0000813","ESCRT I complex",10,0,0.01,154,1,1,""
"155","GO:0000815","ESCRT III complex",10,0,0.01,155,1,1,""
"156","GO:0000922","spindle pole",130,0,0.16,156,1,1,""
"157","GO:0000930","gamma-tubulin complex",20,0,0.02,157,1,1,""
"158","GO:0000932","P-body",73,0,0.09,158,1,1,""
"159","GO:0000940","condensed chromosome outer kinetochore",15,0,0.02,159,1,1,""
"160","GO:0000974","Prp19 complex",13,0,0.02,160,1,1,""
"161","GO:0001518","voltage-gated sodium channel complex",16,0,0.02,161,1,1,""
"162","GO:0001527","microfibril",11,0,0.01,162,1,1,""
"163","GO:0001533","cornified envelope",11,0,0.01,163,1,1,""
"164","GO:0001650","fibrillar center",122,0,0.15,164,1,1,""
"165","GO:0001669","acrosomal vesicle",93,0,0.12,165,1,1,""
"166","GO:0001673","male germ cell nucleus",16,0,0.02,166,1,1,""
"167","GO:0001726","ruffle",145,0,0.18,167,1,1,""
"168","GO:0001741","XY body",18,0,0.02,168,1,1,""
"169","GO:0001750","photoreceptor outer segment",68,0,0.08,169,1,1,""
"170","GO:0001772","immunological synapse",39,0,0.05,170,1,1,""
"171","GO:0001891","phagocytic cup",22,0,0.03,171,1,1,""
"172","GO:0001917","photoreceptor inner segment",55,0,0.07,172,1,1,""
"173","GO:0001931","uropod",10,0,0.01,173,1,1,""
"174","GO:0002080","acrosomal membrane",16,0,0.02,174,1,1,""
"175","GO:0002102","podosome",27,0,0.03,175,1,1,""
"176","GO:0002177","manchette",11,0,0.01,176,1,1,""
"177","GO:0002178","palmitoyltransferase complex",10,0,0.01,177,1,1,""
"178","GO:0002199","zona pellucida receptor complex",12,0,0.01,178,1,1,""
"179","GO:0005581","collagen trimer",74,0,0.09,179,1,1,""
"180","GO:0005583","fibrillar collagen trimer",11,0,0.01,180,1,1,""
"181","GO:0005635","nuclear envelope",394,0,0.49,181,1,1,""
"182","GO:0005637","nuclear inner membrane",42,0,0.05,182,1,1,""
"183","GO:0005639","integral component of nuclear inner membrane",14,0,0.02,183,1,1,""
"184","GO:0005640","nuclear outer membrane",16,0,0.02,184,1,1,""
"185","GO:0005641","nuclear envelope lumen",11,0,0.01,185,1,1,""
"186","GO:0005643","nuclear pore",60,0,0.07,186,1,1,""
"187","GO:0005652","nuclear lamina",13,0,0.02,187,1,1,""
"188","GO:0005657","replication fork",67,0,0.08,188,1,1,""
"189","GO:0005662","DNA replication factor A complex",13,0,0.02,189,1,1,""
"190","GO:0005665","RNA polymerase II, core complex",14,0,0.02,190,1,1,""
"191","GO:0005666","RNA polymerase III complex",18,0,0.02,191,1,1,""
"192","GO:0005669","transcription factor TFIID complex",31,0,0.04,192,1,1,""
"193","GO:0005671","Ada2/Gcn5/Ada3 transcription activator complex",14,0,0.02,193,1,1,""
"194","GO:0005675","transcription factor TFIIH holo complex",12,0,0.01,194,1,1,""
"195","GO:0005680","anaphase-promoting complex",21,0,0.03,195,1,1,""
"196","GO:0005681","spliceosomal complex",185,0,0.23,196,1,1,""
"197","GO:0005682","U5 snRNP",15,0,0.02,197,1,1,""
"198","GO:0005684","U2-type spliceosomal complex",88,0,0.11,198,1,1,""
"199","GO:0005685","U1 snRNP",18,0,0.02,199,1,1,""
"200","GO:0005686","U2 snRNP",19,0,0.02,200,1,1,""
