"","GO.ID","Term","Annotated","Significant","Expected","Rank in p.value_classic","p.value_elim","p.value_classic","genes"
"34","GO:0042802","identical protein binding",1979,5,2.25,37,0.06413,0.06413,"Aldoc,Ncam2,Olfml2b,Syt6,Tpm2"
"35","GO:0030276","clathrin binding",60,1,0.07,38,0.06598,0.06598,"Syt6"
"36","GO:0031490","chromatin DNA binding",74,1,0.08,39,0.08078,0.08078,"Sbno2"
"37","GO:0048306","calcium-dependent protein binding",77,1,0.09,40,0.08392,0.08392,"Syt6"
"38","GO:0015294","solute:cation symporter activity",77,1,0.09,41,0.08392,0.08392,"Slc12a4"
"39","GO:0019905","syntaxin binding",78,1,0.09,42,0.08496,0.08496,"Syt6"
"40","GO:0008238","exopeptidase activity",79,1,0.09,43,0.08601,0.08601,"Vash1"
"41","GO:0015108","chloride transmembrane transporter activity",83,1,0.09,44,0.09017,0.09017,"Slc12a4"
"42","GO:0072341","modified amino acid binding",86,1,0.1,45,0.09328,0.09328,"Syt6"
"43","GO:0004540","ribonuclease activity",94,1,0.11,46,0.10153,0.10153,"Nynrin"
"44","GO:0051219","phosphoprotein binding",102,1,0.12,47,0.1097,0.1097,"Socs3"
"45","GO:0004519","endonuclease activity",103,1,0.12,48,0.11072,0.11072,"Nynrin"
"46","GO:0005198","structural molecule activity",508,2,0.58,49,0.11186,0.11186,"Ntn1,Tpm2"
"47","GO:0015103","inorganic anion transmembrane transporter activity",113,1,0.13,50,0.12083,0.12083,"Slc12a4"
"48","GO:0015293","symporter activity",115,1,0.13,51,0.12284,0.12284,"Slc12a4"
"49","GO:0000149","SNARE binding",116,1,0.13,52,0.12384,0.12384,"Syt6"
"50","GO:0005201","extracellular matrix structural constituent",131,1,0.15,53,0.13875,0.13875,"Ntn1"
"51","GO:0008201","heparin binding",138,1,0.16,54,0.14563,0.14563,"Smoc2"
"52","GO:0015079","potassium ion transmembrane transporter activity",142,1,0.16,55,0.14954,0.14954,"Slc12a4"
"53","GO:0042803","protein homodimerization activity",607,2,0.69,56,0.1497,0.1497,"Syt6,Tpm2"
"54","GO:0016788","hydrolase activity, acting on ester bonds",643,2,0.73,57,0.16409,0.16409,"Nynrin,Sulf1"
"55","GO:0017137","Rab GTPase binding",159,1,0.18,58,0.16595,0.16595,"Tbc1d8b"
"56","GO:0008237","metallopeptidase activity",160,1,0.18,59,0.16691,0.16691,"Vash1"
"57","GO:0004518","nuclease activity",170,1,0.19,60,0.17641,0.17641,"Nynrin"
"58","GO:0016829","lyase activity",174,1,0.2,61,0.18018,0.18018,"Aldoc"
"59","GO:0022853","active ion transmembrane transporter activity",183,1,0.21,62,0.18861,0.18861,"Slc12a4"
"60","GO:0019207","kinase regulator activity",185,1,0.21,63,0.19048,0.19048,"Socs3"
"61","GO:0015291","secondary active transmembrane transporter activity",192,1,0.22,64,0.19696,0.19696,"Slc12a4"
"62","GO:0051015","actin filament binding",199,1,0.23,65,0.2034,0.2034,"Tpm2"
"63","GO:0042393","histone binding",211,1,0.24,66,0.21432,0.21432,"Sbno2"
"64","GO:0003713","transcription coactivator activity",226,1,0.26,67,0.22777,0.22777,"Pdlim1"
"65","GO:0005096","GTPase activator activity",229,1,0.26,68,0.23044,0.23044,"Tbc1d8b"
"66","GO:1901681","sulfur compound binding",230,1,0.26,69,0.23133,0.23133,"Smoc2"
"67","GO:0030695","GTPase regulator activity",248,1,0.28,70,0.24711,0.24711,"Tbc1d8b"
"68","GO:0046983","protein dimerization activity",844,2,0.96,71,0.24821,0.24821,"Syt6,Tpm2"
"69","GO:0030234","enzyme regulator activity",852,2,0.97,72,0.25163,0.25163,"Socs3,Tbc1d8b"
"70","GO:0008509","anion transmembrane transporter activity",270,1,0.31,73,0.26599,0.26599,"Slc12a4"
"71","GO:0060589","nucleoside-triphosphatase regulator activity",287,1,0.33,74,0.28028,0.28028,"Tbc1d8b"
"72","GO:0003729","mRNA binding",287,1,0.33,75,0.28028,0.28028,"Nynrin"
"73","GO:0022804","active transmembrane transporter activity",288,1,0.33,76,0.28111,0.28111,"Slc12a4"
"74","GO:0140098","catalytic activity, acting on RNA",306,1,0.35,77,0.29593,0.29593,"Nynrin"
"75","GO:0015077","monovalent inorganic cation transmembrane transporter activity",315,1,0.36,78,0.30323,0.30323,"Slc12a4"
"76","GO:0046873","metal ion transmembrane transporter activity",386,1,0.44,80,0.35837,0.35837,"Slc12a4"
"77","GO:0017016","Ras GTPase binding",397,1,0.45,81,0.36653,0.36653,"Tbc1d8b"
"78","GO:0005543","phospholipid binding",406,1,0.46,82,0.37314,0.37314,"Syt6"
"79","GO:0031267","small GTPase binding",410,1,0.47,83,0.37606,0.37606,"Tbc1d8b"
"80","GO:0003712","transcription coregulator activity",421,1,0.48,84,0.38401,0.38401,"Pdlim1"
"81","GO:0008047","enzyme activator activity",432,1,0.49,85,0.39187,0.39187,"Tbc1d8b"
"82","GO:0008233","peptidase activity",494,1,0.56,86,0.43441,0.43441,"Vash1"
"83","GO:0016787","hydrolase activity",2106,3,2.39,87,0.4349,0.4349,"Nynrin,Sulf1,Vash1"
"84","GO:0022890","inorganic cation transmembrane transporter activity",504,1,0.57,88,0.441,0.441,"Slc12a4"
"85","GO:0051020","GTPase binding",506,1,0.57,89,0.44231,0.44231,"Tbc1d8b"
"86","GO:0044877","protein-containing complex binding",1352,2,1.53,90,0.46158,0.46158,"Aldoc,Tpm2"
"87","GO:0008324","cation transmembrane transporter activity",545,1,0.62,91,0.46728,0.46728,"Slc12a4"
"88","GO:0003682","chromatin binding",588,1,0.67,92,0.49358,0.49358,"Sbno2"
"89","GO:0016491","oxidoreductase activity",629,1,0.71,93,0.51752,0.51752,"Loxl2"
"90","GO:0008289","lipid binding",677,1,0.77,94,0.54418,0.54418,"Syt6"
"91","GO:0015318","inorganic molecular entity transmembrane transporter activity",686,1,0.78,95,0.54902,0.54902,"Slc12a4"
"92","GO:0019901","protein kinase binding",704,1,0.8,96,0.55856,0.55856,"Slc12a4"
"93","GO:0015075","ion transmembrane transporter activity",727,1,0.83,97,0.57047,0.57047,"Slc12a4"
"94","GO:0019900","kinase binding",785,1,0.89,98,0.59917,0.59917,"Slc12a4"
"95","GO:0046914","transition metal ion binding",827,1,0.94,99,0.61882,0.61882,"Loxl2"
"96","GO:0022857","transmembrane transporter activity",872,1,0.99,100,0.63885,0.63885,"Slc12a4"
"97","GO:0140096","catalytic activity, acting on a protein",1912,2,2.17,101,0.65678,0.65678,"Loxl2,Vash1"
"98","GO:0097367","carbohydrate derivative binding",1955,2,2.22,102,0.66942,0.66942,"Smoc2,Sulf1"
"99","GO:0098772","molecular function regulator",2953,3,3.35,103,0.67836,0.67836,"Pdlim1,Socs3,Tbc1d8b"
"100","GO:0005215","transporter activity",976,1,1.11,104,0.68142,0.68142,"Slc12a4"
"101","GO:0003824","catalytic activity",4925,5,5.59,105,0.70187,0.70187,"Aldoc,Loxl2,Nynrin,Sulf1,Vash1"
"102","GO:0003723","RNA binding",1048,1,1.19,106,0.70806,0.70806,"Nynrin"
"103","GO:0019899","enzyme binding",2214,2,2.51,107,0.73837,0.73837,"Slc12a4,Tbc1d8b"
"104","GO:0043168","anion binding",2496,2,2.83,108,0.80015,0.80015,"Smoc2,Syt6"
"105","GO:0140110","transcription regulator activity",1553,1,1.76,109,0.8437,0.8437,"Pdlim1"
"106","GO:0003676","nucleic acid binding",2982,2,3.38,110,0.87848,0.87848,"Nynrin,Sbno2"
"107","GO:0046872","metal ion binding",3182,7,3.61,27,0.89685,0.05195,"Dlk1,Loxl2,Pdlim1,Smoc2,Sulf1,Syt6,Tbc1d8b"
"108","GO:0043169","cation binding",3263,7,3.7,33,0.90449,0.05852,"Dlk1,Loxl2,Pdlim1,Smoc2,Sulf1,Syt6,Tbc1d8b"
"109","GO:0003677","DNA binding",1987,1,2.26,111,0.91026,0.91026,"Sbno2"
"110","GO:0043167","ion binding",4987,7,5.66,79,0.98368,0.32592,"Dlk1,Loxl2,Pdlim1,Smoc2,Sulf1,Syt6,Tbc1d8b"
"111","GO:1901363","heterocyclic compound binding",4695,2,5.33,112,0.98459,0.98459,"Nynrin,Sbno2"
"112","GO:0097159","organic cyclic compound binding",4763,2,5.41,113,0.98594,0.98594,"Nynrin,Sbno2"
"113","GO:0038024","cargo receptor activity",67,2,0.08,5,1,0.00257,"Loxl2,Susd2"
"114","GO:0003674","molecular_function",15860,18,18,114,1,1,"Aldoc,Dlk1,Loxl2,Ncam2,Ntn1,Nynrin,Olfml2b,Pdlim1,Sbno2,Slc12a4,Smoc2,Socs3,Sulf1,Susd2,Syt6,Tbc1d8b,Tpm2,Vash1"
"115","GO:0000014","single-stranded DNA endodeoxyribonuclease activity",11,0,0.01,115,1,1,""
"116","GO:0000030","mannosyltransferase activity",26,0,0.03,116,1,1,""
"117","GO:0000049","tRNA binding",63,0,0.07,117,1,1,""
"118","GO:0000062","fatty-acyl-CoA binding",23,0,0.03,118,1,1,""
"119","GO:0000146","microfilament motor activity",24,0,0.03,119,1,1,""
"120","GO:0000166","nucleotide binding",1888,0,2.14,120,1,1,""
"121","GO:0000175","3'-5'-exoribonuclease activity",30,0,0.03,121,1,1,""
"122","GO:0000217","DNA secondary structure binding",34,0,0.04,122,1,1,""
"123","GO:0000287","magnesium ion binding",183,0,0.21,123,1,1,""
"124","GO:0000295","adenine nucleotide transmembrane transporter activity",11,0,0.01,124,1,1,""
"125","GO:0000339","RNA cap binding",15,0,0.02,125,1,1,""
"126","GO:0000340","RNA 7-methylguanosine cap binding",12,0,0.01,126,1,1,""
"127","GO:0000400","four-way junction DNA binding",17,0,0.02,127,1,1,""
"128","GO:0000774","adenyl-nucleotide exchange factor activity",10,0,0.01,128,1,1,""
"129","GO:0000900","translation repressor activity, mRNA regulatory element binding",13,0,0.01,129,1,1,""
"130","GO:0000976","transcription regulatory region sequence-specific DNA binding",1222,0,1.39,130,1,1,""
"131","GO:0000977","RNA polymerase II transcription regulatory region sequence-specific DNA binding",1135,0,1.29,131,1,1,""
"132","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding",915,0,1.04,132,1,1,""
"133","GO:0000979","RNA polymerase II core promoter sequence-specific DNA binding",21,0,0.02,133,1,1,""
"134","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific",1053,0,1.2,134,1,1,""
"135","GO:0000987","cis-regulatory region sequence-specific DNA binding",937,0,1.06,135,1,1,""
"136","GO:0000993","RNA polymerase II complex binding",39,0,0.04,136,1,1,""
"137","GO:0001046","core promoter sequence-specific DNA binding",47,0,0.05,137,1,1,""
"138","GO:0001067","regulatory region nucleic acid binding",1226,0,1.39,138,1,1,""
"139","GO:0001085","RNA polymerase II transcription factor binding",62,0,0.07,139,1,1,""
"140","GO:0001091","RNA polymerase II general transcription initiation factor binding",20,0,0.02,140,1,1,""
"141","GO:0001094","TFIID-class transcription factor complex binding",10,0,0.01,141,1,1,""
"142","GO:0001098","basal transcription machinery binding",59,0,0.07,142,1,1,""
"143","GO:0001099","basal RNA polymerase II transcription machinery binding",59,0,0.07,143,1,1,""
"144","GO:0001102","RNA polymerase II activating transcription factor binding",46,0,0.05,144,1,1,""
"145","GO:0001103","RNA polymerase II repressing transcription factor binding",35,0,0.04,145,1,1,""
"146","GO:0001161","intronic transcription regulatory region sequence-specific DNA binding",17,0,0.02,146,1,1,""
"147","GO:0001162","RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding",13,0,0.01,147,1,1,""
"148","GO:0001216","DNA-binding transcription activator activity",460,0,0.52,148,1,1,""
"149","GO:0001217","DNA-binding transcription repressor activity",309,0,0.35,149,1,1,""
"150","GO:0001221","transcription cofactor binding",55,0,0.06,150,1,1,""
"151","GO:0001222","transcription corepressor binding",18,0,0.02,151,1,1,""
"152","GO:0001223","transcription coactivator binding",28,0,0.03,152,1,1,""
"153","GO:0001224","RNA polymerase II transcription cofactor binding",11,0,0.01,153,1,1,""
"154","GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific",308,0,0.35,154,1,1,""
"155","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific",457,0,0.52,155,1,1,""
"156","GO:0001530","lipopolysaccharide binding",23,0,0.03,156,1,1,""
"157","GO:0001540","amyloid-beta binding",57,0,0.06,157,1,1,""
"158","GO:0001614","purinergic nucleotide receptor activity",14,0,0.02,158,1,1,""
"159","GO:0001618","virus receptor activity",13,0,0.01,159,1,1,""
"160","GO:0001637","G protein-coupled chemoattractant receptor activity",12,0,0.01,160,1,1,""
"161","GO:0001653","peptide receptor activity",107,0,0.12,161,1,1,""
"162","GO:0001664","G protein-coupled receptor binding",247,0,0.28,162,1,1,""
"163","GO:0001671","ATPase activator activity",24,0,0.03,163,1,1,""
"164","GO:0001846","opsonin binding",12,0,0.01,164,1,1,""
"165","GO:0001848","complement binding",18,0,0.02,165,1,1,""
"166","GO:0001882","nucleoside binding",337,0,0.38,166,1,1,""
"167","GO:0001883","purine nucleoside binding",328,0,0.37,167,1,1,""
"168","GO:0001965","G-protein alpha-subunit binding",36,0,0.04,168,1,1,""
"169","GO:0001968","fibronectin binding",29,0,0.03,169,1,1,""
"170","GO:0001972","retinoic acid binding",10,0,0.01,170,1,1,""
"171","GO:0002020","protease binding",129,0,0.15,171,1,1,""
"172","GO:0002039","p53 binding",69,0,0.08,172,1,1,""
"173","GO:0002161","aminoacyl-tRNA editing activity",13,0,0.01,173,1,1,""
"174","GO:0003678","DNA helicase activity",56,0,0.06,174,1,1,""
"175","GO:0003684","damaged DNA binding",53,0,0.06,175,1,1,""
"176","GO:0003688","DNA replication origin binding",22,0,0.02,176,1,1,""
"177","GO:0003690","double-stranded DNA binding",1358,0,1.54,177,1,1,""
"178","GO:0003697","single-stranded DNA binding",104,0,0.12,178,1,1,""
"179","GO:0003700","DNA-binding transcription factor activity",1144,0,1.3,179,1,1,""
"180","GO:0003707","steroid hormone receptor activity",47,0,0.05,180,1,1,""
"181","GO:0003714","transcription corepressor activity",163,0,0.18,181,1,1,""
"182","GO:0003724","RNA helicase activity",30,0,0.03,182,1,1,""
"183","GO:0003725","double-stranded RNA binding",79,0,0.09,183,1,1,""
"184","GO:0003727","single-stranded RNA binding",84,0,0.1,184,1,1,""
"185","GO:0003730","mRNA 3'-UTR binding",87,0,0.1,185,1,1,""
"186","GO:0003735","structural constituent of ribosome",152,0,0.17,186,1,1,""
"187","GO:0003743","translation initiation factor activity",46,0,0.05,187,1,1,""
"188","GO:0003746","translation elongation factor activity",17,0,0.02,188,1,1,""
"189","GO:0003755","peptidyl-prolyl cis-trans isomerase activity",33,0,0.04,189,1,1,""
"190","GO:0003756","protein disulfide isomerase activity",14,0,0.02,190,1,1,""
"191","GO:0003774","motor activity",121,0,0.14,191,1,1,""
"192","GO:0003777","microtubule motor activity",68,0,0.08,192,1,1,""
"193","GO:0003785","actin monomer binding",23,0,0.03,193,1,1,""
"194","GO:0003823","antigen binding",45,0,0.05,194,1,1,""
"195","GO:0003841","1-acylglycerol-3-phosphate O-acyltransferase activity",11,0,0.01,195,1,1,""
"196","GO:0003887","DNA-directed DNA polymerase activity",24,0,0.03,196,1,1,""
"197","GO:0003899","DNA-directed 5'-3' RNA polymerase activity",36,0,0.04,197,1,1,""
"198","GO:0003906","DNA-(apurinic or apyrimidinic site) endonuclease activity",13,0,0.01,198,1,1,""
"199","GO:0003924","GTPase activity",264,0,0.3,199,1,1,""
"200","GO:0003950","NAD+ ADP-ribosyltransferase activity",18,0,0.02,200,1,1,""
