"","GO.ID","Term","Annotated","Significant","Expected","Rank in p.value_classic","p.value_elim","p.value_classic","genes"
"102","GO:0000323","lytic vacuole",406,3,0.38,7,1,0.00572,"Anxa1,Ctss,Ifitm3"
"103","GO:0000109","nucleotide-excision repair complex",13,0,0.01,103,1,1,""
"104","GO:0000118","histone deacetylase complex",74,0,0.07,104,1,1,""
"105","GO:0000123","histone acetyltransferase complex",77,0,0.07,105,1,1,""
"106","GO:0000124","SAGA complex",11,0,0.01,106,1,1,""
"107","GO:0000138","Golgi trans cisterna",11,0,0.01,107,1,1,""
"108","GO:0000139","Golgi membrane",246,0,0.23,108,1,1,""
"109","GO:0000145","exocyst",17,0,0.02,109,1,1,""
"110","GO:0000151","ubiquitin ligase complex",274,0,0.25,110,1,1,""
"111","GO:0000152","nuclear ubiquitin ligase complex",41,0,0.04,111,1,1,""
"112","GO:0000153","cytoplasmic ubiquitin ligase complex",14,0,0.01,112,1,1,""
"113","GO:0000159","protein phosphatase type 2A complex",18,0,0.02,113,1,1,""
"114","GO:0000164","protein phosphatase type 1 complex",13,0,0.01,114,1,1,""
"115","GO:0000176","nuclear exosome (RNase complex)",14,0,0.01,115,1,1,""
"116","GO:0000177","cytoplasmic exosome (RNase complex)",13,0,0.01,116,1,1,""
"117","GO:0000178","exosome (RNase complex)",23,0,0.02,117,1,1,""
"118","GO:0000228","nuclear chromosome",782,0,0.73,118,1,1,""
"119","GO:0000235","astral microtubule",11,0,0.01,119,1,1,""
"120","GO:0000242","pericentriolar material",22,0,0.02,120,1,1,""
"121","GO:0000307","cyclin-dependent protein kinase holoenzyme complex",41,0,0.04,121,1,1,""
"122","GO:0000313","organellar ribosome",91,0,0.08,122,1,1,""
"123","GO:0000314","organellar small ribosomal subunit",30,0,0.03,123,1,1,""
"124","GO:0000315","organellar large ribosomal subunit",59,0,0.05,124,1,1,""
"125","GO:0000346","transcription export complex",10,0,0.01,125,1,1,""
"126","GO:0000407","phagophore assembly site",27,0,0.03,126,1,1,""
"127","GO:0000421","autophagosome membrane",21,0,0.02,127,1,1,""
"128","GO:0000428","DNA-directed RNA polymerase complex",95,0,0.09,128,1,1,""
"129","GO:0000439","transcription factor TFIIH core complex",10,0,0.01,129,1,1,""
"130","GO:0000502","proteasome complex",62,0,0.06,130,1,1,""
"131","GO:0000775","chromosome, centromeric region",188,0,0.17,131,1,1,""
"132","GO:0000776","kinetochore",129,0,0.12,132,1,1,""
"133","GO:0000777","condensed chromosome kinetochore",35,0,0.03,133,1,1,""
"134","GO:0000778","condensed nuclear chromosome kinetochore",18,0,0.02,134,1,1,""
"135","GO:0000779","condensed chromosome, centromeric region",53,0,0.05,135,1,1,""
"136","GO:0000780","condensed nuclear chromosome, centromeric region",32,0,0.03,136,1,1,""
"137","GO:0000781","chromosome, telomeric region",101,0,0.09,137,1,1,""
"138","GO:0000782","telomere cap complex",11,0,0.01,138,1,1,""
"139","GO:0000783","nuclear telomere cap complex",11,0,0.01,139,1,1,""
"140","GO:0000784","nuclear chromosome, telomeric region",70,0,0.06,140,1,1,""
"141","GO:0000785","chromatin",762,0,0.71,141,1,1,""
"142","GO:0000786","nucleosome",17,0,0.02,142,1,1,""
"143","GO:0000790","nuclear chromatin",598,0,0.55,143,1,1,""
"144","GO:0000791","euchromatin",41,0,0.04,144,1,1,""
"145","GO:0000792","heterochromatin",89,0,0.08,145,1,1,""
"146","GO:0000793","condensed chromosome",141,0,0.13,146,1,1,""
"147","GO:0000794","condensed nuclear chromosome",92,0,0.09,147,1,1,""
"148","GO:0000795","synaptonemal complex",36,0,0.03,148,1,1,""
"149","GO:0000800","lateral element",14,0,0.01,149,1,1,""
"150","GO:0000803","sex chromosome",34,0,0.03,150,1,1,""
"151","GO:0000812","Swr1 complex",11,0,0.01,151,1,1,""
"152","GO:0000813","ESCRT I complex",10,0,0.01,152,1,1,""
"153","GO:0000815","ESCRT III complex",10,0,0.01,153,1,1,""
"154","GO:0000922","spindle pole",130,0,0.12,154,1,1,""
"155","GO:0000930","gamma-tubulin complex",20,0,0.02,155,1,1,""
"156","GO:0000932","P-body",73,0,0.07,156,1,1,""
"157","GO:0000940","condensed chromosome outer kinetochore",15,0,0.01,157,1,1,""
"158","GO:0000974","Prp19 complex",13,0,0.01,158,1,1,""
"159","GO:0001518","voltage-gated sodium channel complex",16,0,0.01,159,1,1,""
"160","GO:0001527","microfibril",11,0,0.01,160,1,1,""
"161","GO:0001650","fibrillar center",122,0,0.11,161,1,1,""
"162","GO:0001669","acrosomal vesicle",93,0,0.09,162,1,1,""
"163","GO:0001673","male germ cell nucleus",16,0,0.01,163,1,1,""
"164","GO:0001725","stress fiber",78,0,0.07,164,1,1,""
"165","GO:0001726","ruffle",145,0,0.13,165,1,1,""
"166","GO:0001741","XY body",18,0,0.02,166,1,1,""
"167","GO:0001750","photoreceptor outer segment",68,0,0.06,167,1,1,""
"168","GO:0001772","immunological synapse",39,0,0.04,168,1,1,""
"169","GO:0001891","phagocytic cup",22,0,0.02,169,1,1,""
"170","GO:0001917","photoreceptor inner segment",55,0,0.05,170,1,1,""
"171","GO:0001931","uropod",10,0,0.01,171,1,1,""
"172","GO:0002080","acrosomal membrane",16,0,0.01,172,1,1,""
"173","GO:0002102","podosome",27,0,0.03,173,1,1,""
"174","GO:0002177","manchette",11,0,0.01,174,1,1,""
"175","GO:0002178","palmitoyltransferase complex",10,0,0.01,175,1,1,""
"176","GO:0002199","zona pellucida receptor complex",12,0,0.01,176,1,1,""
"177","GO:0005583","fibrillar collagen trimer",11,0,0.01,177,1,1,""
"178","GO:0005604","basement membrane",109,0,0.1,178,1,1,""
"179","GO:0005614","interstitial matrix",16,0,0.01,179,1,1,""
"180","GO:0005635","nuclear envelope",394,0,0.37,180,1,1,""
"181","GO:0005637","nuclear inner membrane",42,0,0.04,181,1,1,""
"182","GO:0005639","integral component of nuclear inner membrane",14,0,0.01,182,1,1,""
"183","GO:0005640","nuclear outer membrane",16,0,0.01,183,1,1,""
"184","GO:0005641","nuclear envelope lumen",11,0,0.01,184,1,1,""
"185","GO:0005643","nuclear pore",60,0,0.06,185,1,1,""
"186","GO:0005652","nuclear lamina",13,0,0.01,186,1,1,""
"187","GO:0005657","replication fork",67,0,0.06,187,1,1,""
"188","GO:0005662","DNA replication factor A complex",13,0,0.01,188,1,1,""
"189","GO:0005665","RNA polymerase II, core complex",14,0,0.01,189,1,1,""
"190","GO:0005666","RNA polymerase III complex",18,0,0.02,190,1,1,""
"191","GO:0005667","transcription regulator complex",416,0,0.39,191,1,1,""
"192","GO:0005669","transcription factor TFIID complex",31,0,0.03,192,1,1,""
"193","GO:0005671","Ada2/Gcn5/Ada3 transcription activator complex",14,0,0.01,193,1,1,""
"194","GO:0005675","transcription factor TFIIH holo complex",12,0,0.01,194,1,1,""
"195","GO:0005680","anaphase-promoting complex",21,0,0.02,195,1,1,""
"196","GO:0005681","spliceosomal complex",185,0,0.17,196,1,1,""
"197","GO:0005682","U5 snRNP",15,0,0.01,197,1,1,""
"198","GO:0005684","U2-type spliceosomal complex",88,0,0.08,198,1,1,""
"199","GO:0005685","U1 snRNP",18,0,0.02,199,1,1,""
"200","GO:0005686","U2 snRNP",19,0,0.02,200,1,1,""
