"","GO.ID","Term","Annotated","Significant","Expected","Rank in p.value_classic","p.value_elim","p.value_classic","genes"
"77","GO:0043233","organelle lumen",4127,40,33.45,91,0.113,0.113,"AW549877,Arrb1,Atxn3,Bmt2,Cat,Ccnt2,Cdk19,Cry2,Epha3,Esrrg,Fam131b,Hus1,Ipo11,Irs1,Kmt5a,Lyrm7,Mknk1,Mllt1,Nacc1,Nfia,Nhp2,Parp1,Pde4a,Pik3cb,Pole4,Ppib,Prkcb,Raf1,Rnf38,Rragd,Sh3bgrl2,Snca,Spata2,Sppl2b,Srgap2,Taf13,Ublcp1,Uhmk1,Zbtb4,Zmat3"
"78","GO:0031974","membrane-enclosed lumen",4127,40,33.45,92,0.113,0.113,"AW549877,Arrb1,Atxn3,Bmt2,Cat,Ccnt2,Cdk19,Cry2,Epha3,Esrrg,Fam131b,Hus1,Ipo11,Irs1,Kmt5a,Lyrm7,Mknk1,Mllt1,Nacc1,Nfia,Nhp2,Parp1,Pde4a,Pik3cb,Pole4,Ppib,Prkcb,Raf1,Rnf38,Rragd,Sh3bgrl2,Snca,Spata2,Sppl2b,Srgap2,Taf13,Ublcp1,Uhmk1,Zbtb4,Zmat3"
"79","GO:0016234","inclusion body",71,2,0.58,93,0.11301,0.11301,"Atxn3,Snca"
"80","GO:0044233","mitochondria-associated endoplasmic reticulum membrane",15,1,0.12,94,0.11496,0.11496,"Acsl4"
"81","GO:0055037","recycling endosome",146,3,1.18,95,0.1154,0.1154,"Fig4,Tmem230,Tpp1"
"82","GO:0008021","synaptic vesicle",230,4,1.86,96,0.11708,0.11708,"Grin2a,Slc6a9,Snca,Tmem230"
"83","GO:0030133","transport vesicle",322,5,2.61,97,0.12115,0.12115,"Erg28,Grin2a,Slc6a9,Snca,Tmem230"
"84","GO:0016323","basolateral plasma membrane",233,4,1.89,98,0.12117,0.12117,"Adam9,Arrb1,Plec,Slc6a9"
"85","GO:0060293","germ plasm",16,1,0.13,99,0.12214,0.12214,"Piwil2"
"86","GO:0033270","paranode region of axon",16,1,0.13,100,0.12214,0.12214,"Cntnap1"
"87","GO:0043186","P granule",16,1,0.13,101,0.12214,0.12214,"Piwil2"
"88","GO:0005640","nuclear outer membrane",16,1,0.13,102,0.12214,0.12214,"Snca"
"89","GO:0035859","Seh1-associated complex",16,1,0.13,103,0.12214,0.12214,"Bmt2"
"90","GO:0031233","intrinsic component of external side of plasma membrane",16,1,0.13,104,0.12214,0.12214,"Adam9"
"91","GO:0005740","mitochondrial envelope",610,8,4.94,105,0.12266,0.12266,"Acsl4,Atxn3,Cat,Lyrm7,Slc25a15,Slc25a46,Snca,Srgap2"
"92","GO:0045178","basal part of cell",75,2,0.61,106,0.12366,0.12366,"Plec,Slc6a9"
"93","GO:0043005","neuron projection",1445,16,11.71,107,0.12414,0.12414,"Arrb1,Cacng7,Cntnap1,Epha3,Grin2a,Igsf9b,Itga4,Ncdn,Ngfr,Prkcb,Scn7a,Slc38a2,Snca,Srgap2,Tnn,Uhmk1"
"94","GO:0005758","mitochondrial intermembrane space",77,2,0.62,108,0.12907,0.12907,"Cat,Snca"
"95","GO:0000145","exocyst",17,1,0.14,109,0.12926,0.12926,"Stxbp6"
"96","GO:0010369","chromocenter",17,1,0.14,110,0.12926,0.12926,"Piwil2"
"97","GO:0045495","pole plasm",17,1,0.14,111,0.12926,0.12926,"Piwil2"
"98","GO:0005697","telomerase holoenzyme complex",18,1,0.15,112,0.13633,0.13633,"Nhp2"
"99","GO:0044327","dendritic spine head",18,1,0.15,113,0.13633,0.13633,"Srgap2"
"100","GO:0042383","sarcolemma",158,3,1.28,114,0.13695,0.13695,"Cacng7,Plec,Slc38a2"
"101","GO:0005741","mitochondrial outer membrane",158,3,1.28,115,0.13695,0.13695,"Acsl4,Slc25a46,Snca"
"102","GO:0098588","bounding membrane of organelle",1043,12,8.45,117,0.13928,0.13928,"Acsl4,Cat,Fig4,Naa60,Ncdn,Rragd,Sec61a1,Slc25a46,Slc6a9,Snca,Sppl2b,Zdhhc9"
"103","GO:1902554","serine/threonine protein kinase complex",81,2,0.66,118,0.14005,0.14005,"Ccnt2,Cnppd1"
"104","GO:0042575","DNA polymerase complex",19,1,0.15,119,0.14333,0.14333,"Pole4"
"105","GO:0070382","exocytic vesicle",250,4,2.03,121,0.14551,0.14551,"Grin2a,Slc6a9,Snca,Tmem230"
"106","GO:0048471","perinuclear region of cytoplasm",639,8,5.18,122,0.14774,0.14774,"Ccnt2,Cpd,Jcad,Pde4a,Plec,Ppib,Slc5a3,Snca"
"107","GO:0031226","intrinsic component of plasma membrane",1195,15,9.69,55,0.14775,0.05986,"Adam9,Cacng7,Epha3,Grin2a,Irs1,Itga4,Kcnh7,Pcdh11x,Scn2b,Scn7a,Sema7a,Slc16a7,Slc38a2,Slc6a8,Slc6a9"
"108","GO:0030867","rough endoplasmic reticulum membrane",20,1,0.16,123,0.15029,0.15029,"Sec61a1"
"109","GO:0032806","carboxy-terminal domain protein kinase complex",21,1,0.17,124,0.15718,0.15718,"Ccnt2"
"110","GO:0030670","phagocytic vesicle membrane",21,1,0.17,125,0.15718,0.15718,"Sec61a1"
"111","GO:0031970","organelle envelope lumen",88,2,0.71,126,0.15972,0.15972,"Cat,Snca"
"112","GO:0019867","outer membrane",174,3,1.41,127,0.16761,0.16761,"Acsl4,Slc25a46,Snca"
"113","GO:0031968","organelle outer membrane",174,3,1.41,128,0.16761,0.16761,"Acsl4,Slc25a46,Snca"
"114","GO:0030054","cell junction",1936,25,15.69,15,0.16851,0.01204,"Arrb1,Cacng7,Cntnap1,Epha3,Grin2a,Igsf9b,Itga4,Jcad,Kctd12,Map3k1,Nacc1,Ncdn,Nfia,Ngfr,Pde4a,Plec,Prkcb,Rab18,Slc16a7,Slc6a8,Slc6a9,Snca,Srgap2,Tmem230,Tnn"
"115","GO:0031966","mitochondrial membrane",562,7,4.55,129,0.17189,0.17189,"Acsl4,Atxn3,Lyrm7,Slc25a15,Slc25a46,Snca,Srgap2"
"116","GO:0045121","membrane raft",363,5,2.94,130,0.17238,0.17238,"Angpt1,Gpm6b,Irs1,Ngfr,Tpp1"
"117","GO:0098857","membrane microdomain",364,5,2.95,131,0.17372,0.17372,"Angpt1,Gpm6b,Irs1,Ngfr,Tpp1"
"118","GO:0060077","inhibitory synapse",24,1,0.19,132,0.17754,0.17754,"Igsf9b"
"119","GO:0005868","cytoplasmic dynein complex",24,1,0.19,133,0.17754,0.17754,"Dync1li2"
"120","GO:0071782","endoplasmic reticulum tubular network",24,1,0.19,134,0.17754,0.17754,"Rab18"
"121","GO:0005732","small nucleolar ribonucleoprotein complex",24,1,0.19,135,0.17754,0.17754,"Nhp2"
"122","GO:0099523","presynaptic cytosol",24,1,0.19,136,0.17754,0.17754,"Prkcb"
"123","GO:0005887","integral component of plasma membrane",1128,14,9.14,61,0.17778,0.07299,"Cacng7,Epha3,Grin2a,Irs1,Itga4,Kcnh7,Pcdh11x,Scn2b,Scn7a,Sema7a,Slc16a7,Slc38a2,Slc6a8,Slc6a9"
"124","GO:0150034","distal axon",370,5,3,138,0.18187,0.18187,"Grin2a,Itga4,Prkcb,Snca,Tnn"
"125","GO:0030425","dendrite",675,8,5.47,139,0.18209,0.18209,"Arrb1,Grin2a,Igsf9b,Ncdn,Slc38a2,Srgap2,Tnn,Uhmk1"
"126","GO:0097447","dendritic tree",678,8,5.5,140,0.1851,0.1851,"Arrb1,Grin2a,Igsf9b,Ncdn,Slc38a2,Srgap2,Tnn,Uhmk1"
"127","GO:0031090","organelle membrane",1998,20,16.19,141,0.18688,0.18688,"Acsl4,Atxn3,Cat,Elovl2,Epha3,Fig4,Hsd17b7,Lyrm7,Naa60,Ncdn,Rragd,Sec61a1,Sh3bgrl2,Slc25a15,Slc25a46,Slc6a9,Snca,Sppl2b,Srgap2,Zdhhc9"
"128","GO:0098589","membrane region",374,5,3.03,142,0.18738,0.18738,"Angpt1,Gpm6b,Irs1,Ngfr,Tpp1"
"129","GO:0031253","cell projection membrane",277,4,2.25,143,0.18763,0.18763,"Jcad,Ngfr,Pik3cb,Prkcb"
"130","GO:0044297","cell body",787,9,6.38,144,0.18868,0.18868,"Acsl4,Cacng7,Igsf9b,Itga4,Ncdn,Ngfr,Slc38a2,Snca,Tnn"
"131","GO:0045334","clathrin-coated endocytic vesicle",26,1,0.21,145,0.19083,0.19083,"Ngfr"
"132","GO:0044232","organelle membrane contact site",26,1,0.21,146,0.19083,0.19083,"Acsl4"
"133","GO:0032839","dendrite cytoplasm",26,1,0.21,147,0.19083,0.19083,"Uhmk1"
"134","GO:0098827","endoplasmic reticulum subcompartment",27,1,0.22,149,0.1974,0.1974,"Rab18"
"135","GO:0030139","endocytic vesicle",189,3,1.53,150,0.19798,0.19798,"Ngfr,Sec61a1,Srgap2"
"136","GO:0098982","GABA-ergic synapse",102,2,0.83,152,0.20037,0.20037,"Epha3,Igsf9b"
"137","GO:0045335","phagocytic vesicle",102,2,0.83,153,0.20037,0.20037,"Sec61a1,Srgap2"
"138","GO:0044305","calyx of Held",28,1,0.23,154,0.20392,0.20392,"Prkcb"
"139","GO:0043197","dendritic spine",192,3,1.56,155,0.20421,0.20421,"Arrb1,Grin2a,Srgap2"
"140","GO:0005829","cytosol",3301,31,26.75,156,0.20545,0.20545,"AW549877,Arrb1,Atxn3,Car7,Casp9,Cat,Ccnt2,Cdk19,Cry2,Cth,Dhcr24,Epha3,Fam131b,Ipo11,Irs1,Kmt5a,Map3k1,Mllt1,Ncdn,Pde4a,Pik3cb,Piwil2,Plec,Prkcb,Pxk,Raf1,Rnf114,Snca,Srgap2,Zbtb4,Zdhhc9"
"141","GO:0016020","membrane",6881,80,55.77,1,0.20819,1.4e-05,"1810055G02Rik,Abcg4,Acsl4,Adam11,Adam9,Angpt1,Aplp2,Arrb1,Atxn3,Cacng7,Cat,Ccnt2,Cnppd1,Cntnap1,Cpd,Dhcr24,Elovl2,Epha3,Erg28,Fig4,Fndc4,Fndc5,Gpm6b,Gpr37,Grin2a,Hsd17b7,Igsf9b,Irs1,Itga4,Jcad,Kcnh7,Kctd12,Lyrm7,Map3k1,Naa60,Ncdn,Ndst3,Ngfr,Pcdh11x,Pde4a,Pik3cb,Plec,Praf2,Prkcb,Ptgfrn,Pxk,Rab18,Raf1,Reps2,Rnf114,Rragd,Scn2b,Scn7a,Sec61a1,Sema7a,Sh3bgrl2,Slc16a7,Slc25a15,Slc25a46,Slc38a2,Slc44a2,Slc5a3,Slc6a8,Slc6a9,Smim12,Snca,Socs2,Sppl2b,Srgap2,Stxbp6,Susd6,Tmem230,Tmem234,Tnmd,Tpp1,Traf3ip3,Usp6nl,Zdhhc4,Zdhhc9,Zmat3"
"142","GO:0032281","AMPA glutamate receptor complex",29,1,0.24,157,0.21038,0.21038,"Cacng7"
"143","GO:0044309","neuron spine",197,3,1.6,159,0.2147,0.2147,"Arrb1,Grin2a,Srgap2"
"144","GO:0005669","transcription factor TFIID complex",31,1,0.25,160,0.22315,0.22315,"Taf13"
"145","GO:0098685","Schaffer collateral - CA1 synapse",112,2,0.91,162,0.23009,0.23009,"Pde4a,Slc16a7"
"146","GO:0000323","lytic vacuole",406,5,3.29,163,0.23349,0.23349,"Cat,Dync1li2,Rragd,Sppl2b,Tpp1"
"147","GO:0005764","lysosome",406,5,3.29,164,0.23349,0.23349,"Cat,Dync1li2,Rragd,Sppl2b,Tpp1"
"148","GO:0043227","membrane-bounded organelle",10054,86,81.49,165,0.23503,0.23503,"1810055G02Rik,AW549877,Acsl4,Ado,Aplp2,Arrb1,Atxn3,Bhlhe22,Bmt2,Cacng7,Casp9,Cat,Ccnt2,Cdk19,Cnppd1,Cpd,Cry2,Dhcr24,Dync1li2,Elovl2,Epha3,Erg28,Esrrg,Fam131b,Fig4,Fndc4,Fndc5,Gpr37,Grin2a,Hsd17b7,Hus1,Ipo11,Irs1,Itga4,Kmt5a,Lyrm7,Mknk1,Mkx,Mllt1,Naa60,Nacc1,Ncdn,Ndst3,Nfia,Ngfr,Nhp2,Nr1h2,Nr4a3,Nrep,Parp1,Pde4a,Pik3cb,Piwil2,Pole4,Ppib,Praf2,Prkcb,Ptgfrn,Pxk,Rab18,Raf1,Rnf114,Rnf38,Rragd,Sec61a1,Sh3bgrl2,Slc25a15,Slc25a46,Slc44a2,Slc6a9,Snca,Spata2,Sppl2b,Srgap2,Taf13,Tmem230,Tnmd,Tpp1,Ublcp1,Uhmk1,Usp31,Usp6nl,Zbtb4,Zdhhc4,Zdhhc9,Zmat3"
"149","GO:0031045","dense core granule",33,1,0.27,166,0.23572,0.23572,"Slc6a9"
"150","GO:0008305","integrin complex",33,1,0.27,167,0.23572,0.23572,"Itga4"
"151","GO:0099501","exocytic vesicle membrane",114,2,0.92,168,0.23607,0.23607,"Slc6a9,Snca"
"152","GO:0030672","synaptic vesicle membrane",114,2,0.92,169,0.23607,0.23607,"Slc6a9,Snca"
