"","GO.ID","Term","Annotated","Significant","Expected","Rank in p.value_classic","p.value_elim","p.value_classic","genes"
"30","GO:0051059","NF-kappaB binding",32,2,0.29,49,0.03486,0.03486,"Nfkbia,Trp53bp2"
"31","GO:0005249","voltage-gated potassium channel activity",78,3,0.72,50,0.03523,0.03523,"Kcna5,Kcnh3,Kcnh4"
"32","GO:0019900","kinase binding",785,15,7.23,24,0.03732,0.00586,"Ace,Blnk,Cavin3,Itgav,Itgb1,Kcna5,Mapkapk3,Nfatc1,Prkcd,Rasgrf1,Rhoc,Slc12a4,Ticam1,Trib1,Trim21"
"33","GO:0015108","chloride transmembrane transporter activity",83,3,0.76,52,0.04118,0.04118,"Gabre,Gabrq,Slc12a4"
"34","GO:0015079","potassium ion transmembrane transporter activity",142,4,1.31,54,0.04227,0.04227,"Kcna5,Kcnh3,Kcnh4,Slc12a4"
"35","GO:0005125","cytokine activity",142,4,1.31,55,0.04227,0.04227,"Tgfb2,Tnfsf9,Wnt4,Wnt7b"
"36","GO:0030594","neurotransmitter receptor activity",87,3,0.8,56,0.04628,0.04628,"Gabre,Gabrq,Htr5b"
"37","GO:0022836","gated channel activity",290,6,2.67,57,0.05181,0.05181,"Gabre,Gabrq,Itgav,Kcna5,Kcnh3,Kcnh4"
"38","GO:0005044","scavenger receptor activity",40,2,0.37,58,0.05229,0.05229,"Scarf2,Susd2"
"39","GO:0008376","acetylgalactosaminyltransferase activity",42,2,0.39,59,0.05704,0.05704,"B3gnt4,Galnt16"
"40","GO:0048018","receptor ligand activity",324,9,2.98,14,0.0577,0.00311,"Gal,Metrnl,Nbl1,Nppc,Pdyn,Tgfb2,Tnfsf9,Wnt4,Wnt7b"
"41","GO:0030546","signaling receptor activator activity",329,9,3.03,18,0.06146,0.00344,"Gal,Metrnl,Nbl1,Nppc,Pdyn,Tgfb2,Tnfsf9,Wnt4,Wnt7b"
"42","GO:0042802","identical protein binding",1979,25,18.22,60,0.06151,0.06151,"Adra1d,Aldh2,Aldoc,Atf3,Cidea,Cxcr4,Ece1,Hap1,Hpgd,Nab2,Nbl1,Nfkbia,Pdlim4,Pgam2,Plekhb1,Plpp4,Pstpip1,Sdc1,Steap3,Tgfb2,Tgm2,Tpm2,Trim21,Trp53bp2,Vwa1"
"43","GO:1990782","protein tyrosine kinase binding",98,3,0.9,61,0.06181,0.06181,"Blnk,Itgb1,Rasgrf1"
"44","GO:0005525","GTP binding",317,6,2.92,62,0.07297,0.07297,"Rasd1,Rasl10a,Rasl11a,Rhoc,Tgm2,Tubb6"
"45","GO:0008144","drug binding",106,3,0.98,64,0.07443,0.07443,"Ace,Cxcr4,Htr5b"
"46","GO:0022832","voltage-gated channel activity",174,4,1.6,66,0.07709,0.07709,"Itgav,Kcna5,Kcnh3,Kcnh4"
"47","GO:0005244","voltage-gated ion channel activity",174,4,1.6,67,0.07709,0.07709,"Itgav,Kcna5,Kcnh3,Kcnh4"
"48","GO:0032550","purine ribonucleoside binding",324,6,2.98,68,0.07917,0.07917,"Rasd1,Rasl10a,Rasl11a,Rhoc,Tgm2,Tubb6"
"49","GO:0032549","ribonucleoside binding",327,6,3.01,69,0.08191,0.08191,"Rasd1,Rasl10a,Rasl11a,Rhoc,Tgm2,Tubb6"
"50","GO:0001883","purine nucleoside binding",328,6,3.02,70,0.08283,0.08283,"Rasd1,Rasl10a,Rasl11a,Rhoc,Tgm2,Tubb6"
"51","GO:0005267","potassium channel activity",111,3,1.02,71,0.08285,0.08285,"Kcna5,Kcnh3,Kcnh4"
"52","GO:0015103","inorganic anion transmembrane transporter activity",113,3,1.04,72,0.08633,0.08633,"Gabre,Gabrq,Slc12a4"
"53","GO:0031404","chloride ion binding",10,1,0.09,73,0.08836,0.08836,"Ace"
"54","GO:0010857","calcium-dependent protein kinase activity",10,1,0.09,74,0.08836,0.08836,"Mapkapk3"
"55","GO:0019869","chloride channel inhibitor activity",10,1,0.09,75,0.08836,0.08836,"Vamp8"
"56","GO:0019870","potassium channel inhibitor activity",10,1,0.09,76,0.08836,0.08836,"Kcna5"
"57","GO:0016783","sulfurtransferase activity",10,1,0.09,77,0.08836,0.08836,"Tst"
"58","GO:0070513","death domain binding",10,1,0.09,78,0.08836,0.08836,"Dap"
"59","GO:0008429","phosphatidylethanolamine binding",10,1,0.09,79,0.08836,0.08836,"Anxa11"
"60","GO:0008503","benzodiazepine receptor activity",10,1,0.09,80,0.08836,0.08836,"Gabre"
"61","GO:0005515","protein binding",8084,93,74.42,6,0.09087,0.00124,"Ace,Adra1d,Aldh2,Aldoc,Anxa11,Arhgef19,Arpc1b,Atf3,Baiap3,Blnk,Car4,Carhsp1,Cavin3,Cd9,Cdh23,Cdhr1,Celsr1,Cidea,Coch,Cthrc1,Cxcr4,Dap,Dlk1,Dnah1,Ece1,Ecm1,Fst,Fxyd1,Gal,Grtp1,Hap1,Hpgd,Hspb7,Itga5,Itgav,Itgb1,Jam2,Jsrp1,Kcna5,Klc3,Klf10,Klf2,Klhl36,L3mbtl4,Llgl2,Lrp5,Mapkapk3,Mcub,Metrnl,Nab2,Nbl1,Nfatc1,Nfkbia,Nppc,Pdlim1,Pdlim4,Pdyn,Pgam2,Plce1,Plekha2,Plekhb1,Plpp4,Plxdc1,Plxnb1,Pmp22,Prkcd,Pstpip1,Rasd1,Rasgrf1,Rasl11a,Rhoc,Sdc1,Sgsh,Slc12a4,Steap3,Tgfb2,Tgm2,Ticam1,Tle6,Tmie,Tnfsf9,Tpm2,Trabd2b,Trib1,Trim21,Trp53bp2,Tspan15,Txnip,Vamp8,Vasn,Vwa1,Wnt4,Wnt7b"
"62","GO:0001882","nucleoside binding",337,6,3.1,81,0.09143,0.09143,"Rasd1,Rasl10a,Rasl11a,Rhoc,Tgm2,Tubb6"
"63","GO:0005539","glycosaminoglycan binding",185,4,1.7,82,0.09159,0.09159,"Lipg,Sgsh,Smoc1,Smoc2"
"64","GO:0019001","guanyl nucleotide binding",338,6,3.11,83,0.09241,0.09241,"Rasd1,Rasl10a,Rasl11a,Rhoc,Tgm2,Tubb6"
"65","GO:0032561","guanyl ribonucleotide binding",338,6,3.11,84,0.09241,0.09241,"Rasd1,Rasl10a,Rasl11a,Rhoc,Tgm2,Tubb6"
"66","GO:0016782","transferase activity, transferring sulfur-containing groups",56,2,0.52,85,0.09398,0.09398,"Chst8,Tst"
"67","GO:0017154","semaphorin receptor activity",11,1,0.1,86,0.09676,0.09676,"Plxnb1"
"68","GO:0016493","C-C chemokine receptor activity",11,1,0.1,87,0.09676,0.09676,"Cxcr4"
"69","GO:0086008","voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization",11,1,0.1,88,0.09676,0.09676,"Kcna5"
"70","GO:0001224","RNA polymerase II transcription cofactor binding",11,1,0.1,89,0.09676,0.09676,"Nfatc1"
"71","GO:0004953","icosanoid receptor activity",11,1,0.1,90,0.09676,0.09676,"Hpgd"
"72","GO:0008532","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity",11,1,0.1,91,0.09676,0.09676,"B3gnt4"
"73","GO:0043560","insulin receptor substrate binding",11,1,0.1,92,0.09676,0.09676,"Prkcd"
"74","GO:0051287","NAD binding",57,2,0.52,93,0.09683,0.09683,"Aldh2,Hpgd"
"75","GO:0003924","GTPase activity",264,5,2.43,94,0.09708,0.09708,"Rasd1,Rasl10a,Rasl11a,Rhoc,Tubb6"
"76","GO:0005254","chloride channel activity",58,2,0.53,95,0.09971,0.09971,"Gabre,Gabrq"
"77","GO:0003774","motor activity",121,3,1.11,96,0.10086,0.10086,"Dnah1,Klc3,Pmp22"
"78","GO:0001846","opsonin binding",12,1,0.11,97,0.10508,0.10508,"Itgav"
"79","GO:0004724","magnesium-dependent protein serine/threonine phosphatase activity",12,1,0.11,98,0.10508,0.10508,"Ppm1m"
"80","GO:0043121","neurotrophin binding",12,1,0.11,99,0.10508,0.10508,"Hap1"
"81","GO:0019957","C-C chemokine binding",12,1,0.11,100,0.10508,0.10508,"Cxcr4"
"82","GO:0004950","chemokine receptor activity",12,1,0.11,101,0.10508,0.10508,"Cxcr4"
"83","GO:0048019","receptor antagonist activity",12,1,0.11,102,0.10508,0.10508,"Fst"
"84","GO:0001637","G protein-coupled chemoattractant receptor activity",12,1,0.11,103,0.10508,0.10508,"Cxcr4"
"85","GO:0008484","sulfuric ester hydrolase activity",12,1,0.11,104,0.10508,0.10508,"Sgsh"
"86","GO:0022851","GABA-gated chloride ion channel activity",12,1,0.11,105,0.10508,0.10508,"Gabre"
"87","GO:0005080","protein kinase C binding",61,2,0.56,107,0.10847,0.10847,"Cavin3,Itgav"
"88","GO:0015271","outward rectifier potassium channel activity",13,1,0.12,108,0.11332,0.11332,"Kcna5"
"89","GO:0031994","insulin-like growth factor I binding",13,1,0.12,109,0.11332,0.11332,"Itgav"
"90","GO:0051378","serotonin binding",13,1,0.12,110,0.11332,0.11332,"Htr5b"
"91","GO:0008195","phosphatidate phosphatase activity",13,1,0.12,111,0.11332,0.11332,"Plpp4"
"92","GO:0036122","BMP binding",13,1,0.12,112,0.11332,0.11332,"Nbl1"
"93","GO:0008097","5S rRNA binding",13,1,0.12,113,0.11332,0.11332,"Tst"
"94","GO:0016832","aldehyde-lyase activity",13,1,0.12,114,0.11332,0.11332,"Aldoc"
"95","GO:0016805","dipeptidase activity",13,1,0.12,115,0.11332,0.11332,"Ace"
"96","GO:0002020","protease binding",129,3,1.19,116,0.11628,0.11628,"Ecm1,Itgav,Itgb1"
"97","GO:0005230","extracellular ligand-gated ion channel activity",64,2,0.59,117,0.11744,0.11744,"Gabre,Gabrq"
"98","GO:0005201","extracellular matrix structural constituent",131,3,1.21,118,0.12027,0.12027,"Ecm1,Emilin2,Vwa1"
"99","GO:0031005","filamin binding",14,1,0.13,119,0.12149,0.12149,"Hspb7"
"100","GO:0048185","activin binding",14,1,0.13,120,0.12149,0.12149,"Fst"
"101","GO:0004652","polynucleotide adenylyltransferase activity",14,1,0.13,121,0.12149,0.12149,"Tent5c"
"102","GO:0044548","S100 protein binding",14,1,0.13,122,0.12149,0.12149,"Anxa11"
"103","GO:0046935","1-phosphatidylinositol-3-kinase regulator activity",14,1,0.13,123,0.12149,0.12149,"Pik3r5"
"104","GO:0070403","NAD+ binding",14,1,0.13,124,0.12149,0.12149,"Hpgd"
"105","GO:0017081","chloride channel regulator activity",14,1,0.13,125,0.12149,0.12149,"Vamp8"
"106","GO:0004089","carbonate dehydratase activity",14,1,0.13,126,0.12149,0.12149,"Car4"
"107","GO:0005253","anion channel activity",67,2,0.62,127,0.12658,0.12658,"Gabre,Gabrq"
"108","GO:0005518","collagen binding",67,2,0.62,128,0.12658,0.12658,"Coch,Itgb1"
"109","GO:0038024","cargo receptor activity",67,2,0.62,129,0.12658,0.12658,"Scarf2,Susd2"
"110","GO:0004697","protein kinase C activity",15,1,0.14,130,0.12958,0.12958,"Prkcd"
"111","GO:0043176","amine binding",15,1,0.14,131,0.12958,0.12958,"Htr5b"
"112","GO:0042813","Wnt-activated receptor activity",15,1,0.14,132,0.12958,0.12958,"Lrp5"
"113","GO:0005237","inhibitory extracellular ligand-gated ion channel activity",15,1,0.14,133,0.12958,0.12958,"Gabre"
"114","GO:0016755","transferase activity, transferring amino-acyl groups",15,1,0.14,134,0.12958,0.12958,"Tgm2"
"115","GO:0016722","oxidoreductase activity, oxidizing metal ions",15,1,0.14,135,0.12958,0.12958,"Steap3"
"116","GO:0003777","microtubule motor activity",68,2,0.63,136,0.12967,0.12967,"Dnah1,Klc3"
"117","GO:0005216","ion channel activity",376,6,3.46,137,0.13396,0.13396,"Gabre,Gabrq,Itgav,Kcna5,Kcnh3,Kcnh4"
"118","GO:0008201","heparin binding",138,3,1.27,138,0.13462,0.13462,"Lipg,Smoc1,Smoc2"
"119","GO:0019838","growth factor binding",139,3,1.28,139,0.13671,0.13671,"Hap1,Itgav,Vasn"
"120","GO:0004653","polypeptide N-acetylgalactosaminyltransferase activity",16,1,0.15,140,0.1376,0.1376,"Galnt16"
"121","GO:0015377","cation:chloride symporter activity",16,1,0.15,141,0.1376,0.1376,"Slc12a4"
"122","GO:0005089","Rho guanyl-nucleotide exchange factor activity",71,2,0.65,142,0.13902,0.13902,"Arhgef19,Rasgrf1"
"123","GO:0043395","heparan sulfate proteoglycan binding",17,1,0.16,143,0.14555,0.14555,"Fst"
"124","GO:0070402","NADPH binding",17,1,0.16,144,0.14555,0.14555,"Cbr3"
"125","GO:0004029","aldehyde dehydrogenase (NAD+) activity",17,1,0.16,145,0.14555,0.14555,"Aldh2"
"126","GO:0004629","phospholipase C activity",18,1,0.17,146,0.15343,0.15343,"Plce1"
"127","GO:0008483","transaminase activity",18,1,0.17,147,0.15343,0.15343,"Tgm2"
"128","GO:0004030","aldehyde dehydrogenase [NAD(P)+] activity",18,1,0.17,148,0.15343,0.15343,"Aldh2"
"129","GO:0004435","phosphatidylinositol phospholipase C activity",18,1,0.17,149,0.15343,0.15343,"Plce1"
"130","GO:0004620","phospholipase activity",76,2,0.7,150,0.15493,0.15493,"Lipg,Plce1"
"131","GO:0005096","GTPase activator activity",229,4,2.11,151,0.16085,0.16085,"Arhgef19,Grtp1,Llgl2,Rasal1"
"132","GO:0008022","protein C-terminus binding",229,4,2.11,152,0.16085,0.16085,"Ecm1,Plekhb1,Rasgrf1,Sdc1"
"133","GO:0004806","triglyceride lipase activity",19,1,0.17,153,0.16123,0.16123,"Lipg"
"134","GO:0055106","ubiquitin-protein transferase regulator activity",19,1,0.17,154,0.16123,0.16123,"Trib1"
"135","GO:0099095","ligand-gated anion channel activity",19,1,0.17,155,0.16123,0.16123,"Gabre"
"136","GO:0032794","GTPase activating protein binding",19,1,0.17,156,0.16123,0.16123,"Plxnb1"
"137","GO:0015296","anion:cation symporter activity",19,1,0.17,157,0.16123,0.16123,"Slc12a4"
"138","GO:0008139","nuclear localization sequence binding",19,1,0.17,158,0.16123,0.16123,"Nfkbia"
"139","GO:0035014","phosphatidylinositol 3-kinase regulator activity",19,1,0.17,159,0.16123,0.16123,"Pik3r5"
"140","GO:0019905","syntaxin binding",78,2,0.72,160,0.16138,0.16138,"Baiap3,Vamp8"
"141","GO:1901681","sulfur compound binding",230,4,2.12,161,0.1626,0.1626,"Fst,Lipg,Smoc1,Smoc2"
"142","GO:0022803","passive transmembrane transporter activity",401,6,3.69,162,0.1654,0.1654,"Gabre,Gabrq,Itgav,Kcna5,Kcnh3,Kcnh4"
"143","GO:0015267","channel activity",401,6,3.69,163,0.1654,0.1654,"Gabre,Gabrq,Itgav,Kcna5,Kcnh3,Kcnh4"
"144","GO:0008569","ATP-dependent microtubule motor activity, minus-end-directed",20,1,0.18,164,0.16896,0.16896,"Dnah1"
"145","GO:0016769","transferase activity, transferring nitrogenous groups",20,1,0.18,165,0.16896,0.16896,"Tgm2"
"146","GO:0019899","enzyme binding",2214,27,20.38,65,0.17223,0.07484,"Ace,Arhgef19,Blnk,Cavin3,Cxcr4,Ecm1,Fxyd1,Grtp1,Itgav,Itgb1,Kcna5,Llgl2,Mapkapk3,Nfatc1,Nfkbia,Pdlim4,Plce1,Prkcd,Pstpip1,Rasgrf1,Rhoc,Slc12a4,Ticam1,Trib1,Trim21,Tspan15,Txnip"
"147","GO:0030247","polysaccharide binding",22,1,0.2,166,0.18421,0.18421,"Susd2"
"148","GO:0005198","structural molecule activity",508,7,4.68,167,0.18839,0.18839,"Arpc1b,Ecm1,Emilin2,Krt12,Tpm2,Tubb6,Vwa1"
"149","GO:0019955","cytokine binding",108,5,0.99,16,0.18866,0.00322,"Cxcr4,Itgav,Itgb1,Nbl1,Vasn"
"150","GO:0005488","binding",11331,116,104.31,39,0.18868,0.01742,"Ace,Adra1d,Aifm3,Aldh2,Aldoc,Anxa11,Arhgef19,Arpc1b,Atf3,Baiap3,Blnk,Car4,Carhsp1,Cavin3,Cbr3,Cd9,Cdh23,Cdhr1,Celsr1,Cidea,Coch,Cthrc1,Cxcr4,Dap,Dlk1,Dmrtc1a,Dnah1,Ece1,Ecm1,Fosb,Fst,Fxyd1,Gal,Galnt16,Grtp1,Hap1,Hpgd,Hspb7,Htr5b,Itga5,Itgav,Itgb1,Jam2,Jsrp1,Kcna5,Klc3,Klf10,Klf2,Klhl36,L3mbtl4,Lipg,Llgl2,Lrp5,Mapkapk3,Mcub,Metrnl,Mmel1,Mmp10,Mylk3,Nab2,Nbl1,Nfatc1,Nfkbia,Nppc,Nynrin,Pdlim1,Pdlim4,Pdyn,Pgam2,Plce1,Plekha2,Plekhb1,Plpp4,Plxdc1,Plxnb1,Pmp22,Ppm1m,Prkcd,Pstpip1,Ramp1,Rasal1,Rasd1,Rasgrf1,Rasl10a,Rasl11a,Rcn1,Rhoc,Sdc1,Sgsh,Slc12a4,Smoc1,Smoc2,Steap3,Susd2,Tent5c,Tgfb2,Tgm2,Ticam1,Tle6,Tmie,Tnfsf9,Tpm2,Trabd2b,Trib1,Trim21,Trp53bp2,Tspan15,Tst,Tubb6,Txnip,Vamp8,Vasn,Vwa1,Wnt4,Wnt7b,Ypel1"
"151","GO:0050431","transforming growth factor beta binding",23,1,0.21,168,0.19173,0.19173,"Vasn"
"152","GO:0004993","G protein-coupled serotonin receptor activity",23,1,0.21,169,0.19173,0.19173,"Htr5b"
"153","GO:0097602","cullin family protein binding",23,1,0.21,170,0.19173,0.19173,"Klhl36"
"154","GO:0099589","serotonin receptor activity",23,1,0.21,171,0.19173,0.19173,"Htr5b"
"155","GO:0030547","receptor inhibitor activity",23,1,0.21,172,0.19173,0.19173,"Fst"
"156","GO:0051537","2 iron, 2 sulfur cluster binding",23,1,0.21,173,0.19173,0.19173,"Aifm3"
"157","GO:0030695","GTPase regulator activity",248,4,2.28,174,0.19536,0.19536,"Arhgef19,Grtp1,Llgl2,Rasal1"
"158","GO:0042803","protein homodimerization activity",607,8,5.59,175,0.1971,0.1971,"Atf3,Cidea,Ece1,Pdlim4,Plekhb1,Tgfb2,Tpm2,Trim21"
"159","GO:0016866","intramolecular transferase activity",24,1,0.22,176,0.19918,0.19918,"Pgam2"
"160","GO:0005160","transforming growth factor beta receptor binding",24,1,0.22,177,0.19918,0.19918,"Tgfb2"
"161","GO:0098772","molecular function regulator",2953,36,27.18,53,0.19983,0.04129,"Arhgef19,Atf3,Ccnf,Dmrtc1a,Fosb,Fst,Fxyd1,Gal,Grtp1,Kcna5,Klf10,Klf2,L3mbtl4,Llgl2,Mcub,Metrnl,Nab2,Nbl1,Nfatc1,Nppc,Pdlim1,Pdyn,Pik3r5,Plce1,Prkcd,Rasal1,Rasgrf1,Spint2,Tgfb2,Tle6,Tnfsf9,Trib1,Txnip,Vamp8,Wnt4,Wnt7b"
"162","GO:0071855","neuropeptide receptor binding",25,1,0.23,178,0.20656,0.20656,"Gal"
"163","GO:0017134","fibroblast growth factor binding",25,1,0.23,179,0.20656,0.20656,"Itgav"
"164","GO:0016298","lipase activity",93,2,0.86,180,0.21109,0.21109,"Lipg,Plce1"
"165","GO:0042056","chemoattractant activity",26,1,0.24,181,0.21388,0.21388,"Wnt7b"
"166","GO:0005164","tumor necrosis factor receptor binding",26,1,0.24,182,0.21388,0.21388,"Tnfsf9"
"167","GO:0043325","phosphatidylinositol-3,4-bisphosphate binding",27,1,0.25,183,0.22113,0.22113,"Plekha2"
"168","GO:0042277","peptide binding",264,4,2.43,184,0.22603,0.22603,"Ace,Nfkbia,Ramp1,Tgfb2"
"169","GO:0001223","transcription coactivator binding",28,1,0.26,185,0.22831,0.22831,"Nfatc1"
"170","GO:0005520","insulin-like growth factor binding",28,1,0.26,186,0.22831,0.22831,"Itgav"
"171","GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",100,2,0.92,187,0.2348,0.2348,"Cbr3,Hpgd"
"172","GO:0043169","cation binding",3263,34,30.04,188,0.2352,0.2352,"Ace,Aifm3,Anxa11,Baiap3,Car4,Cdh23,Cdhr1,Celsr1,Dlk1,Ece1,Galnt16,Htr5b,Itga5,Itgav,Itgb1,Klf10,Klf2,L3mbtl4,Mmel1,Mmp10,Pdlim1,Pdlim4,Plce1,Ppm1m,Prkcd,Rasal1,Rcn1,Smoc1,Smoc2,Steap3,Tgm2,Trabd2b,Trim21,Ypel1"
"173","GO:0051959","dynein light intermediate chain binding",29,1,0.27,189,0.23543,0.23543,"Dnah1"
"174","GO:0016788","hydrolase activity, acting on ester bonds",643,8,5.92,190,0.24117,0.24117,"Lipg,Notum,Nynrin,Pald1,Plce1,Plpp4,Ppm1m,Sgsh"
"175","GO:0016462","pyrophosphatase activity",740,9,6.81,191,0.24237,0.24237,"Dnah1,Klc3,Plpp4,Pmp22,Rasd1,Rasl10a,Rasl11a,Rhoc,Tubb6"
"176","GO:0005251","delayed rectifier potassium channel activity",30,1,0.28,192,0.24248,0.24248,"Kcna5"
"177","GO:0045505","dynein intermediate chain binding",30,1,0.28,193,0.24248,0.24248,"Dnah1"
"178","GO:0005154","epidermal growth factor receptor binding",30,1,0.28,194,0.24248,0.24248,"Itga5"
"179","GO:0019207","kinase regulator activity",185,3,1.7,195,0.24273,0.24273,"Ccnf,Pik3r5,Trib1"
"180","GO:0016817","hydrolase activity, acting on acid anhydrides",743,9,6.84,196,0.24594,0.24594,"Dnah1,Klc3,Plpp4,Pmp22,Rasd1,Rasl10a,Rasl11a,Rhoc,Tubb6"
"181","GO:0016818","hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",743,9,6.84,197,0.24594,0.24594,"Dnah1,Klc3,Plpp4,Pmp22,Rasd1,Rasl10a,Rasl11a,Rhoc,Tubb6"
"182","GO:0046872","metal ion binding",3182,33,29.29,198,0.24913,0.24913,"Ace,Aifm3,Anxa11,Baiap3,Car4,Cdh23,Cdhr1,Celsr1,Dlk1,Ece1,Galnt16,Itga5,Itgav,Itgb1,Klf10,Klf2,L3mbtl4,Mmel1,Mmp10,Pdlim1,Pdlim4,Plce1,Ppm1m,Prkcd,Rasal1,Rcn1,Smoc1,Smoc2,Steap3,Tgm2,Trabd2b,Trim21,Ypel1"
"183","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors",106,2,0.98,199,0.25525,0.25525,"Cbr3,Hpgd"
"184","GO:0017080","sodium channel regulator activity",32,1,0.29,200,0.25639,0.25639,"Fxyd1"
"185","GO:0070566","adenylyltransferase activity",32,1,0.29,201,0.25639,0.25639,"Tent5c"
"186","GO:0030234","enzyme regulator activity",852,10,7.84,202,0.25946,0.25946,"Arhgef19,Ccnf,Grtp1,Llgl2,Pik3r5,Prkcd,Rasal1,Spint2,Trib1,Txnip"
"187","GO:0019904","protein domain specific binding",756,9,6.96,203,0.26161,0.26161,"Blnk,Dap,Hap1,Itgb1,Llgl2,Plekha2,Prkcd,Tgm2,Trp53bp2"
"188","GO:0008378","galactosyltransferase activity",33,1,0.3,204,0.26324,0.26324,"B3gnt4"
"189","GO:0005085","guanyl-nucleotide exchange factor activity",195,3,1.8,205,0.26745,0.26745,"Arhgef19,Plce1,Rasgrf1"
"190","GO:0005126","cytokine receptor binding",196,3,1.8,206,0.26993,0.26993,"Ecm1,Tgfb2,Tnfsf9"
"191","GO:0043394","proteoglycan binding",34,1,0.31,207,0.27004,0.27004,"Fst"
"192","GO:0005484","SNAP receptor activity",34,1,0.31,208,0.27004,0.27004,"Vamp8"
"193","GO:0060589","nucleoside-triphosphatase regulator activity",287,4,2.64,209,0.27205,0.27205,"Arhgef19,Grtp1,Llgl2,Rasal1"
"194","GO:0030165","PDZ domain binding",111,2,1.02,210,0.27232,0.27232,"Llgl2,Plekha2"
