"","GO.ID","Term","Annotated","Significant","Expected","Rank in p.value_classic","p.value_elim","p.value_classic","genes"
"38","GO:0071396","cellular response to lipid",421,15,6.59,198,0.00267,0.00267,"Abhd2,Atp1a2,Casp1,Casp9,Cx3cr1,Epha5,Igf1,Irs1,Lpl,Mef2c,Parp1,Pid1,Stat1,Trem2,Yes1"
"39","GO:0001504","neurotransmitter uptake",38,4,0.59,202,0.00284,0.00284,"Atp1a2,Slc6a1,Slc6a9,Snca"
"40","GO:0031998","regulation of fatty acid beta-oxidation",19,3,0.3,207,0.00305,0.00305,"Cnr1,Irs1,Tysnd1"
"41","GO:0045986","negative regulation of smooth muscle contraction",19,3,0.3,208,0.00305,0.00305,"Kcnma1,Ptgs2,Rgs2"
"42","GO:0002573","myeloid leukocyte differentiation",190,9,2.97,209,0.00308,0.00308,"C1qc,Inpp5d,L3mbtl3,Mef2c,Pirb,Relb,Tfrc,Trem2,Tyrobp"
"43","GO:1900077","negative regulation of cellular response to insulin stimulus",40,4,0.63,222,0.00344,0.00344,"Irs1,Lpl,Pid1,Prkcb"
"44","GO:0050729","positive regulation of inflammatory response",126,7,1.97,230,0.00368,0.00368,"Cnr1,Ctss,Fcgr3,Lpl,Ptgs2,Snca,Trem2"
"45","GO:0001937","negative regulation of endothelial cell proliferation",41,4,0.64,233,0.00376,0.00376,"Apoe,Mef2c,Stat1,Tnmd"
"46","GO:0033138","positive regulation of peptidyl-serine phosphorylation",95,6,1.49,234,0.00377,0.00377,"Angpt1,Arrb1,Ptgs2,Raf1,Snca,Tfrc"
"47","GO:0050885","neuromuscular process controlling balance",67,5,1.05,237,0.00395,0.00395,"Aplp2,Bloc1s4,Cntnap1,Kcnma1,Tpp1"
"48","GO:0042493","response to drug",198,9,3.1,239,0.00404,0.00404,"Casp1,Cybb,Grin2a,Mef2c,Pde4a,Prkcb,Snca,Stat1,Tfrc"
"49","GO:0031290","retinal ganglion cell axon guidance",21,3,0.33,240,0.00409,0.00409,"Ocm,Robo2,Slit2"
"50","GO:0008306","associative learning",97,6,1.52,241,0.00417,0.00417,"Atp1a2,B4galt2,Grin2a,Grm7,Nog,Slc6a1"
"51","GO:0043271","negative regulation of ion transport",158,13,2.47,13,0.00438,1.2e-06,"Acsl4,Apoe,Atf4,Atp1a2,Cnr1,Grm7,Hecw1,Ppif,Prkg2,Ptgs2,Rgs2,Slc6a9,Snca"
"52","GO:0002274","myeloid leukocyte activation",182,13,2.85,24,0.00442,5.9e-06,"C1qa,Casp1,Clec4d,Cnr1,Cx3cr1,Fcgr3,Itgb2,Pirb,Rac2,Relb,Snca,Trem2,Tyrobp"
"53","GO:0045087","innate immune response",533,17,8.34,245,0.00443,0.00443,"Apoe,C1qa,C1qb,C1qc,Capg,Casp1,Clec4d,Cx3cr1,Cybb,Mpeg1,Pld4,Relb,Snca,Stat1,Trem2,Wfdc17,Yes1"
"54","GO:0003333","amino acid transmembrane transport",69,5,1.08,247,0.00449,0.00449,"Lrrc8a,Rgs2,Slc25a15,Slc38a2,Slc6a9"
"55","GO:0050772","positive regulation of axonogenesis",100,6,1.56,255,0.00484,0.00484,"Apoe,Ocm,Rnd2,Robo2,Sema7a,Snap91"
"56","GO:1902476","chloride transmembrane transport",44,4,0.69,257,0.00486,0.00486,"Gabra1,Glrb,Slc12a6,Slc6a1"
"57","GO:0050727","regulation of inflammatory response",312,16,4.88,45,0.00499,3.4e-05,"Apoe,Casp1,Cnr1,Ctss,Cx3cr1,Fcgr3,Fndc4,Igf1,Lpl,Pld4,Ptgs2,Sema7a,Slit2,Snca,Spata2,Trem2"
"58","GO:2000379","positive regulation of reactive oxygen species metabolic process",101,6,1.58,262,0.00508,0.00508,"Itgb2,Pid1,Ptgs2,Slc5a3,Snca,Tyrobp"
"59","GO:0045765","regulation of angiogenesis",283,11,4.43,263,0.0051,0.0051,"C3ar1,Cx3cr1,Cybb,Itgb2,Jcad,Prkcb,Ptgs2,Stab1,Stat1,Tcf4,Tnmd"
"60","GO:0030534","adult behavior",169,8,2.64,265,0.00518,0.00518,"Atp1a2,Btbd9,Glrb,Grik1,Grm7,Kcnma1,Parp1,Snca"
"61","GO:0032288","myelin assembly",23,3,0.36,268,0.00532,0.00532,"Cntnap1,Fig4,Ugt8a"
"62","GO:0150077","regulation of neuroinflammatory response",23,3,0.36,269,0.00532,0.00532,"Igf1,Ptgs2,Trem2"
"63","GO:0007263","nitric oxide mediated signal transduction",23,3,0.36,270,0.00532,0.00532,"Apoe,Kcnc2,Ndnf"
"64","GO:0060142","regulation of syncytium formation by plasma membrane fusion",23,3,0.36,271,0.00532,0.00532,"Stat1,Trem2,Tyrobp"
"65","GO:0051046","regulation of secretion",685,20,10.72,276,0.00561,0.00561,"Acsl4,Apoe,Arrb1,Casp1,Cnr1,Cplx1,Epha5,Grik1,Grin3a,Grm7,Igf1,Irs1,Itgb2,Mef2c,Prkcb,Rab3c,Rac2,Slc6a1,Snca,Trem2"
"66","GO:0032410","negative regulation of transporter activity",73,5,1.14,277,0.0057,0.0057,"Atp1a2,Hecw1,Ppif,Slc6a9,Snca"
"67","GO:0071616","acyl-CoA biosynthetic process",24,3,0.38,281,0.00601,0.00601,"Acsl4,Pdhx,Snca"
"68","GO:0051966","regulation of synaptic transmission, glutamatergic",74,5,1.16,283,0.00604,0.00604,"Cnr1,Grik1,Grm7,Mef2c,Ptgs2"
"69","GO:0070098","chemokine-mediated signaling pathway",47,4,0.74,285,0.00616,0.00616,"Ackr1,Cx3cr1,Slit2,Trem2"
"70","GO:0016126","sterol biosynthetic process",47,4,0.74,286,0.00616,0.00616,"Apoe,Dhcr24,Erg28,Hsd17b7"
"71","GO:0055021","regulation of cardiac muscle tissue growth",75,5,1.17,288,0.00639,0.00639,"Fgf9,Igf1,Mef2c,Nog,Rgs2"
"72","GO:0010575","positive regulation of vascular endothelial growth factor production",25,3,0.39,293,0.00675,0.00675,"Atf4,C3ar1,Ptgs2"
"73","GO:0034391","regulation of smooth muscle cell apoptotic process",25,3,0.39,294,0.00675,0.00675,"Arrb1,Atf4,Igf1"
"74","GO:0043171","peptide catabolic process",25,3,0.39,295,0.00675,0.00675,"Ggt7,Ide,Tpp1"
"75","GO:0006837","serotonin transport",25,3,0.39,296,0.00675,0.00675,"Cnr1,Fcgr3,Snca"
"76","GO:0055075","potassium ion homeostasis",25,3,0.39,297,0.00675,0.00675,"Atp1a2,Kcnma1,Slc12a6"
"77","GO:0032412","regulation of ion transmembrane transporter activity",244,12,3.82,94,0.00681,0.00048,"Atp1a2,Ctss,Grin2a,Hcn1,Hecw1,Htr3a,Kcnc2,Mef2c,Ppif,Scn2b,Slc6a9,Trem2"
"78","GO:0048002","antigen processing and presentation of peptide antigen",49,4,0.77,303,0.00714,0.00714,"Ctss,Fcgr3,Ide,Trem2"
"79","GO:0055094","response to lipoprotein particle",26,3,0.41,307,0.00754,0.00754,"Apoe,Itgb2,Lpl"
"80","GO:0008038","neuron recognition",50,4,0.78,309,0.00767,0.00767,"Cnr1,Robo2,Sema3a,Tnn"
"81","GO:0048489","synaptic vesicle transport",50,4,0.78,310,0.00767,0.00767,"Bloc1s4,Snap91,Snca,Tmem230"
"82","GO:0015698","inorganic anion transport",124,9,1.94,70,0.00792,0.00014,"Atf4,Car7,Clcn6,Gabra1,Glrb,Prkg2,Slc12a6,Slc25a10,Slc6a1"
"83","GO:0010827","regulation of glucose transmembrane transport",79,5,1.24,312,0.00794,0.00794,"Igf1,Irs1,Pid1,Prkcb,Yes1"
"84","GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process",79,5,1.24,313,0.00794,0.00794,"Arrb1,Dhcr24,Igf1,Ptgs2,Snca"
"85","GO:1903409","reactive oxygen species biosynthetic process",111,6,1.74,314,0.00799,0.00799,"Cx3cr1,Cybb,Igf1,Itgb2,Ptgs2,Slc5a3"
"86","GO:0001662","behavioral fear response",51,4,0.8,317,0.00822,0.00822,"Apoe,Atp1a2,Grm7,Mef2c"
"87","GO:0048878","chemical homeostasis",1042,29,16.3,169,0.00822,0.00185,"Aplp2,Apoe,Aqp11,Arrb1,Atf4,Atp1a2,Btbd9,C3ar1,Car7,Cnnm2,Cnr1,Cx3cr1,Epha5,Grin2a,Hcn1,Igf1,Kcnma1,Lpl,Parp1,Prkcb,Raf1,Scn2b,Scn7a,Slc12a6,Slc31a1,Snca,Stat1,Steap2,Tfrc"
"88","GO:0050805","negative regulation of synaptic transmission",80,5,1.25,321,0.00836,0.00836,"Grik1,Pirb,Ptgs2,Slc6a1,Snca"
"89","GO:0048843","negative regulation of axon extension involved in axon guidance",27,3,0.42,324,0.00839,0.00839,"Sema3a,Sema3c,Sema7a"
"90","GO:0006958","complement activation, classical pathway",27,3,0.42,325,0.00839,0.00839,"C1qa,C1qb,C1qc"
"91","GO:2000310","regulation of NMDA receptor activity",27,3,0.42,326,0.00839,0.00839,"Grin2a,Mef2c,Slc6a9"
"92","GO:0098739","import across plasma membrane",147,7,2.3,327,0.00844,0.00844,"Atp1a2,Kcnj3,Rgs2,Slc12a6,Slc31a1,Slc6a1,Slc6a9"
"93","GO:1904018","positive regulation of vasculature development",184,8,2.88,328,0.0085,0.0085,"C3ar1,Cth,Cx3cr1,Cybb,Itgb2,Jcad,Prkcb,Ptgs2"
"94","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process",113,6,1.77,331,0.00869,0.00869,"Arrb1,Casp1,Casp9,Diablo,Snca,Stat1"
"95","GO:0007269","neurotransmitter secretion",185,8,2.89,332,0.00877,0.00877,"Cplx1,Grin3a,Grm7,Mef2c,Prkcb,Slc6a9,Snap91,Snca"
"96","GO:0043536","positive regulation of blood vessel endothelial cell migration",52,4,0.81,335,0.0088,0.0088,"Angpt1,Igf1,Jcad,Ptgs2"
"97","GO:1904063","negative regulation of cation transmembrane transport",82,5,1.28,340,0.00925,0.00925,"Atp1a2,Hecw1,Ppif,Rgs2,Slc6a9"
"98","GO:1903579","negative regulation of ATP metabolic process",28,3,0.44,341,0.00929,0.00929,"Parp1,Pid1,Ppif"
"99","GO:0071402","cellular response to lipoprotein particle stimulus",28,3,0.44,342,0.00929,0.00929,"Apoe,Itgb2,Lpl"
"100","GO:0032496","response to lipopolysaccharide",226,9,3.54,343,0.00936,0.00936,"Casp1,Cnr1,Cx3cr1,Ggt7,Mef2c,Ptgs2,Snca,Stat1,Trem2"
"101","GO:0007399","nervous system development",2218,59,34.7,41,0.00959,2.2e-05,"Acsl4,Alkal2,Aplp2,Apoe,Atp1a2,B4galt2,Bloc1s4,C1qa,Capg,Cnr1,Cntnap1,Cx3cr1,Dner,Epha5,Fig4,Gabra1,Glrb,Grik1,Grin2a,Grin3a,Hcn1,Hecw1,Hsd17b7,Igf1,Igsf9b,Kcnma1,Mef2c,Nab1,Ncdn,Ndnf,Nf2,Nog,Nrep,Ntm,Ocm,Rac2,Rgs2,Rnd2,Robo2,Scrt1,Selenop,Sema3a,Sema3c,Sema7a,Shroom2,Slc25a46,Slc5a3,Slit2,Snap91,Snca,Socs2,Srgap2,Tcf4,Tnn,Tpp1,Trem2,Tyrobp,Ugt8a,Uhmk1"
"102","GO:0008104","protein localization",2424,52,37.93,350,0.00993,0.00993,"Acsl4,Angpt1,Ankrd13c,Ap1s3,Apoe,Aqp11,Arrb1,Casp1,Cnr1,Cntnap1,Cplx1,Dhcr24,Dlgap1,Dnlz,Epha5,Fgf9,Glrb,Grin2a,Hcn1,Heatr3,Igf1,Ipo11,Irs1,Itgb2,Kcnab2,Lamp5,Nf2,Parp1,Pid1,Plek,Praf2,Prkg2,Ptgs2,Rab18,Rab3c,Raf1,Rnf26,Sec61a1,Shroom2,Slc5a3,Snap91,Tfrc,Tnks2,Tpp1,Trem2,Tyrobp,Ugt8a,Uhmk1,Usp6nl,Vps26a,Zdhhc9,Zmat3"
"103","GO:0010823","negative regulation of mitochondrion organization",54,4,0.84,352,0.01003,0.01003,"Igf1,Ppif,Tfrc,Vat1"
"104","GO:0002886","regulation of myeloid leukocyte mediated immunity",54,4,0.84,353,0.01003,0.01003,"Fcgr3,Itgb2,Rac2,Tyrobp"
"105","GO:2001222","regulation of neuron migration",54,4,0.84,354,0.01003,0.01003,"Scrt1,Sema3a,Srgap2,Tnn"
"106","GO:0010563","negative regulation of phosphorus metabolic process",534,16,8.36,356,0.01007,0.01007,"Angpt1,Apoe,Arrb1,Dbndd2,Igf1,Mllt1,Nf2,Nog,Parp1,Pcdh11x,Pid1,Plek,Ppif,Rgs2,Slit2,Snca"
"107","GO:0045936","negative regulation of phosphate metabolic process",534,16,8.36,357,0.01007,0.01007,"Angpt1,Apoe,Arrb1,Dbndd2,Igf1,Mllt1,Nf2,Nog,Parp1,Pcdh11x,Pid1,Plek,Ppif,Rgs2,Slit2,Snca"
"108","GO:0002866","positive regulation of acute inflammatory response to antigenic stimulus",10,2,0.16,358,0.0101,0.0101,"Cnr1,Fcgr3"
"109","GO:0099612","protein localization to axon",10,2,0.16,359,0.0101,0.0101,"Cntnap1,Ugt8a"
"110","GO:0031620","regulation of fever generation",10,2,0.16,360,0.0101,0.0101,"Cnr1,Ptgs2"
"111","GO:0045759","negative regulation of action potential",10,2,0.16,361,0.0101,0.0101,"Cnr1,Hcn1"
"112","GO:0070493","thrombin-activated receptor signaling pathway",10,2,0.16,362,0.0101,0.0101,"Plek,Snca"
"113","GO:2000822","regulation of behavioral fear response",10,2,0.16,363,0.0101,0.0101,"Apoe,Mef2c"
"114","GO:0015816","glycine transport",10,2,0.16,364,0.0101,0.0101,"Rgs2,Slc6a9"
"115","GO:1903365","regulation of fear response",10,2,0.16,365,0.0101,0.0101,"Apoe,Mef2c"
"116","GO:0045807","positive regulation of endocytosis",117,6,1.83,367,0.01022,0.01022,"Angpt1,Apoe,Arrb1,Snap91,Snca,Trem2"
"117","GO:0001773","myeloid dendritic cell activation",29,3,0.45,368,0.01024,0.01024,"Clec4d,Pirb,Relb"
"118","GO:0050801","ion homeostasis",712,22,11.14,171,0.01066,0.00188,"Aplp2,Apoe,Aqp11,Atf4,Atp1a2,Btbd9,C3ar1,Car7,Cnnm2,Cx3cr1,Grin2a,Hcn1,Kcnma1,Parp1,Prkcb,Scn2b,Scn7a,Slc12a6,Slc31a1,Snca,Steap2,Tfrc"
"119","GO:0015807","L-amino acid transport",55,4,0.86,375,0.01069,0.01069,"Rgs2,Slc25a15,Slc38a2,Slc6a9"
"120","GO:0032891","negative regulation of organic acid transport",30,3,0.47,383,0.01125,0.01125,"Acsl4,Grm7,Rgs2"
"121","GO:0002675","positive regulation of acute inflammatory response",30,3,0.47,384,0.01125,0.01125,"Cnr1,Fcgr3,Ptgs2"
"122","GO:1905523","positive regulation of macrophage migration",30,3,0.47,385,0.01125,0.01125,"C3ar1,Cx3cr1,Trem2"
"123","GO:0006638","neutral lipid metabolic process",120,6,1.88,389,0.01148,0.01148,"Abhd2,Acsl4,Apoe,Cat,Lpl,Snca"
"124","GO:0006066","alcohol metabolic process",275,10,4.3,391,0.01154,0.01154,"Aplp2,Apoe,Cat,Dhcr24,Hsd17b7,Kcnma1,Nudt4,Plek,Slc5a3,Snca"
"125","GO:0043473","pigmentation",87,5,1.36,394,0.01177,0.01177,"Bloc1s4,Fig4,Mef2c,Oca2,Shroom2"
"126","GO:1903530","regulation of secretion by cell",640,18,10.01,397,0.01205,0.01205,"Acsl4,Apoe,Arrb1,Casp1,Cnr1,Cplx1,Epha5,Grin3a,Grm7,Igf1,Irs1,Itgb2,Mef2c,Prkcb,Rab3c,Rac2,Snca,Trem2"
"127","GO:0007249","I-kappaB kinase/NF-kappaB signaling",196,8,3.07,401,0.01215,0.01215,"Angpt1,Casp1,Cth,Cx3cr1,Prkcb,Relb,Stat1,Tfrc"
"128","GO:0060600","dichotomous subdivision of an epithelial terminal unit",11,2,0.17,404,0.01222,0.01222,"Sema3a,Sema3c"
"129","GO:1905459","regulation of vascular associated smooth muscle cell apoptotic process",11,2,0.17,405,0.01222,0.01222,"Atf4,Igf1"
"130","GO:1905288","vascular associated smooth muscle cell apoptotic process",11,2,0.17,406,0.01222,0.01222,"Atf4,Igf1"
"131","GO:2001171","positive regulation of ATP biosynthetic process",11,2,0.17,407,0.01222,0.01222,"Pid1,Trem2"
"132","GO:0044557","relaxation of smooth muscle",11,2,0.17,408,0.01222,0.01222,"Kcnma1,Rgs2"
"133","GO:0070213","protein auto-ADP-ribosylation",11,2,0.17,409,0.01222,0.01222,"Parp1,Tnks2"
"134","GO:0042063","gliogenesis",320,11,5.01,410,0.01224,0.01224,"C1qa,Cntnap1,Cx3cr1,Dner,Igf1,Nab1,Nf2,Nog,Slc25a46,Srgap2,Trem2"
"135","GO:0097028","dendritic cell differentiation",31,3,0.49,411,0.01232,0.01232,"Pirb,Relb,Trem2"
"136","GO:0090022","regulation of neutrophil chemotaxis",31,3,0.49,412,0.01232,0.01232,"C3ar1,Rac2,Slit2"
"137","GO:0001964","startle response",31,3,0.49,413,0.01232,0.01232,"Glrb,Grin2a,Grin3a"
"138","GO:0071398","cellular response to fatty acid",31,3,0.49,414,0.01232,0.01232,"Irs1,Lpl,Pid1"
"139","GO:0030431","sleep",31,3,0.49,415,0.01232,0.01232,"Btbd9,Casp1,Grin2a"
"140","GO:0051150","regulation of smooth muscle cell differentiation",31,3,0.49,416,0.01232,0.01232,"Cth,Fgf9,Rbpms2"
"141","GO:0030851","granulocyte differentiation",31,3,0.49,417,0.01232,0.01232,"C1qc,Inpp5d,L3mbtl3"
"142","GO:0048511","rhythmic process",278,10,4.35,418,0.01238,0.01238,"Arrb1,Atf4,Btbd9,Casp1,Grin2a,Grin3a,Igf1,Kcnma1,Prkg2,Relb"
"143","GO:0006955","immune response",1059,33,16.57,66,0.0124,0.00012,"Adgre1,Angpt1,Apoe,C1qa,C1qb,C1qc,C3ar1,Capg,Casp1,Cd5l,Clec4d,Cnr1,Ctss,Cx3cr1,Cybb,Fcgr3,Inpp5d,Itgb2,Mef2c,Mpeg1,Pirb,Pld4,Prkcb,Rac2,Relb,Sema7a,Snca,Stat1,Tfrc,Trem2,Tyrobp,Wfdc17,Yes1"
"144","GO:1901343","negative regulation of vasculature development",123,6,1.92,421,0.01286,0.01286,"Cx3cr1,Fgf9,Stab1,Stat1,Tcf4,Tnmd"
"145","GO:0098659","inorganic cation import across plasma membrane",89,5,1.39,423,0.0129,0.0129,"Atp1a2,Kcnj3,Slc12a6,Slc31a1,Slc6a1"
"146","GO:0099587","inorganic ion import across plasma membrane",89,5,1.39,424,0.0129,0.0129,"Atp1a2,Kcnj3,Slc12a6,Slc31a1,Slc6a1"
"147","GO:0062014","negative regulation of small molecule metabolic process",89,5,1.39,425,0.0129,0.0129,"Apoe,Cnr1,Parp1,Pid1,Plek"
"148","GO:0035592","establishment of protein localization to extracellular region",411,13,6.43,426,0.01295,0.01295,"Acsl4,Apoe,Arrb1,Casp1,Cnr1,Cplx1,Epha5,Igf1,Irs1,Plek,Rab3c,Raf1,Trem2"
"149","GO:0009306","protein secretion",411,13,6.43,427,0.01295,0.01295,"Acsl4,Apoe,Arrb1,Casp1,Cnr1,Cplx1,Epha5,Igf1,Irs1,Plek,Rab3c,Raf1,Trem2"
"150","GO:0006970","response to osmotic stress",69,7,1.08,62,0.01295,1e-04,"Kcnma1,Lrrc8a,Mknk1,Prkg2,Ptgs2,Relb,Slc12a6"
"151","GO:0015804","neutral amino acid transport",32,3,0.5,428,0.01344,0.01344,"Rgs2,Slc38a2,Slc6a9"
"152","GO:0045055","regulated exocytosis",240,9,3.76,429,0.01347,0.01347,"Cplx1,Grin3a,Grm7,Itgb2,Plek,Prkcb,Rac2,Snca,Steap2"
"153","GO:0032835","glomerulus development",59,4,0.92,430,0.0136,0.0136,"Angpt1,C3ar1,Mef2c,Nog"
"154","GO:0010243","response to organonitrogen compound",779,25,12.19,96,0.01427,0.00054,"Apoe,Aqp11,Atf4,Casp1,Cnr1,Crls1,Gabra1,Glrb,Grin2a,Hcn1,Igf1,Irs1,Itgb2,Lpl,Mef2c,Parp1,Pid1,Prkcb,Rragd,Slc6a1,Slit2,Snca,Socs2,Stat1,Trem2"
"155","GO:0048639","positive regulation of developmental growth",202,8,3.16,436,0.01435,0.01435,"Apoe,Fgf9,Igf1,Mef2c,Ocm,Ppib,Rnd2,Sema7a"
"156","GO:0006911","phagocytosis, engulfment",60,4,0.94,438,0.01439,0.01439,"Fcgr3,Itgb2,Rac2,Trem2"
"157","GO:1905207","regulation of cardiocyte differentiation",60,4,0.94,439,0.01439,0.01439,"Igf1,Mef2c,Rgs2,Sema3c"
"158","GO:0045428","regulation of nitric oxide biosynthetic process",60,4,0.94,440,0.01439,0.01439,"Cx3cr1,Igf1,Itgb2,Ptgs2"
"159","GO:0046486","glycerolipid metabolic process",328,11,5.13,441,0.01448,0.01448,"Abhd2,Acsl4,Apoe,Cat,Crls1,Fig4,Inpp5d,Lpl,Plek,Sacm1l,Socs2"
"160","GO:0042136","neurotransmitter biosynthetic process",12,2,0.19,442,0.01451,0.01451,"Gad1,Gad2"
"161","GO:0034393","positive regulation of smooth muscle cell apoptotic process",12,2,0.19,443,0.01451,0.01451,"Arrb1,Atf4"
"162","GO:0031652","positive regulation of heat generation",12,2,0.19,444,0.01451,0.01451,"Cnr1,Ptgs2"
